Phenotype,species,snp,chr,pos,p,logp
soilN,Rice,"9311_chr06:14913164\A,\G",6,14913164,0.0001055911,3.97637268581527
soilN,Rice,"9311_chr12:22513234\C,\T",12,22513234,0.0001056683,3.97605527948452
soilN,Rice,"9311_chr02:13461204\T,\A",2,13461204,0.0001057169,3.97585558043092
soilN,Rice,"9311_chr04:747991\A,\G",4,747991,0.0001057245,3.97582436007328
soilN,Rice,"9311_chr08:27136712\A,\G",8,27136712,0.0001058005,3.97551227987429
soilN,Rice,"9311_chr06:30993442\C,\T",6,30993442,0.0001058288,3.97539612834035
soilN,Rice,"9311_chr06:30993455\G,\A",6,30993455,0.0001058288,3.97539612834035
soilN,Rice,"9311_chr06:21542227\G,\C",6,21542227,0.000105833,3.97537889295046
soilN,Rice,"9311_chr02:13574910\G,\A",2,13574910,0.0001058395,3.97535222048112
soilN,Rice,"9311_chr05:26670813\G,\A",5,26670813,0.000105861,3.97526400782793
soilN,Rice,"9311_chr01:4916518\C,\T",1,4916518,0.000105915,3.97504252944954
soilN,Rice,"9311_chr02:15736830\C,\T",2,15736830,0.0001059247,3.97500275733433
soilN,Rice,"9311_chr06:14008637\G,\A",6,14008637,0.0001059254,3.97499988732259
soilN,Rice,"9311_chr06:14344415\A,\C",6,14344415,0.0001060007,3.97469126676227
soilN,Rice,"9311_chr02:1397340\G,\C",2,1397340,0.0001060038,3.97467856596683
soilN,Rice,"9311_chr06:17358813\C,\T",6,17358813,0.0001060176,3.97462203144853
soilN,Rice,"9311_chr01:7876584\T,\A",1,7876584,0.0001060229,3.97460032087197
soilN,Rice,"9311_chr06:18222121\A,\T",6,18222121,0.0001060405,3.97452823315764
soilN,Rice,"9311_chr06:15764880\G,\A",6,15764880,0.0001060668,3.97442053347043
soilN,Rice,"9311_chr04:8688700\T,\C",4,8688700,0.000106078,3.97437467707233
soilN,Rice,"9311_chr06:15917701\A,\G",6,15917701,0.0001061156,3.97422076599593
soilN,Rice,"9311_chr06:13863411\C,\T",6,13863411,0.0001061595,3.97404113561981
soilN,Rice,"9311_chr05:7447456\C,\T",5,7447456,0.0001062121,3.97382600431021
soilN,Rice,"9311_chr06:15872574\C,\T",6,15872574,0.0001062642,3.97361302297572
soilN,Rice,"9311_chr06:16432074\C,\T",6,16432074,0.0001063021,3.97345815589624
soilN,Rice,"9311_chr06:17186014\A,\G",6,17186014,0.0001063923,3.97308980238419
soilN,Rice,"9311_chr06:14354948\A,\G",6,14354948,0.00010644,3.97289513412065
soilN,Rice,"9311_chr02:1366625\C,\T",2,1366625,0.0001064597,3.97281476198938
soilN,Rice,"9311_chr05:1301707\T,\C",5,1301707,0.0001064701,3.97277233802979
soilN,Rice,"9311_chr06:13956977\C,\T",6,13956977,0.0001065247,3.97254968020686
soilN,Rice,"9311_chr01:9021851\A,\G",1,9021851,0.0001065434,3.97247344817745
soilN,Rice,"9311_chr06:14487523\G,\A",6,14487523,0.0001065566,3.97241964538845
soilN,Rice,"9311_chr09:16052259\C,\G",9,16052259,0.0001065919,3.97227579642539
soilN,Rice,"9311_chr10:3381379\G,\A",10,3381379,0.0001067157,3.971771682527
soilN,Rice,"9311_chr02:13848270\A,\G",2,13848270,0.0001067211,3.97174970702696
soilN,Rice,"9311_chr06:13690350\A,\G",6,13690350,0.0001067539,3.97161625009647
soilN,Rice,"9311_chr02:11109493\C,\T",2,11109493,0.0001068532,3.9712124672151
soilN,Rice,"9311_chr04:12442039\G,\T",4,12442039,0.0001068621,3.97117629553351
soilN,Rice,"9311_chr06:14341836\C,\T",6,14341836,0.0001069214,3.97093536334335
soilN,Rice,"9311_chr12:19743300\G,\C",12,19743300,0.0001069221,3.9709325200852
soilN,Rice,"9311_chr04:9814605\G,\A",4,9814605,0.0001069397,3.97086103856864
soilN,Rice,"9311_chr08:15560073\G,\A",8,15560073,0.0001069684,3.97074450018879
soilN,Rice,"9311_chr06:1616014\C,\T",6,1616014,0.00010697,3.97073800419582
soilN,Rice,"9311_chr06:16916742\G,\T",6,16916742,0.0001069713,3.97073272627308
soilN,Rice,"9311_chr03:13767391\C,\G",3,13767391,0.0001070437,3.97043888778803
soilN,Rice,"9311_chr06:23093538\A,\T",6,23093538,0.0001070453,3.97043239636464
soilN,Rice,"9311_chr02:934983\C,\T",2,934983,0.0001070614,3.9703670818166
soilN,Rice,"9311_chr02:14213425\G,\A",2,14213425,0.0001070713,3.97032692433132
soilN,Rice,"9311_chr06:16622299\G,\A",6,16622299,0.0001070873,3.97026203119396
soilN,Rice,"9311_chr02:13254487\C,\A",2,13254487,0.0001071601,3.96996688978735
soilN,Rice,"9311_chr03:22685788\C,\T",3,22685788,0.0001071725,3.96991663843425
soilN,Rice,"9311_chr06:14145681\T,\C",6,14145681,0.0001071725,3.96991663843425
soilN,Rice,"9311_chr10:7969529\A,\G",10,7969529,0.0001071775,3.96989637743672
soilN,Rice,"9311_chr02:9632842\G,\A",2,9632842,0.0001071777,3.96989556701648
soilN,Rice,"9311_chr02:13506248\C,\T",2,13506248,0.0001071972,3.96981655830398
soilN,Rice,"9311_chr12:24053626\T,\C",12,24053626,0.0001072016,3.96979873268443
soilN,Rice,"9311_chr07:26449046\G,\A",7,26449046,0.0001072347,3.96966465885957
soilN,Rice,"9311_chr06:16940317\C,\T",6,16940317,0.0001072605,3.96956018288353
soilN,Rice,"9311_chr11:12341506\A,\T",11,12341506,0.0001072919,3.96943306385034
soilN,Rice,"9311_chr02:14728851\C,\T",2,14728851,0.0001073139,3.9693440217216
soilN,Rice,"9311_chr05:7967674\C,\A",5,7967674,0.0001073163,3.96933430913915
soilN,Rice,"9311_chr02:6548329\T,\C",2,6548329,0.0001073294,3.96928129845485
soilN,Rice,"9311_chr05:6597561\T,\C",5,6597561,0.0001073679,3.96912554113762
soilN,Rice,"9311_chr02:16011965\G,\A",2,16011965,0.0001073923,3.96902685632168
soilN,Rice,"9311_chr12:22510076\T,\A",12,22510076,0.0001074489,3.96879802620674
soilN,Rice,"9311_chr06:16235110\C,\T",6,16235110,0.0001074695,3.96871477166591
soilN,Rice,"9311_chr06:14295442\G,\A",6,14295442,0.0001075253,3.96848933707275
soilN,Rice,"9311_chr02:11103597\C,\T",2,11103597,0.0001075257,3.96848772147652
soilN,Rice,"9311_chr08:12794662\T,\C",8,12794662,0.0001075285,3.96847641247117
soilN,Rice,"9311_chr10:10543837\T,\C",10,10543837,0.0001075593,3.96835203284448
soilN,Rice,"9311_chr06:14046212\A,\C",6,14046212,0.0001075627,3.96833830480887
soilN,Rice,"9311_chr06:14046237\G,\T",6,14046237,0.0001075627,3.96833830480887
soilN,Rice,"9311_chr03:36801455\C,\A",3,36801455,0.0001075629,3.96833749729088
soilN,Rice,"9311_chr02:15887236\T,\C",2,15887236,0.0001076382,3.96803357341854
soilN,Rice,"9311_chr01:17617361\T,\C",1,17617361,0.0001076411,3.96802187276736
soilN,Rice,"9311_chr06:14398284\A,\G",6,14398284,0.0001076438,3.96801097934101
soilN,Rice,"9311_chr05:1301711\C,\T",5,1301711,0.0001076767,3.9678782628689
soilN,Rice,"9311_chr06:15010222\C,\T",6,15010222,0.0001077467,3.9675960222692
soilN,Rice,"9311_chr06:13142216\G,\T",6,13142216,0.0001077485,3.96758876707217
soilN,Rice,"9311_chr06:16354718\C,\T",6,16354718,0.0001077674,3.96751259482011
soilN,Rice,"9311_chr02:932681\T,\A",2,932681,0.0001077825,3.96745174722345
soilN,Rice,"9311_chr08:29738720\G,\A",8,29738720,0.0001077957,3.9673985629296
soilN,Rice,"9311_chr06:15532167\G,\A",6,15532167,0.0001078549,3.96716011950329
soilN,Rice,"9311_chr06:23808731\T,\C",6,23808731,0.0001078651,3.96711904956338
soilN,Rice,"9311_chr02:11121890\G,\A",2,11121890,0.0001078722,3.96709046395651
soilN,Rice,"9311_chr02:16019781\G,\A",2,16019781,0.0001078731,3.96708684056325
soilN,Rice,"9311_chr11:27733975\G,\A",11,27733975,0.0001079638,3.96672183799114
soilN,Rice,"9311_chr06:25604791\A,\C",6,25604791,0.000107977,3.96666874300244
soilN,Rice,"9311_chr04:32664822\G,\A",4,32664822,0.0001079933,3.96660318769166
soilN,Rice,"9311_chr11:30050533\G,\A",11,30050533,0.000108017,3.96650788872432
soilN,Rice,"9311_chr02:11118184\T,\A",2,11118184,0.0001080189,3.96650024962808
soilN,Rice,"9311_chr06:16324735\G,\A",6,16324735,0.0001080363,3.96643029783796
soilN,Rice,"9311_chr11:222152\G,\A",11,222152,0.000108063,3.96632297992693
soilN,Rice,"9311_chr06:13509799\T,\G",6,13509799,0.0001080645,3.9663169516175
soilN,Rice,"9311_chr02:15013535\T,\C",2,15013535,0.0001080931,3.96620202785581
soilN,Rice,"9311_chr06:21464794\G,\A",6,21464794,0.0001081285,3.96605982166738
soilN,Rice,"9311_chr06:21464795\T,\C",6,21464795,0.0001081285,3.96605982166738
soilN,Rice,"9311_chr01:34377551\G,\A",1,34377551,0.0001081849,3.96583335202348
soilN,Rice,"9311_chr02:13405622\C,\T",2,13405622,0.0001081922,3.96580404809327
soilN,Rice,"9311_chr08:29649049\G,\A",8,29649049,0.0001082056,3.96575026246268
soilN,Rice,"9311_chr06:15013609\G,\A",6,15013609,0.0001082165,3.96570651637708
soilN,Rice,"9311_chr11:21710974\G,\A",11,21710974,0.0001082275,3.96566237341811
soilN,Rice,"9311_chr06:15373491\C,\T",6,15373491,0.0001082303,3.96565113774493
soilN,Rice,"9311_chr01:7881746\C,\A",1,7881746,0.0001082323,3.96564311244205
soilN,Rice,"9311_chr06:21479294\G,\C",6,21479294,0.0001082326,3.9656419086594
soilN,Rice,"9311_chr06:15764652\G,\A",6,15764652,0.0001082702,3.96549106097814
soilN,Rice,"9311_chr02:15108972\T,\G",2,15108972,0.0001082965,3.96538557897255
soilN,Rice,"9311_chr11:7209358\G,\C",11,7209358,0.0001083303,3.96525005415653
soilN,Rice,"9311_chr02:11104034\A,\G",2,11104034,0.0001083433,3.96519794048627
soilN,Rice,"9311_chr06:13957269\C,\T",6,13957269,0.0001083505,3.96516908022104
soilN,Rice,"9311_chr06:23231177\C,\T",6,23231177,0.0001083722,3.96508211018709
soilN,Rice,"9311_chr06:13281090\C,\T",6,13281090,0.0001084008,3.96496751268413
soilN,Rice,"9311_chr03:22685344\G,\A",3,22685344,0.0001084418,3.9648032822795
soilN,Rice,"9311_chr02:15481707\G,\A",2,15481707,0.0001084885,3.96461629546743
soilN,Rice,"9311_chr02:15929315\T,\C",2,15929315,0.0001084909,3.96460668804151
soilN,Rice,"9311_chr04:12351187\T,\C",4,12351187,0.0001084939,3.96459467905797
soilN,Rice,"9311_chr04:12351190\T,\C",4,12351190,0.0001084939,3.96459467905797
soilN,Rice,"9311_chr05:1303205\T,\G",5,1303205,0.0001085339,3.96443459100037
soilN,Rice,"9311_chr02:13762224\C,\T",2,13762224,0.000108543,3.9643981792054
soilN,Rice,"9311_chr10:1787118\T,\C",10,1787118,0.0001085771,3.96426176215369
soilN,Rice,"9311_chr06:21470393\T,\C",6,21470393,0.0001085822,3.96424136328652
soilN,Rice,"9311_chr06:15140998\G,\A",6,15140998,0.0001085951,3.96418977042831
soilN,Rice,"9311_chr03:11335786\T,\C",3,11335786,0.0001086247,3.96407140997733
soilN,Rice,"9311_chr06:15484924\C,\T",6,15484924,0.000108647,3.96398226107317
soilN,Rice,"9311_chr02:15078269\C,\G",2,15078269,0.0001086491,3.9639738668276
soilN,Rice,"9311_chr04:32719631\T,\A",4,32719631,0.0001086536,3.96395587970486
soilN,Rice,"9311_chr06:15051096\C,\G",6,15051096,0.0001086979,3.96377884622853
soilN,Rice,"9311_chr06:15780663\T,\C",6,15780663,0.0001087056,3.96374808253327
soilN,Rice,"9311_chr06:21443559\C,\G",6,21443559,0.0001087119,3.96372291385791
soilN,Rice,"9311_chr06:15005613\C,\T",6,15005613,0.0001087125,3.96372051691728
soilN,Rice,"9311_chr02:13605820\C,\T",2,13605820,0.0001087518,3.96356354611035
soilN,Rice,"9311_chr06:16758478\G,\A",6,16758478,0.0001087622,3.96352201625375
soilN,Rice,"9311_chr06:16758506\G,\A",6,16758506,0.0001087622,3.96352201625375
soilN,Rice,"9311_chr06:16758528\A,\G",6,16758528,0.0001087622,3.96352201625375
soilN,Rice,"9311_chr06:22662721\C,\T",6,22662721,0.0001087728,3.96347969183228
soilN,Rice,"9311_chr06:13853847\C,\T",6,13853847,0.0001087771,3.96346252366744
soilN,Rice,"9311_chr06:14975076\G,\A",6,14975076,0.0001087929,3.96339944647089
soilN,Rice,"9311_chr06:15754054\G,\A",6,15754054,0.0001088207,3.96328848477858
soilN,Rice,"9311_chr02:15024896\A,\C",2,15024896,0.0001088222,3.96328249844296
soilN,Rice,"9311_chr06:14447867\A,\G",6,14447867,0.000108843,3.96319949642655
soilN,Rice,"9311_chr01:27166687\A,\T",1,27166687,0.0001089006,3.96296972744375
soilN,Rice,"9311_chr06:21467357\A,\G",6,21467357,0.0001089817,3.96264642184152
soilN,Rice,"9311_chr01:41061331\A,\G",1,41061331,0.0001090585,3.96234047993182
soilN,Rice,"9311_chr08:11772251\G,\T",8,11772251,0.0001090792,3.9622580558868
soilN,Rice,"9311_chr04:5693396\C,\T",4,5693396,0.0001091128,3.96212429942729
soilN,Rice,"9311_chr09:14122073\C,\T",9,14122073,0.0001091508,3.96197307686449
soilN,Rice,"9311_chr02:11108404\T,\G",2,11108404,0.000109151,3.96197228109554
soilN,Rice,"9311_chr02:5577864\T,\C",2,5577864,0.0001091995,3.96177935016368
soilN,Rice,"9311_chr01:44369039\C,\G",1,44369039,0.0001092138,3.9617224817303
soilN,Rice,"9311_chr06:16105384\C,\A",6,16105384,0.0001092495,3.96158054197985
soilN,Rice,"9311_chr02:14171670\C,\T",2,14171670,0.0001092596,3.96154039377303
soilN,Rice,"9311_chr02:13879194\C,\T",2,13879194,0.0001092637,3.96152409704516
soilN,Rice,"9311_chr06:15776506\A,\G",6,15776506,0.0001092828,3.96144818620124
soilN,Rice,"9311_chr01:34392820\C,\A",1,34392820,0.0001093037,3.9613651366561
soilN,Rice,"9311_chr06:15010334\G,\A",6,15010334,0.0001093039,3.96136434200032
soilN,Rice,"9311_chr06:15989314\G,\A",6,15989314,0.0001093075,3.96135003844493
soilN,Rice,"9311_chr06:13845152\T,\A",6,13845152,0.0001093306,3.96125826850575
soilN,Rice,"9311_chr05:8260696\C,\T",5,8260696,0.000109351,3.9611772410443
soilN,Rice,"9311_chr04:32392630\A,\C",4,32392630,0.0001093706,3.96109940536764
soilN,Rice,"9311_chr04:31913815\A,\G",4,31913815,0.000109396,3.960998557433
soilN,Rice,"9311_chr06:15464974\A,\G",6,15464974,0.0001094906,3.96062316432491
soilN,Rice,"ScaffoldUn01_3222:2943\A,\G",ScaffoldUn01_3222,2943,0.0001094964,3.96060015923333
soilN,Rice,"9311_chr06:16912042\C,\T",6,16912042,0.0001095014,3.96058032823585
soilN,Rice,"9311_chr05:1302257\A,\C",5,1302257,0.0001095638,3.9603329135264
soilN,Rice,"9311_chr06:15454685\G,\A",6,15454685,0.0001095931,3.96021678824451
soilN,Rice,"9311_chr06:15116085\C,\A",6,15116085,0.0001095964,3.96020371123315
soilN,Rice,"9311_chr03:36376557\A,\G",3,36376557,0.0001095998,3.96019023836055
soilN,Rice,"9311_chr09:1960610\C,\T",9,1960610,0.000109604,3.96017359597731
soilN,Rice,"9311_chr06:15910071\T,\A",6,15910071,0.0001096429,3.96001948610827
soilN,Rice,"9311_chr12:15339129\T,\C",12,15339129,0.0001096444,3.9600135446632
soilN,Rice,"9311_chr02:11115259\C,\T",2,11115259,0.0001097176,3.95972370086842
soilN,Rice,"9311_chr01:36748703\T,\C",1,36748703,0.0001097217,3.95970747216758
soilN,Rice,"9311_chr02:11111402\T,\C",2,11111402,0.0001097276,3.95968411973544
soilN,Rice,"9311_chr04:33451649\C,\A",4,33451649,0.0001097377,3.95964414645246
soilN,Rice,"9311_chr11:28596646\T,\C",11,28596646,0.0001097577,3.95956500229124
soilN,Rice,"9311_chr01:17499093\T,\C",1,17499093,0.0001098047,3.95937907026498
soilN,Rice,"9311_chr06:23143668\T,\C",6,23143668,0.0001098166,3.95933200648438
soilN,Rice,"9311_chr02:15723424\C,\T",2,15723424,0.0001099354,3.95886243906769
soilN,Rice,"9311_chr11:5856360\G,\A",11,5856360,0.0001099513,3.95879963142835
soilN,Rice,"9311_chr02:13402003\G,\A",2,13402003,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13443468\T,\C",2,13443468,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13448335\A,\G",2,13448335,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13448347\A,\C",2,13448347,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13454721\T,\C",2,13454721,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13475145\A,\T",2,13475145,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13591286\G,\A",2,13591286,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:13641774\G,\A",2,13641774,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:15223096\G,\A",2,15223096,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:15223109\G,\A",2,15223109,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:15302095\G,\A",2,15302095,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:15777275\G,\A",2,15777275,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:15931861\G,\A",2,15931861,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr02:16068608\C,\T",2,16068608,0.0001099561,3.95878067241639
soilN,Rice,"9311_chr09:3032732\C,\T",9,3032732,0.0001099978,3.95861600081827
soilN,Rice,"ScaffoldUn01_2927:618\G,\A",ScaffoldUn01_2927,618,0.0001100148,3.95854888642385
soilN,Rice,"9311_chr06:17266785\C,\G",6,17266785,0.0001100279,3.95849717593566
soilN,Rice,"9311_chr04:11004093\G,\A",4,11004093,0.000110041,3.9584454716038
soilN,Rice,"9311_chr03:5168779\A,\T",3,5168779,0.0001100478,3.95841863514071
soilN,Rice,"9311_chr05:1303850\G,\C",5,1303850,0.0001100671,3.95834247597546
soilN,Rice,"9311_chr04:33440026\A,\G",4,33440026,0.0001100756,3.95830893860994
soilN,Rice,"9311_chr06:13981842\A,\G",6,13981842,0.0001101731,3.9579244304176
soilN,Rice,"9311_chr06:14449227\C,\T",6,14449227,0.0001101745,3.95791891175277
soilN,Rice,"9311_chr06:14073348\T,\C",6,14073348,0.0001102229,3.95772816673253
soilN,Rice,"9311_chr02:16086057\T,\A",2,16086057,0.000110224,3.95772383259193
soilN,Rice,"9311_chr06:13431360\G,\A",6,13431360,0.000110228,3.95770807244525
soilN,Rice,"9311_chr02:13443085\G,\A",2,13443085,0.0001102312,3.95769546473968
soilN,Rice,"9311_chr06:16187299\T,\A",6,16187299,0.0001103339,3.95729103043421
soilN,Rice,"9311_chr06:15816078\C,\A",6,15816078,0.0001103558,3.95720483656848
soilN,Rice,"9311_chr03:24894797\A,\C",3,24894797,0.0001103813,3.95710449539939
soilN,Rice,"9311_chr01:34385007\A,\G",1,34385007,0.0001103935,3.95705649723397
soilN,Rice,"9311_chr07:11943630\T,\C",7,11943630,0.0001104563,3.95680950860914
soilN,Rice,"9311_chr06:14398273\T,\A",6,14398273,0.000110459,3.95679889282018
soilN,Rice,"9311_chr06:15774607\G,\A",6,15774607,0.0001104914,3.95667152358876
soilN,Rice,"9311_chr06:21552891\G,\A",6,21552891,0.0001105035,3.9566239662629
soilN,Rice,"9311_chr02:15465170\A,\G",2,15465170,0.0001105075,3.95660824597814
soilN,Rice,"9311_chr02:13832807\G,\A",2,13832807,0.0001105197,3.9565603026238
soilN,Rice,"9311_chr02:15361136\C,\T",2,15361136,0.0001105297,3.95652100873906
soilN,Rice,"9311_chr04:33144639\T,\C",4,33144639,0.000110567,3.95637447390314
soilN,Rice,"9311_chr02:15723309\C,\T",2,15723309,0.0001105882,3.95629121071924
soilN,Rice,"9311_chr02:16148973\G,\A",2,16148973,0.0001106127,3.95619500663643
soilN,Rice,"9311_chr11:28609206\T,\C",11,28609206,0.0001106171,3.95617773142558
soilN,Rice,"9311_chr08:20347530\C,\T",8,20347530,0.0001106607,3.95600658692165
soilN,Rice,"9311_chr06:15370784\A,\T",6,15370784,0.0001107024,3.95584296362482
soilN,Rice,"9311_chr01:43765984\A,\C",1,43765984,0.0001107061,3.95582844846769
soilN,Rice,"9311_chr06:16218823\C,\T",6,16218823,0.0001107242,3.95575744887875
soilN,Rice,"9311_chr04:33330382\T,\C",4,33330382,0.0001107495,3.95565822580675
soilN,Rice,"9311_chr01:34364768\G,\T",1,34364768,0.0001107541,3.95564018768352
soilN,Rice,"9311_chr02:15919191\C,\T",2,15919191,0.0001108259,3.95535873317596
soilN,Rice,"9311_chr09:22371521\T,\C",9,22371521,0.0001108573,3.95523570313288
soilN,Rice,"9311_chr02:15174379\A,\T",2,15174379,0.0001108845,3.95512915750218
soilN,Rice,"9311_chr04:33376219\C,\T",4,33376219,0.0001109013,3.9550633629625
soilN,Rice,"9311_chr02:14372807\A,\G",2,14372807,0.0001109153,3.95500854179262
soilN,Rice,"9311_chr03:32734245\G,\A",3,32734245,0.0001109162,3.95500501781128
soilN,Rice,"9311_chr06:16094157\G,\A",6,16094157,0.0001109358,3.95492828041998
soilN,Rice,"9311_chr02:16011034\G,\A",2,16011034,0.0001109359,3.95492788893744
soilN,Rice,"9311_chr02:28026886\T,\C",2,28026886,0.0001109676,3.95480380675604
soilN,Rice,"9311_chr02:11115299\A,\T",2,11115299,0.0001110166,3.95461207752523
soilN,Rice,"9311_chr01:36908904\G,\A",1,36908904,0.000111023,3.95458704158853
soilN,Rice,"9311_chr06:23180567\T,\C",6,23180567,0.0001110396,3.95452211135343
soilN,Rice,"9311_chr06:21520167\G,\A",6,21520167,0.0001110473,3.95449199640732
soilN,Rice,"9311_chr02:15306219\C,\T",2,15306219,0.000111085,3.95434458063641
soilN,Rice,"9311_chr06:14731532\G,\A",6,14731532,0.0001111289,3.9541729844581
soilN,Rice,"9311_chr06:16724838\A,\T",6,16724838,0.0001111505,3.95408857932799
soilN,Rice,"9311_chr06:13993820\G,\A",6,13993820,0.0001111979,3.95390341443583
soilN,Rice,"9311_chr06:15116923\G,\A",6,15116923,0.000111199,3.95389911829744
soilN,Rice,"9311_chr08:20349856\G,\T",8,20349856,0.0001112741,3.95360590966386
soilN,Rice,"9311_chr06:14495233\A,\G",6,14495233,0.0001113036,3.9534907886316
soilN,Rice,"9311_chr02:11123398\A,\C",2,11123398,0.0001114393,3.95296162457307
soilN,Rice,"9311_chr01:34364787\G,\C",1,34364787,0.0001114608,3.95287784415853
soilN,Rice,"9311_chr06:14364259\G,\A",6,14364259,0.0001114969,3.95273720733878
soilN,Rice,"9311_chr02:12147580\C,\T",2,12147580,0.0001115594,3.95249383016603
soilN,Rice,"9311_chr06:15001744\C,\T",6,15001744,0.000111608,3.95230467429331
soilN,Rice,"9311_chr06:15002134\G,\A",6,15002134,0.000111608,3.95230467429331
soilN,Rice,"9311_chr06:17401021\G,\A",6,17401021,0.0001116157,3.95227471271206
soilN,Rice,"9311_chr06:21407263\A,\G",6,21407263,0.0001116485,3.95214710730906
soilN,Rice,"9311_chr12:24052629\T,\C",12,24052629,0.0001116574,3.95211248913828
soilN,Rice,"9311_chr10:12189491\C,\T",10,12189491,0.000111702,3.9519390508666
soilN,Rice,"9311_chr09:577200\G,\A",9,577200,0.0001117023,3.95193788447593
soilN,Rice,"9311_chr12:22512870\C,\T",12,22512870,0.0001117601,3.95171321829841
soilN,Rice,"9311_chr07:21823017\T,\C",7,21823017,0.0001118477,3.95137294216707
soilN,Rice,"9311_chr07:21649790\C,\A",7,21649790,0.0001118811,3.9512432723543
soilN,Rice,"9311_chr09:22322232\G,\T",9,22322232,0.0001118857,3.95122541667047
soilN,Rice,"9311_chr02:9638885\C,\A",2,9638885,0.0001118909,3.95120523286835
soilN,Rice,"9311_chr02:25579050\T,\C",2,25579050,0.0001119039,3.95115477746661
soilN,Rice,"9311_chr09:2902972\G,\A",9,2902972,0.0001119562,3.95095185071176
soilN,Rice,"9311_chr04:33438909\T,\C",4,33438909,0.0001120577,3.95055829573209
soilN,Rice,"9311_chr02:13261832\T,\C",2,13261832,0.0001120927,3.95042266976854
soilN,Rice,"9311_chr06:14899560\G,\A",6,14899560,0.000112152,3.95019297726408
soilN,Rice,"9311_chr02:13570233\G,\A",2,13570233,0.0001121537,3.95018639427828
soilN,Rice,"9311_chr06:13957662\T,\C",6,13957662,0.0001121782,3.95009153291573
soilN,Rice,"9311_chr02:11118465\G,\C",2,11118465,0.0001121857,3.95006249786494
soilN,Rice,"9311_chr12:10399305\C,\T",12,10399305,0.000112214,3.94995295641811
soilN,Rice,"9311_chr02:13781319\G,\A",2,13781319,0.0001122206,3.94992741362229
soilN,Rice,"9311_chr04:26897945\G,\A",4,26897945,0.0001122318,3.94988407170925
soilN,Rice,"9311_chr02:1105730\A,\C",2,1105730,0.0001122357,3.94986898045123
soilN,Rice,"9311_chr12:23956969\T,\A",12,23956969,0.000112265,3.94975561930454
soilN,Rice,"9311_chr10:2888823\G,\A",10,2888823,0.0001122704,3.94973473003539
soilN,Rice,"9311_chr05:4589354\G,\A",5,4589354,0.0001123309,3.94950076151615
soilN,Rice,"9311_chr03:6800552\C,\T",3,6800552,0.0001123487,3.94943194848822
soilN,Rice,"9311_chr02:11115797\G,\A",2,11115797,0.0001124161,3.94917148556024
soilN,Rice,"9311_chr02:13443573\G,\A",2,13443573,0.0001124384,3.94908534303716
soilN,Rice,"9311_chr06:15807223\G,\A",6,15807223,0.0001124732,3.94895094847422
soilN,Rice,"9311_chr06:14667475\C,\T",6,14667475,0.0001124832,3.94891233703821
soilN,Rice,"9311_chr02:11116156\T,\C",2,11116156,0.0001125026,3.94883744064057
soilN,Rice,"9311_chr06:16629904\G,\A",6,16629904,0.0001125047,3.94882933407326
soilN,Rice,"9311_chr04:18937849\G,\A",4,18937849,0.0001125137,3.94879459335571
soilN,Rice,"ScaffoldUn01_257:15004\T,\C",ScaffoldUn01_257,15004,0.0001125171,3.94878146980783
soilN,Rice,"9311_chr08:29746120\T,\C",8,29746120,0.0001126111,3.94841879926126
soilN,Rice,"9311_chr06:15376305\A,\G",6,15376305,0.0001126685,3.94819748757746
soilN,Rice,"9311_chr06:15376311\G,\T",6,15376311,0.0001126685,3.94819748757746
soilN,Rice,"9311_chr06:16913587\G,\A",6,16913587,0.0001126966,3.94808918620334
soilN,Rice,"9311_chr04:9074622\A,\G",4,9074622,0.000112712,3.94802984387983
soilN,Rice,"9311_chr02:16085887\G,\A",2,16085887,0.000112743,3.94791041313734
soilN,Rice,"9311_chr01:9020687\G,\A",1,9020687,0.000112748,3.94789115318985
soilN,Rice,"9311_chr01:17804154\G,\A",1,17804154,0.000112748,3.94789115318985
soilN,Rice,"9311_chr06:14582999\G,\A",6,14582999,0.000112748,3.94789115318985
soilN,Rice,"9311_chr09:11073360\C,\G",9,11073360,0.000112748,3.94789115318985
soilN,Rice,"9311_chr09:11073371\G,\T",9,11073371,0.000112748,3.94789115318985
soilN,Rice,"9311_chr06:13247409\A,\C",6,13247409,0.0001128001,3.94769051534001
soilN,Rice,"9311_chr06:15493642\G,\A",6,15493642,0.0001128119,3.94764508624146
soilN,Rice,"9311_chr07:4480273\A,\T",7,4480273,0.00011286,3.94745995406598
soilN,Rice,"9311_chr12:1120858\A,\C",12,1120858,0.0001128603,3.94745879964305
soilN,Rice,"9311_chr11:13563271\G,\A",11,13563271,0.000112891,3.94734067991859
soilN,Rice,"9311_chr05:13137486\A,\G",5,13137486,0.0001129317,3.94718413422495
