Taxa,Long,Lat,Species,BIO01,BIO02,BIO03,BIO04,BIO05,BIO06,BIO07,BIO08,BIO09,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,PC1,PC2,PC3,aridity_index,pH,soilN,AM_rel_abundance_colonization,AM_roots_colonized
PI329320.D1G0BACXX.7.250130043,38.33000183,9.180000305,Sorghum,14.61745834,13.15212536,74.19052887,111.3244934,23.75849915,6.031000137,17.72749901,13.57295799,14.0170002,16.16950035,13.57295799,1116,267,8,94.24682617,665,35,221,665,4.693552434,1.528585534,-0.420745273,0.7151,63,354, NA, NA
PI329325.D1G0BACXX.7.250130055,37.04000092,9.130000114,Sorghum,19.83349037,14.64868736,72.74603271,126.0297852,30.26575089,10.12899971,20.13675117,18.85824966,19.92004204,21.59033394,18.65116692,1302,272,14,84.6184845,715,54,272,676,2.941825202,-0.205969731,-0.822274007,0.7382,53,344, NA, NA
PI329326.D1G0BACXX.7.250130067,37.04000092,9.130000114,Sorghum,19.83349037,14.64868736,72.74603271,126.0297852,30.26575089,10.12899971,20.13675117,18.85824966,19.92004204,21.59033394,18.65116692,1302,272,14,84.6184845,715,54,272,676,2.941825202,-0.205969731,-0.822274007,0.7382,53,344, NA, NA
PI329333.D1G0BACXX.7.250130079,37.04999924,9.130000114,Sorghum,19.83349037,14.64868736,72.74603271,126.0297852,30.26575089,10.12899971,20.13675117,18.85824966,19.92004204,21.59033394,18.65116692,1302,272,14,84.6184845,715,54,272,676,2.941825202,-0.205969731,-0.822274007,0.7225,55,311, NA, NA
PI329338.D1G0BACXX.7.250129895,39.88999939,10,Sorghum,21.37684441,13.84672928,67.23181915,172.2771606,31.8579998,11.26249981,20.59550095,21.88962555,19.11258316,23.46520805,19.11258316,800,187,8,87.31006622,453,48,168,48,1.207772543,0.677902918,0.855465908,0.3702,76,190, NA, NA
PI329351.D1G0BACXX.7.250130008,39.97999954,10.30000019,Sorghum,19.78945923,13.46745777,67.04898071,169.352356,29.98724937,9.901249886,20.08599854,20.39487457,17.56558228,21.81699944,17.56558228,895,222,10,92.30227661,526,55,180,55,1.982010412,0.982024598,0.357514026,0.4151,72,221,0.426303864,0.303251386
PI329394.D1G0BACXX.7.250130020,40.00999832,11.18000031,Sorghum,22.99271774,12.19106197,60.89213562,244.3003693,33.42074966,13.39999962,20.02075005,25.12970734,20.8613739,25.88683319,20.00250053,737,166,16,82.53004456,394,54,231,61,0.744846743,0.13115034,0.704344104,0.4638,73,241,0.281424135,0.417500407
PI329403.D1G0BACXX.7.250130032,39.63000107,11.13000011,Sorghum,15.13583374,14.49950027,72.12784576,143.7797089,25.22399902,5.121500015,20.10249901,15.79783344,13.32720852,16.84995842,13.32720852,988,282,12,110.7047195,642,45,178,45,3.602520937,2.376646654,-0.170142764,0.5784,64,321,0.426303864,0.303251386
PI329442.D1G0BACXX.7.250130044,38.91999817,15.31999969,Sorghum,18.41294861,14.33302116,72.19937897,169.3574982,28.49600029,8.644000053,19.85200119,19.42408371,16.31562424,20.48250008,16.21987534,501,166,1,135.7609406,362,5,104,14,1.193198402,2.089477755,1.543680132,0.2278,75,175, NA,0.045106441
PI329465.D1G0BACXX.7.250130056,38.84000015,9.399999619,Sorghum,14.39058304,14.24849987,74.52144623,120.3337326,23.78574944,4.665750027,19.11999893,13.69129181,13.25566673,16.05170822,13.25566673,1068,284,6,107.405899,690,29,193,29,3.985087206,2.437760715,-0.247689559,0.635,64,308, NA, NA
PI329466.D1G0BACXX.7.250130068,38.84000015,9.399999619,Sorghum,14.39058304,14.24849987,74.52144623,120.3337326,23.78574944,4.665750027,19.11999893,13.69129181,13.25566673,16.05170822,13.25566673,1068,284,6,107.405899,690,29,193,29,3.985087206,2.437760715,-0.247689559,0.635,64,308, NA, NA
PI329470.D1G0BACXX.7.250130080,39.1166667,8.6,Sorghum,18.0157814,15.14839554,77.87377167,103.2498856,27.32575035,7.873250008,19.45249939,17.60470772,16.85808372,19.35808372,16.85808372,866,208,4,96.10380554,522,27,176,27,2.522507479,1.538995468,0.971723023,0.4716,71,210, NA, NA
PI329471.D1G0BACXX.7.250130092,39.1166667,8.6,Sorghum,18.0157814,15.14839554,77.87377167,103.2498856,27.32575035,7.873250008,19.45249939,17.60470772,16.85808372,19.35808372,16.85808372,866,208,4,96.10380554,522,27,176,27,2.522507479,1.538995468,0.971723023,0.4716,71,210, NA, NA
PI329473.D1G0BACXX.7.250130009,38.66999817,7.349999905,Sorghum,17.97286415,15.39831257,74.24004364,95.10945129,27.73074913,6.989500046,20.74124908,17.5595417,17.01737404,19.23887444,16.91204071,823,130,11,58.31665802,361,55,233,78,3.092029237,1.771372541,1.733745058,0.4725, NA, NA, NA, NA
PI329475.D1G0BACXX.7.250130021,36.08000183,7.849999905,Sorghum,17.1315937,14.99143791,77.52721405,97.34983063,26.9375,7.600500107,19.33699989,16.27549934,17.27937508,18.44741631,16.08333397,1591,241,25,66.42900848,710,83,213,687,4.708052257,0.30170174,-0.47662713,0.9838,56,424, NA, NA
PI329476.D1G0BACXX.7.250130033,38.40999985,6.75,Sorghum,18.38990593,15.14906216,73.50791168,70.32673645,28.41724968,7.808499813,20.60874939,18.14658356,17.63866615,19.28350067,17.63866615,1239,167,30,46.38908768,434,122,297,122,4.199926557,0.873872177,0.942386547,0.6747,66,468,0.544282615,0.08849436
PI329477.D1G0BACXX.7.250130045,38.40999985,6.75,Sorghum,18.38990593,15.14906216,73.50791168,70.32673645,28.41724968,7.808499813,20.60874939,18.14658356,17.63866615,19.28350067,17.63866615,1239,167,30,46.38908768,434,122,297,122,4.199926557,0.873872177,0.942386547,0.6747,66,468,0.544282615,0.08849436
PI329478.D1G0BACXX.7.250130057,36.08000183,7.849999905,Sorghum,17.1315937,14.99143791,77.52721405,97.34983063,26.9375,7.600500107,19.33699989,16.27549934,17.27937508,18.44741631,16.08333397,1591,241,25,66.42900848,710,83,213,687,4.708052257,0.30170174,-0.47662713,0.9838,56,424, NA, NA
PI329480.D1G0BACXX.7.250130069,38.59999847,7.199999809,Sorghum,18.53664589,16.28495789,72.88943481,89.38093567,29.55200005,7.210000038,22.34199905,17.8874588,17.89024925,19.73349953,17.68025017,905,133,15,53.28332138,373,67,204,104,2.867384961,1.580397869,1.676981034,0.5223,66,254,0.281424135,0.417500407
PI329501.D1G0BACXX.7.250130081,39.13000107,7.949999809,Sorghum,15.76156235,13.94162464,75.13877869,87.19976044,24.50875092,5.954249859,18.55450058,15.44091702,14.73079109,16.90974998,14.73079109,952,171,8,68.39233398,462,46,256,46,4.095363773,2.103668798,1.095629552,0.6562,68,347, NA, NA
PI329504.D1G0BACXX.7.250130093,39.13000107,7.949999809,Sorghum,15.76156235,13.94162464,75.13877869,87.19976044,24.50875092,5.954249859,18.55450058,15.44091702,14.73079109,16.90974998,14.73079109,952,171,8,68.39233398,462,46,256,46,4.095363773,2.103668798,1.095629552,0.6562,68,347, NA, NA
PI329506.D1G0BACXX.7.250130010,39.13000107,7.949999809,Sorghum,15.76156235,13.94162464,75.13877869,87.19976044,24.50875092,5.954249859,18.55450058,15.44091702,14.73079109,16.90974998,14.73079109,952,171,8,68.39233398,462,46,256,46,4.095363773,2.103668798,1.095629552,0.6562,68,347, NA, NA
PI329510.D1G0BACXX.7.250130022,39.27000046,8.539999962,Sorghum,18.41975975,15.00993729,77.78983307,105.4261246,27.63100052,8.335499763,19.29550171,18.18862534,17.125,19.78950119,17.125,864,206,5,95.61604309,523,29,205,29,2.47246281,1.390068826,0.912152543,0.4307, NA, NA, NA, NA
PI329511.D1G0BACXX.7.250130034,39.27000046,8.539999962,Sorghum,18.41975975,15.00993729,77.78983307,105.4261246,27.63100052,8.335499763,19.29550171,18.18862534,17.125,19.78950119,17.125,864,206,5,95.61604309,523,29,205,29,2.47246281,1.390068826,0.912152543,0.4307, NA, NA, NA, NA
PI329517.D1G0BACXX.7.250130046,38.97999954,8.739999771,Sorghum,17.42950058,14.35858345,77.00727081,105.2925797,26.56949997,7.923749924,18.64575005,16.81762505,16.38041687,18.85991669,16.38041687,893,215,4,95.51725006,532,25,185,25,2.846517549,1.571009894,0.830000682,0.4892, NA, NA, NA, NA
PI329518.D1G0BACXX.7.250130058,38.36999893,8.109999657,Sorghum,18.02306175,14.98958302,77.25295258,81.7562027,27.33300018,7.929749966,19.40324974,17.37941742,17.35520744,19.16845894,17.35520744,1052,193,5,69.99478149,508,48,287,48,3.210815414,1.285591556,0.812006772,0.5958,65,236, NA, NA
PI329519.D1G0BACXX.7.250130070,38.36999893,8.109999657,Sorghum,18.02306175,14.98958302,77.25295258,81.7562027,27.33300018,7.929749966,19.40324974,17.37941742,17.35520744,19.16845894,17.35520744,1052,193,5,69.99478149,508,48,287,48,3.210815414,1.285591556,0.812006772,0.5958,65,236, NA, NA
PI329540.D1G0BACXX.7.250130082,37.97999954,8.529999733,Sorghum,17.83922958,13.71145821,79.92689514,111.4127655,26.94874954,9.793749809,17.15499878,16.72583389,17.75883293,19.22070885,16.48645782,1173,251,10,86.03871155,649,43,187,641,3.710831715,0.244502216,-0.018611006,0.6861, NA, NA, NA, NA
PI329541.D1G0BACXX.7.250130094,37.97999954,8.529999733,Sorghum,17.83922958,13.71145821,79.92689514,111.4127655,26.94874954,9.793749809,17.15499878,16.72583389,17.75883293,19.22070885,16.48645782,1173,251,10,86.03871155,649,43,187,641,3.710831715,0.244502216,-0.018611006,0.6861, NA, NA, NA, NA
PI329545.D1G0BACXX.7.250130011,37.77000046,8.270000458,Sorghum,19.77513504,14.61668777,76.99071503,98.49972534,29.47850037,10.49349976,18.98500061,18.95466614,19.46029091,21.08620834,18.72649956,1198,239,12,79.11859131,630,53,197,612,2.944578535,-0.167971067,0.032598356,0.6518,64,251,0.226954177,0.423626393
PI329546.D1G0BACXX.7.250129919,37.77000046,8.270000458,Sorghum,19.77513504,14.61668777,76.99071503,98.49972534,29.47850037,10.49349976,18.98500061,18.95466614,19.46029091,21.08620834,18.72649956,1198,239,12,79.11859131,630,53,197,612,2.944578535,-0.167971067,0.032598356,0.6518,64,251,0.226954177,0.423626393
PI329550.D1G0BACXX.7.250130035,36.84000015,7.670000076,Sorghum,18.4731884,14.79454136,74.8635788,85.02993774,28.17900085,8.416999817,19.76200104,17.81245804,18.40587425,19.65354156,17.70458412,1438,234,21,67.990242,678,83,367,642,4.231107597,0.116942705,-0.618300533,0.9203, NA, NA,0.226954177,0.423626393
PI329551.D1G0BACXX.7.250130047,36.84000015,7.670000076,Sorghum,18.4731884,14.79454136,74.8635788,85.02993774,28.17900085,8.416999817,19.76200104,17.81245804,18.40587425,19.65354156,17.70458412,1438,234,21,67.990242,678,83,367,642,4.231107597,0.116942705,-0.618300533,0.9203, NA, NA,0.226954177,0.423626393
PI329554.D1G0BACXX.7.250130059,36.84000015,7.670000076,Sorghum,18.4731884,14.79454136,74.8635788,85.02993774,28.17900085,8.416999817,19.76200104,17.81245804,18.40587425,19.65354156,17.70458412,1438,234,21,67.990242,678,83,367,642,4.231107597,0.116942705,-0.618300533,0.9203, NA, NA,0.226954177,0.423626393
PI329556.D1G0BACXX.7.250130071,37.34000015,7.340000153,Sorghum,21.40294838,14.71518707,74.7134552,92.96356201,31.35599899,11.66049957,19.69549942,20.40991592,21.84458351,22.65116692,20.33837509,1261,207,19,61.26198196,565,90,240,540,2.817441569,-0.700380465,0.279880198,0.6519,64,336,0.226954177,0.423626393
PI329569.D1G0BACXX.7.250130083,38.70999908,8.949999809,Sorghum,16.81049919,13.41008282,76.71453094,105.9903717,25.42824936,7.947750092,17.48049927,16.02616692,15.89216709,18.30733299,15.89216709,975,229,6,91.14801025,568,31,207,31,3.427474796,1.474022951,0.550664079,0.5836,66,281, NA, NA
PI329570.D1G0BACXX.7.250130095,36.65000153,7.849999905,Sorghum,19.75751114,15.04393768,73.55818939,92.69682312,29.68575096,9.234000206,20.45175171,19.19437408,19.6095829,21.05016708,19.00608444,1746,291,29,68.24604034,833,103,409,218,3.971086984,-0.303014526,-1.497348558,1.0023,65,459,0.226954177,0.423626393
PI329572.D1G0BACXX.7.250130012,36.65000153,7.849999905,Sorghum,19.75751114,15.04393768,73.55818939,92.69682312,29.68575096,9.234000206,20.45175171,19.19437408,19.6095829,21.05016708,19.00608444,1746,291,29,68.24604034,833,103,409,218,3.971086984,-0.303014526,-1.497348558,1.0023,65,459,0.226954177,0.423626393
PI329583.D1G0BACXX.7.250130024,37.43000031,7.960000038,Sorghum,19.32092667,14.51968765,75.30177307,91.54006958,29.11824989,9.836250305,19.28199959,18.48604202,19.10237503,20.59241676,18.32870865,1246,221,15,72.94174957,614,61,206,597,3.266001814,0.001053306,0.097104896,0.7064,60,381, NA, NA
PI329584.D1G0BACXX.7.250130036,37.43000031,7.960000038,Sorghum,19.32092667,14.51968765,75.30177307,91.54006958,29.11824989,9.836250305,19.28199959,18.48604202,19.10237503,20.59241676,18.32870865,1246,221,15,72.94174957,614,61,206,597,3.266001814,0.001053306,0.097104896,0.7064,60,381, NA, NA
PI329585.D1G0BACXX.7.250130048,37.43000031,7.960000038,Sorghum,19.32092667,14.51968765,75.30177307,91.54006958,29.11824989,9.836250305,19.28199959,18.48604202,19.10237503,20.59241676,18.32870865,1246,221,15,72.94174957,614,61,206,597,3.266001814,0.001053306,0.097104896,0.7064,60,381, NA, NA
PI329605.D1G0BACXX.7.250130060,37.84999847,8.970000267,Sorghum,15.70577049,13.31141663,77.81723785,97.925354,24.58275032,7.476749897,17.1060009,14.68679237,15.34687519,17.06399918,14.68679237,1132,250,10,87.79496765,636,41,239,636,4.543114473,1.037519468,-0.124217802,0.5644, NA, NA, NA, NA
PI329606.D1G0BACXX.7.250130072,37.84999847,8.970000267,Sorghum,15.70577049,13.31141663,77.81723785,97.925354,24.58275032,7.476749897,17.1060009,14.68679237,15.34687519,17.06399918,14.68679237,1132,250,10,87.79496765,636,41,239,636,4.543114473,1.037519468,-0.124217802,0.5644, NA, NA, NA, NA
PI329614.D1G0BACXX.7.250130084,38.31000137,9.909999847,Sorghum,16.53080177,13.90643692,72.70009613,158.4516754,26.58774948,7.459249973,19.12849998,14.74466705,15.88262463,18.58491707,14.74466705,1088,276,7,101.5300522,677,30,196,677,3.636630723,1.195266465,-0.563078993,0.6656,64,261,0.426303864,0.303251386
PI329615.D1G0BACXX.7.250130096,38.31000137,9.909999847,Sorghum,16.53080177,13.90643692,72.70009613,158.4516754,26.58774948,7.459249973,19.12849998,14.74466705,15.88262463,18.58491707,14.74466705,1088,276,7,101.5300522,677,30,196,677,3.636630723,1.195266465,-0.563078993,0.6656,64,261,0.426303864,0.303251386
PI329617.D1G0BACXX.7.250130013,37.31000137,9,Sorghum,20.30984306,14.96872902,73.75937653,121.0914536,30.75575066,10.46175003,20.29400063,19.41937447,19.7541256,21.97770882,19.15791702,1256,258,14,82.24319458,683,59,168,641,2.603394531,-0.266882556,-0.3440079,0.6775,58,304,0.226954177,0.423626393
PI329618.D1G0BACXX.7.250130025,37.31000137,9,Sorghum,20.30984306,14.96872902,73.75937653,121.0914536,30.75575066,10.46175003,20.29400063,19.41937447,19.7541256,21.97770882,19.15791702,1256,258,14,82.24319458,683,59,168,641,2.603394531,-0.266882556,-0.3440079,0.6775,58,304,0.226954177,0.423626393
PI329632.D1G0BACXX.7.250130037,36.54999924,9.079999924,Sorghum,18.94181252,12.85670853,75.32749176,160.3049316,28.85074997,11.78299999,17.06774902,16.96141624,19.96166611,20.96924973,16.91779137,1814,358,11,88.45451355,1004,42,156,947,3.75372698,-1.148897891,-2.28474074,1.1385,55,370, NA, NA
PI329644.D1G0BACXX.7.250130049,36.58000183,8.930000305,Sorghum,19.57114601,13.73916721,74.11653137,149.1378326,29.95800018,11.42074966,18.53725052,17.84308243,20.40625,21.54283333,17.73229218,1733,335,13,87.12872314,953,47,159,893,3.345074465,-1.024669606,-1.957278184,0.9666,54,383,0.226954177,0.423626393
PI329645.D1G0BACXX.7.250130061,37.09999847,9.56000042,Sorghum,15.58304119,13.28491688,75.47175598,94.87005615,24.97075081,7.368249893,17.60250092,14.63700008,15.66641617,16.91941643,14.63700008,1760,391,15,92.86582947,1011,64,323,1011,5.467396651,-0.05476311,-2.739314231,1.1526,56,497, NA, NA
PI329646.D1G0BACXX.7.250130073,37.09999847,9.56000042,Sorghum,15.58304119,13.28491688,75.47175598,94.87005615,24.97075081,7.368249893,17.60250092,14.63700008,15.66641617,16.91941643,14.63700008,1760,391,15,92.86582947,1011,64,323,1011,5.467396651,-0.05476311,-2.739314231,1.1526,56,497, NA, NA
PI329665.D1G0BACXX.7.250130085,38.40000153,9.029999733,Sorghum,15.68869781,13.36339569,74.55275726,113.6653366,24.83175087,6.907000065,17.92475128,14.62475014,15.01183319,17.28120804,14.62475014,1006,240,7,91.40461731,588,33,210,588,4.135662445,1.414378588,0.082106175,0.5254,63,277, NA, NA
PI329673.D1G0BACXX.7.250130097,38.40000153,9.029999733,Sorghum,15.68869781,13.36339569,74.55275726,113.6653366,24.83175087,6.907000065,17.92475128,14.62475014,15.01183319,17.28120804,14.62475014,1006,240,7,91.40461731,588,33,210,588,4.135662445,1.414378588,0.082106175,0.5254,63,277, NA, NA
PI329699.D1G0BACXX.7.250130014,35.75999832,6.960000038,Sorghum,18.29909325,14.37214565,82.3465271,67.87026215,27.52025032,10.06700039,17.45325089,18.03233337,18.70558357,19.13095856,17.45183372,1791,233,49,40.58473969,612,188,406,588,6.176990161,-0.832095696,-0.392931661,1.0997,55,443, NA, NA
PI329700.D1G0BACXX.7.250130026,34.58000183,8.239999771,Sorghum,27.36147881,13.96583366,70.73725891,157.1060486,38.36474991,18.62150002,19.74324989,25.69599915,28.11674881,29.67175102,25.69599915,1095,218,5,82.27989197,555,24,94,555,-0.704832097,-2.467570306,0.347327619,0.531,62,237,0.292077005,0.472872794
PI329702.D1G0BACXX.7.250130038,39.52999878,9.670000076,Sorghum,15.18122959,14.44208336,71.62133026,143.233429,25.18025017,5.015749931,20.16450119,15.36674976,13.48233318,17.09466743,13.48233318,1007,294,5,119.0767517,691,28,176,28,3.292426661,2.427021796,-0.416653069,0.6234, NA, NA,0.426303864,0.303251386
PI329704.D1G0BACXX.7.250130050,39.52999878,9.670000076,Sorghum,15.18122959,14.44208336,71.62133026,143.233429,25.18025017,5.015749931,20.16450119,15.36674976,13.48233318,17.09466743,13.48233318,1007,294,5,119.0767517,691,28,176,28,3.292426661,2.427021796,-0.416653069,0.6234, NA, NA,0.426303864,0.303251386
PI329710.D1G0BACXX.7.250130062,39.75999832,9.840000153,Sorghum,15.89884377,13.57639599,71.10852814,141.7653809,25.37549973,6.282999992,19.09249878,16.29295921,14.10241699,17.69137573,14.10241699,1005,275,7,109.5412903,656,39,185,39,3.363290851,2.017585042,-0.232658773,0.6108,62,422,0.426303864,0.303251386
PI329711.D1G0BACXX.7.250130074,39.75999832,9.840000153,Sorghum,15.89884377,13.57639599,71.10852814,141.7653809,25.37549973,6.282999992,19.09249878,16.29295921,14.10241699,17.69137573,14.10241699,1005,275,7,109.5412903,656,39,185,39,3.363290851,2.017585042,-0.232658773,0.6108,62,422,0.426303864,0.303251386
PI329813.D1G0BACXX.7.250130086,38.70999908,14.13000011,Sorghum,18.72908401,15.09474945,73.31463623,155.7226105,29.2064991,8.617500305,20.58899879,18.47154236,17.43291664,20.86637497,17.22204208,649,211,2,133.2366333,473,8,133,18,1.262276909,1.76442919,0.954952862,0.3305,75,254, NA, NA
PI329814.D1G0BACXX.7.250130098,38.70999908,14.13000011,Sorghum,18.72908401,15.09474945,73.31463623,155.7226105,29.2064991,8.617500305,20.58899879,18.47154236,17.43291664,20.86637497,17.22204208,649,211,2,133.2366333,473,8,133,18,1.262276909,1.76442919,0.954952862,0.3305,75,254, NA, NA
PI329841.D1G0BACXX.7.250130015,37.29000092,12.22999954,Sorghum,19.67582321,14.59197903,72.10990143,112.5227432,29.37849998,9.142749786,20.2357502,19.30649948,18.8235836,21.30254173,18.5357914,1186,329,2,118.6812744,814,10,127,28,1.603693383,0.579057319,-0.85948859,0.6321,65,342,0.426303864,0.303251386
PI329843.D1G0BACXX.7.250130039,37.36000061,11.55000019,Sorghum,19.33973885,15.7946043,69.03688812,149.2628479,30.27000046,7.391499996,22.87849998,19.26025009,17.83279228,21.40787506,17.69920921,1360,383,4,117.3413162,912,14,139,31,1.588161151,0.927313775,-1.724437372,0.744,63,282,0.426303864,0.303251386
PI329848.D1G0BACXX.7.250130051,38.13000107,10.15999985,Sorghum,20.73170853,13.89729118,73.58709717,171.4625092,30.78325081,11.8977499,18.88550186,18.6358757,20.28887558,22.96279144,18.6358757,944,219,14,85.86650085,528,49,190,528,2.303252129,-0.026698299,0.403166161,0.6822,60,280, NA, NA
PI329849.D1G0BACXX.7.250130063,38.13000107,10.15999985,Sorghum,20.73170853,13.89729118,73.58709717,171.4625092,30.78325081,11.8977499,18.88550186,18.6358757,20.28887558,22.96279144,18.6358757,944,219,14,85.86650085,528,49,190,528,2.303252129,-0.026698299,0.403166161,0.6822,60,280, NA, NA
PI329864.D1G0BACXX.7.250130075,38.75,9.300000191,Sorghum,14.50226021,13.58152103,74.06317902,115.1494598,23.62800026,5.290249825,18.33774948,13.69033337,13.54058361,16.13949966,13.47641659,1103,278,7,99.83472443,683,33,211,53,4.211368735,2.200109372,-0.255711343,0.6692,62,343, NA, NA
PI329865.D1G0BACXX.7.250130087,38.75,9.300000191,Sorghum,14.50226021,13.58152103,74.06317902,115.1494598,23.62800026,5.290249825,18.33774948,13.69033337,13.54058361,16.13949966,13.47641659,1103,278,7,99.83472443,683,33,211,53,4.211368735,2.200109372,-0.255711343,0.6692,62,343, NA, NA
PI329920.D1G0BACXX.7.250130099,41.09000015,9.210000038,Sorghum,18.33300018,13.45058346,75.9834137,111.0910873,26.89049911,9.188500404,17.70199966,18.53216553,16.86895943,19.70825005,16.86895943,990,205,5,74.12759399,495,50,284,50,3.190616048,1.060251217,0.688864313,0.4907,75,275, NA,0.032323431
PI330167.D1G0BACXX.7.250129931,39.68000031,11.82999992,Sorghum,20.85986519,13.41964531,69.05419159,189.0188446,30.85899925,11.42549992,19.43349838,22.66887474,18.55008316,23.11237526,18.55008316,888,212,19,88.97712708,496,69,448,69,2.277830236,0.520375881,-0.019463373,0.5054,68,360,0.426303864,0.303251386
PI330168.D1G0BACXX.7.250130028,39.68000031,11.82999992,Sorghum,20.85986519,13.41964531,69.05419159,189.0188446,30.85899925,11.42549992,19.43349838,22.66887474,18.55008316,23.11237526,18.55008316,888,212,19,88.97712708,496,69,448,69,2.277830236,0.520375881,-0.019463373,0.5054,68,360,0.426303864,0.303251386
PI330169.D1G0BACXX.7.250129943,39.68000031,11.82999992,Sorghum,20.85986519,13.41964531,69.05419159,189.0188446,30.85899925,11.42549992,19.43349838,22.66887474,18.55008316,23.11237526,18.55008316,888,212,19,88.97712708,496,69,448,69,2.277830236,0.520375881,-0.019463373,0.5054,68,360,0.426303864,0.303251386
PI330170.D1G0BACXX.7.250130052,39.68000031,11.82999992,Sorghum,20.85986519,13.41964531,69.05419159,189.0188446,30.85899925,11.42549992,19.43349838,22.66887474,18.55008316,23.11237526,18.55008316,888,212,19,88.97712708,496,69,448,69,2.277830236,0.520375881,-0.019463373,0.5054,68,360,0.426303864,0.303251386
PI330181.D1G0BACXX.7.250130064,39.63000107,12.15999985,Sorghum,20.15410423,14.3480835,72.28890991,161.697464,30.4252491,10.57699966,19.84824944,21.54220772,18.17787552,22.10387421,18.17787552,847,222,15,98.16739655,499,52,309,52,2.016609461,0.80986049,0.374753906,0.3908,74,157, NA,0.042761419
PI330182.D1G0BACXX.7.250130076,39.63000107,12.15999985,Sorghum,20.15410423,14.3480835,72.28890991,161.697464,30.4252491,10.57699966,19.84824944,21.54220772,18.17787552,22.10387421,18.17787552,847,222,15,98.16739655,499,52,309,52,2.016609461,0.80986049,0.374753906,0.3908,74,157, NA,0.042761419
PI330184.D1EYBACXX.8.250140257,39.54999924,12.40999985,Sorghum,22.01983261,14.60429192,70.52487946,166.0305176,32.94499969,12.23699951,20.70800018,23.11033249,19.96483231,24.08645821,19.96483231,798,205,11,97.91542053,473,41,305,41,1.030972634,0.406926965,0.517350392,0.3833,70,268, NA, NA
PI330185.D1G0BACXX.7.250130100,39.54999924,12.40999985,Sorghum,22.01983261,14.60429192,70.52487946,166.0305176,32.94499969,12.23699951,20.70800018,23.11033249,19.96483231,24.08645821,19.96483231,798,205,11,97.91542053,473,41,305,41,1.030972634,0.406926965,0.517350392,0.3833,70,268, NA, NA
PI330192.D1G0BACXX.7.250130132,39.47000122,13.48999977,Sorghum,19.67168808,15.30395794,73.36244965,144.8220215,30.27325058,9.412500381,20.8607502,19.25487518,18.06575012,21.71733284,18.06575012,655,196,6,119.9989319,437,26,129,26,1.223392242,1.432958253,1.202153413,0.317,81,220, NA, NA
PI330195.D1G0BACXX.7.250130144,39.56000137,14.05000019,Sorghum,15.99382305,15.09743786,72.13472748,161.7818146,26.0027504,5.073249817,20.92950058,17.01787567,14.48616695,18.01454163,13.93900013,591,164,8,107.6003799,358,33,138,34,2.661544761,2.877204652,1.552848831,0.3003,69,192, NA, NA
PI330196.D1G0BACXX.7.250130156,39.58000183,13.68000031,Sorghum,19.02442741,14.69735432,72.52490997,152.1616516,29.10199928,8.836750031,20.26524925,18.8138752,17.21800041,21.10458374,17.21800041,622,172,13,106.3183823,378,44,124,44,1.883783842,1.588278967,1.519942637,0.2956,75,162, NA, NA
PI330199.D1G0BACXX.7.250130168,39.45999908,14.27999973,Sorghum,15.56977081,14.77504158,72.55382538,161.444931,25.25799942,4.893750191,20.36425018,16.44395828,14.11437511,17.61700058,13.52387524,580,172,4,113.9940262,369,23,140,26,2.696010933,3.002522127,1.469282463,0.2876,71,247, NA,0.045106441
PI330271.D1G0BACXX.7.250129918,39.88999939,10,Sorghum,21.37684441,13.84672928,67.23181915,172.2771606,31.8579998,11.26249981,20.59550095,21.88962555,19.11258316,23.46520805,19.11258316,800,187,8,87.31006622,453,48,168,48,1.207772543,0.677902918,0.855465908,0.3702,76,190, NA, NA
PI330796.D1G0BACXX.7.250130180,37.59999847,7.050000191,Sorghum,20.80836487,14.36606216,75.6446991,108.3348999,30.93924904,11.94775009,18.99149895,19.45391655,21.62920761,22.08704185,19.41687584,1349,207,18,56.42966843,557,102,277,555,3.294379822,-0.674902913,0.164972039,0.7907,57,407,0.226954177,0.423626393
PI330798.D1G0BACXX.7.250130192,37.93000031,8.529999733,Sorghum,17.83922958,13.71145821,79.92689514,111.4127655,26.94874954,9.793749809,17.15499878,16.72583389,17.75883293,19.22070885,16.48645782,1173,251,10,86.03871155,649,43,187,641,3.710831715,0.244502216,-0.018611006,0.6836,59,296, NA, NA
PI330803.D1G0BACXX.7.250130204,34.79999924,8.529999733,Sorghum,20.20091629,12.88345909,76.17826843,119.4533005,29.65275002,12.74050045,16.91225052,19.20479202,20.88533401,21.81866646,18.70420837,1335,208,12,72.18397522,596,45,172,590,2.961125372,-0.678460035,0.174772494,0.7289,59,350, NA, NA
PI330804.D1G0BACXX.7.250130216,34.79999924,8.529999733,Sorghum,20.20091629,12.88345909,76.17826843,119.4533005,29.65275002,12.74050045,16.91225052,19.20479202,20.88533401,21.81866646,18.70420837,1335,208,12,72.18397522,596,45,172,590,2.961125372,-0.678460035,0.174772494,0.7289,59,350, NA, NA
PI330807.D1G0BACXX.7.250130133,34.79000092,8.520000458,Sorghum,20.20091629,12.88345909,76.17826843,119.4533005,29.65275002,12.74050045,16.91225052,19.20479202,20.88533401,21.81866646,18.70420837,1335,208,12,72.18397522,596,45,172,590,2.961125372,-0.678460035,0.174772494,0.7184,60,370, NA, NA
