PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT5G09800,,,Zm00001eb258400,,AT5G35700,,,Zm00001eb284430,,AT5G17700,,,Zm00001eb260050,,AT5G30510,,,Zm00001eb252190,,AT5G26667,,,Zm00001eb254090,,AT4G30960,,,Zm00001eb258880,,AT4G39050,,,Zm00001eb275670,,,,,,
AT5G09960,,,Zm00001eb258440,,AT5G37800,,,Zm00001eb284840,,AT5G19020,,,Zm00001eb260090,,AT5G32450,,,Zm00001eb252200,,AT5G27730,,,Zm00001eb254270,,AT4G31600,,,Zm00001eb260190,,AT4G39800,,,Zm00001eb275680,,,,,,
AT5G09970,,,Zm00001eb258450,,AT5G38410,,,Zm00001eb286760,,AT5G19140,,,Zm00001eb260690,,AT5G32470,,,Zm00001eb252530,,AT5G27760,,,Zm00001eb254480,,AT4G32590,,,Zm00001eb266460,,AT4G39830,,,Zm00001eb276250,,,,,,
AT5G10550,,,Zm00001eb258460,,AT5G38430,,,Zm00001eb288370,,AT5G19160,,,Zm00001eb260930,,AT5G33370,,,Zm00001eb252790,,AT5G27770,,,Zm00001eb254490,,AT4G33910,,,Zm00001eb270040,,AT4G39910,,,Zm00001eb276760,,,,,,
AT5G11010,,,Zm00001eb258480,,AT5G38630,,,Zm00001eb288380,,AT5G19690,,,Zm00001eb261530,,AT5G35410,,,Zm00001eb253080,,AT5G28050,,,Zm00001eb255120,,AT4G33950,,,Zm00001eb271090,,AT5G02580,,,Zm00001eb277480,,,,,,
AT5G11150,,,Zm00001eb258510,,AT5G38830,,,Zm00001eb288390,,AT5G19980,,,Zm00001eb267270,,AT5G35530,,,Zm00001eb253530,,AT5G28150,,,Zm00001eb255130,,AT4G34110,,,Zm00001eb271290,,AT5G03650,,,Zm00001eb277860,,,,,,
AT5G11160,,,Zm00001eb258520,,AT5G38950,,,Zm00001eb288730,,AT5G20090,,,Zm00001eb267510,,AT5G36250,,,Zm00001eb253540,,AT5G28490,,,Zm00001eb255310,,AT4G34200,,,Zm00001eb271450,,AT5G04590,,,Zm00001eb278230,,,,,,
AT5G11590,,,Zm00001eb261190,,AT5G38990,,,Zm00001eb289360,,AT5G20180,,,Zm00001eb269490,,AT5G37800,,,Zm00001eb253770,,AT5G28540,,,Zm00001eb255340,,AT4G34230,,,Zm00001eb274710,,AT5G05960,,,Zm00001eb278650,,,,,,
AT5G13000,,,Zm00001eb261430,,AT5G39270,,,Zm00001eb289460,,AT5G20280,,,Zm00001eb270630,,AT5G37820,,,Zm00001eb254150,,AT5G30495,,,Zm00001eb255530,,AT4G34412,,,Zm00001eb275100,,AT5G06150,,,Zm00001eb279660,,,,,,
AT5G13260,,,Zm00001eb261440,,AT5G39300,,,Zm00001eb289920,,AT5G20350,,,Zm00001eb271090,,AT5G38195,,,Zm00001eb254270,,AT5G35220,,,Zm00001eb255590,,AT4G34420,,,Zm00001eb275220,,AT5G08630,,,Zm00001eb280690,,,,,,
AT5G14180,,,Zm00001eb261480,,AT5G39340,,,Zm00001eb289980,,AT5G21326,,,Zm00001eb271600,,AT5G38510,,,Zm00001eb254390,,AT5G35410,,,Zm00001eb255600,,AT4G34440,,,Zm00001eb275630,,AT5G08660,,,Zm00001eb281180,,,,,,
AT5G14880,,,Zm00001eb261890,,AT5G39830,,,Zm00001eb290310,,AT5G21990,,,Zm00001eb273800,,AT5G38630,,,Zm00001eb254490,,AT5G37070,,,Zm00001eb256150,,AT4G37640,,,Zm00001eb278120,,AT5G09970,,,Zm00001eb281360,,,,,,
AT5G14890,,,Zm00001eb264870,,AT5G39890,,,Zm00001eb290330,,AT5G22630,,,Zm00001eb275670,,AT5G39610,,,Zm00001eb254960,,AT5G37540,,,Zm00001eb256330,,AT4G38210,,,Zm00001eb278470,,AT5G11640,,,Zm00001eb283020,,,,,,
AT5G15080,,,Zm00001eb267680,,AT5G40150,,,Zm00001eb290350,,AT5G22950,,,Zm00001eb277050,,AT5G39890,,,Zm00001eb254990,,AT5G37800,,,Zm00001eb257120,,AT4G38970,,,Zm00001eb280000,,AT5G11800,,,Zm00001eb283080,,,,,,
AT5G15410,,,Zm00001eb269310,,AT5G41040,,,Zm00001eb290670,,AT5G23290,,,Zm00001eb277250,,AT5G40330,,,Zm00001eb255170,,AT5G38700,,,Zm00001eb257510,,AT5G01390,,,Zm00001eb284160,,AT5G11930,,,Zm00001eb283560,,,,,,
AT5G16220,,,Zm00001eb269820,,AT5G41560,,,Zm00001eb291160,,AT5G24270,,,Zm00001eb278980,,AT5G44190,,,Zm00001eb255430,,AT5G40200,,,Zm00001eb257520,,AT5G01880,,,Zm00001eb285080,,AT5G13170,,,Zm00001eb283570,,,,,,
AT5G16440,,,Zm00001eb271320,,AT5G42000,,,Zm00001eb291180,,AT5G26130,,,Zm00001eb280100,,AT5G44670,,,Zm00001eb255450,,AT5G40310,,,Zm00001eb258160,,AT5G02260,,,Zm00001eb285090,,AT5G13500,,,Zm00001eb284700,,,,,,
AT5G16530,,,Zm00001eb271590,,AT5G42420,,,Zm00001eb291240,,AT5G26170,,,Zm00001eb281100,,AT5G45660,,,Zm00001eb255600,,AT5G41590,,,Zm00001eb258220,,AT5G02270,,,Zm00001eb285530,,AT5G13570,,,Zm00001eb287070,,,,,,
AT5G16570,,,Zm00001eb271600,,AT5G42790,,,Zm00001eb291250,,AT5G26210,,,Zm00001eb281880,,AT5G45780,,,Zm00001eb255610,,AT5G42620,,,Zm00001eb258230,,AT5G02460,,,Zm00001eb286870,,AT5G13580,,,Zm00001eb288430,,,,,,
AT5G16590,,,Zm00001eb271870,,AT5G43350,,,Zm00001eb291260,,AT5G26360,,,Zm00001eb286760,,AT5G45970,,,Zm00001eb256120,,AT5G43260,,,Zm00001eb258240,,AT5G02500,,,Zm00001eb286910,,AT5G15240,,,Zm00001eb288440,,,,,,
AT5G17700,,,Zm00001eb272500,,AT5G43700,,,Zm00001eb291890,,AT5G26667,,,Zm00001eb287420,,AT5G46050,,,Zm00001eb256260,,AT5G43270,,,Zm00001eb258770,,AT5G02530,,,Zm00001eb286930,,AT5G16470,,,Zm00001eb288730,,,,,,
AT5G18100,,,Zm00001eb273260,,AT5G44190,,,Zm00001eb291900,,AT5G26742,,,Zm00001eb287450,,AT5G46070,,,Zm00001eb256330,,AT5G43370,,,Zm00001eb258860,,AT5G02560,,,Zm00001eb287420,,AT5G16680,,,Zm00001eb289660,,,,,,
AT5G18270,,,Zm00001eb275550,,AT5G44370,,,Zm00001eb292590,,AT5G27760,,,Zm00001eb288190,,AT5G46150,,,Zm00001eb256700,,AT5G43810,,,Zm00001eb258960,,AT5G03530,,,Zm00001eb287440,,AT5G18170,,,Zm00001eb289860,,,,,,
AT5G18480,,,Zm00001eb276980,,AT5G44560,,,Zm00001eb292760,,AT5G27770,,,Zm00001eb288200,,AT5G46700,,,Zm00001eb256740,,AT5G49710,,,Zm00001eb258970,,AT5G04090,,,Zm00001eb289070,,AT5G18270,,,Zm00001eb290670,,,,,,
AT5G20870,,,Zm00001eb277000,,AT5G44740,,,Zm00001eb292770,,AT5G27820,,,Zm00001eb289290,,AT5G47220,,,Zm00001eb257060,,AT5G49720,,,Zm00001eb260000,,AT5G05080,,,Zm00001eb289180,,AT5G18460,,,Zm00001eb290720,,,,,,
AT5G21970,,,Zm00001eb277260,,AT5G45920,,,Zm00001eb293480,,AT5G27860,,,Zm00001eb289320,,AT5G47390,,,Zm00001eb257360,,AT5G50000,,,Zm00001eb260090,,AT5G06210,,,Zm00001eb289290,,AT5G18480,,,Zm00001eb290730,,,,,,
AT5G25170,,,Zm00001eb277280,,AT5G46050,,,Zm00001eb293530,,AT5G28050,,,Zm00001eb290220,,AT5G47880,,,Zm00001eb258660,,AT5G50800,,,Zm00001eb260190,,AT5G06230,,,Zm00001eb289320,,AT5G18650,,,Zm00001eb290750,,,,,,
AT5G25810,,,Zm00001eb277700,,AT5G46070,,,Zm00001eb293700,,AT5G28490,,,Zm00001eb290310,,AT5G47960,,,Zm00001eb258680,,AT5G51600,,,Zm00001eb260690,,AT5G06270,,,Zm00001eb290630,,AT5G18980,,,Zm00001eb290760,,,,,,
AT5G26667,,,Zm00001eb281180,,AT5G46370,,,Zm00001eb293710,,AT5G28540,,,Zm00001eb290330,,AT5G49220,,,Zm00001eb259380,,AT5G51610,,,Zm00001eb260700,,AT5G06300,,,Zm00001eb290670,,AT5G20580,,,Zm00001eb291010,,,,,,
AT5G26680,,,Zm00001eb281200,,AT5G47440,,,Zm00001eb294170,,AT5G33370,,,Zm00001eb290490,,AT5G49710,,,Zm00001eb260310,,AT5G51660,,,Zm00001eb261520,,AT5G06320,,,Zm00001eb290730,,AT5G20890,,,Zm00001eb291660,,,,,,
AT5G27730,,,Zm00001eb282430,,AT5G47450,,,Zm00001eb294180,,AT5G35160,,,Zm00001eb291070,,AT5G49720,,,Zm00001eb260320,,AT5G51670,,,Zm00001eb261530,,AT5G06460,,,Zm00001eb291850,,AT5G21040,,,Zm00001eb291900,,,,,,
AT5G27990,,,Zm00001eb283470,,AT5G48650,,,Zm00001eb296060,,AT5G35320,,,Zm00001eb291140,,AT5G50760,,,Zm00001eb261190,,AT5G51830,,,Zm00001eb261890,,AT5G06720,,,Zm00001eb293090,,AT5G22830,,,Zm00001eb292100,,,,,,
AT5G28150,,,Zm00001eb283890,,AT5G49620,,,Zm00001eb296230,,AT5G35520,,,Zm00001eb291170,,AT5G50800,,,Zm00001eb261520,,AT5G51890,,,Zm00001eb265880,,AT5G06740,,,Zm00001eb293530,,AT5G23220,,,Zm00001eb292360,,,,,,
AT5G28490,,,Zm00001eb284090,,AT5G49710,,,Zm00001eb296280,,AT5G35630,,,Zm00001eb291180,,AT5G51460,,,Zm00001eb265610,,AT5G52790,,,Zm00001eb266750,,AT5G06850,,,Zm00001eb293700,,AT5G24270,,,Zm00001eb292620,,,,,,
AT5G28540,,,Zm00001eb284160,,AT5G49720,,,Zm00001eb296350,,AT5G38110,,,Zm00001eb291210,,AT5G51660,,,Zm00001eb265980,,AT5G54390,,,Zm00001eb266760,,AT5G07070,,,Zm00001eb293780,,AT5G25330,,,Zm00001eb292650,,,,,,
AT5G30490,,,Zm00001eb284520,,AT5G49990,,,Zm00001eb296470,,AT5G38470,,,Zm00001eb291810,,AT5G53610,,,Zm00001eb267020,,AT5G54580,,,Zm00001eb266800,,AT5G07250,,,Zm00001eb294370,,AT5G27860,,,Zm00001eb292850,,,,,,
AT5G30495,,,Zm00001eb286760,,AT5G51060,,,Zm00001eb296700,,AT5G42000,,,Zm00001eb291850,,AT5G54240,,,Zm00001eb271090,,AT5G55760,,,Zm00001eb271090,,AT5G07360,,,Zm00001eb294600,,AT5G28540,,,Zm00001eb293200,,,,,,
AT5G32470,,,Zm00001eb286780,,AT5G51830,,,Zm00001eb297640,,AT5G42980,,,Zm00001eb291960,,AT5G54390,,,Zm00001eb271870,,AT5G55930,,,Zm00001eb271130,,AT5G07460,,,Zm00001eb294800,,AT5G35180,,,Zm00001eb294580,,,,,,
AT5G33370,,,Zm00001eb286910,,AT5G51890,,,Zm00001eb298650,,AT5G43270,,,Zm00001eb292390,,AT5G54540,,,Zm00001eb272010,,AT5G56510,,,Zm00001eb271200,,AT5G07590,,,Zm00001eb294810,,AT5G35210,,,Zm00001eb294600,,,,,,
AT5G35180,,,Zm00001eb286960,,AT5G54240,,,Zm00001eb298680,,AT5G44460,,,Zm00001eb292760,,AT5G54580,,,Zm00001eb272020,,AT5G56950,,,Zm00001eb272480,,AT5G07800,,,Zm00001eb294870,,AT5G35220,,,Zm00001eb294860,,,,,,
AT5G36950,,,Zm00001eb287690,,AT5G54670,,,Zm00001eb299200,,AT5G46020,,,Zm00001eb293700,,AT5G54630,,,Zm00001eb272300,,AT5G57110,,,Zm00001eb273950,,AT5G08391,,,Zm00001eb294880,,AT5G35338,,,Zm00001eb294870,,,,,,
AT5G37000,,,Zm00001eb288400,,AT5G55280,,,Zm00001eb300120,,AT5G46050,,,Zm00001eb294180,,AT5G57020,,,Zm00001eb272750,,AT5G57170,,,Zm00001eb274250,,AT5G09970,,,Zm00001eb295120,,AT5G35410,,,Zm00001eb294880,,,,,,
AT5G37475,,,Zm00001eb288410,,AT5G56550,,,Zm00001eb300130,,AT5G46110,,,Zm00001eb294520,,AT5G57050,,,Zm00001eb275130,,AT5G57330,,,Zm00001eb275130,,AT5G10270,,,Zm00001eb295170,,AT5G35520,,,Zm00001eb295170,,,,,,
AT5G38110,,,Zm00001eb288420,,AT5G56590,,,Zm00001eb300140,,AT5G46360,,,Zm00001eb294530,,AT5G57100,,,Zm00001eb275490,,AT5G57630,,,Zm00001eb275510,,AT5G12390,,,Zm00001eb295180,,AT5G35525,,,Zm00001eb295180,,,,,,
AT5G38990,,,Zm00001eb288430,,AT5G57630,,,Zm00001eb302270,,AT5G46580,,,Zm00001eb295060,,AT5G57110,,,Zm00001eb275510,,AT5G58860,,,Zm00001eb278390,,AT5G12480,,,Zm00001eb295710,,AT5G36160,,,Zm00001eb295640,,,,,,
AT5G39800,,,Zm00001eb289800,,AT5G58350,,,Zm00001eb302280,,AT5G46700,,,Zm00001eb295080,,AT5G57170,,,Zm00001eb275670,,AT5G60020,,,Zm00001eb278470,,AT5G13170,,,Zm00001eb295770,,AT5G38170,,,Zm00001eb295650,,,,,,
AT5G41260,,,Zm00001eb289980,,AT5G58520,,,Zm00001eb302300,,AT5G47960,,,Zm00001eb296120,,AT5G57330,,,Zm00001eb276230,,AT5G62490,,,Zm00001eb278600,,AT5G13240,,,Zm00001eb295890,,AT5G38630,,,Zm00001eb295680,,,,,,
AT5G41560,,,Zm00001eb289990,,AT5G59880,,,Zm00001eb302460,,AT5G49010,,,Zm00001eb296590,,AT5G57410,,,Zm00001eb277370,,AT5G62580,,,Zm00001eb278610,,AT5G13490,,,Zm00001eb296590,,AT5G39610,,,Zm00001eb295700,,,,,,
AT5G41590,,,Zm00001eb290310,,AT5G60770,,,Zm00001eb303110,,AT5G49180,,,Zm00001eb296620,,AT5G57520,,,Zm00001eb277380,,AT5G62680,,,Zm00001eb280690,,AT5G13500,,,Zm00001eb296620,,AT5G39740,,,Zm00001eb295880,,,,,,
AT5G42570,,,Zm00001eb290330,,AT5G60780,,,Zm00001eb303120,,AT5G49230,,,Zm00001eb297320,,AT5G57530,,,Zm00001eb277700,,AT5G63810,,,Zm00001eb280720,,AT5G13510,,,Zm00001eb296790,,AT5G39890,,,Zm00001eb295890,,,,,,
AT5G42610,,,Zm00001eb290530,,AT5G60800,,,Zm00001eb303720,,AT5G49470,,,Zm00001eb298460,,AT5G57540,,,Zm00001eb278470,,AT5G64130,,,Zm00001eb280730,,AT5G13850,,,Zm00001eb298190,,AT5G39900,,,Zm00001eb295910,,,,,,
AT5G42750,,,Zm00001eb290550,,AT5G61480,,,Zm00001eb304390,,AT5G49760,,,Zm00001eb298660,,AT5G57610,,,Zm00001eb278910,,AT5G64350,,,Zm00001eb280760,,AT5G13980,,,Zm00001eb298320,,AT5G40150,,,Zm00001eb295940,,,,,,
AT5G43270,,,Zm00001eb290750,,AT5G62190,,,Zm00001eb305260,,AT5G49960,,,Zm00001eb299200,,AT5G57630,,,Zm00001eb279070,,AT5G64610,,,Zm00001eb281030,,AT5G14700,,,Zm00001eb302150,,AT5G40200,,,Zm00001eb295950,,,,,,
AT5G43280,,,Zm00001eb290910,,AT5G62560,,,Zm00001eb305270,,AT5G50800,,,Zm00001eb300360,,AT5G58090,,,Zm00001eb280790,,AT5G64650,,,Zm00001eb281180,,AT5G15680,,,Zm00001eb302210,,AT5G41260,,,Zm00001eb296000,,,,,,
AT5G43370,,,Zm00001eb290990,,AT5G62680,,,Zm00001eb305470,,AT5G50870,,,Zm00001eb300510,,AT5G58270,,,Zm00001eb281360,,AT5G64813,,,Zm00001eb281450,,AT5G15910,,,Zm00001eb302250,,AT5G41390,,,Zm00001eb296480,,,,,,
AT5G43810,,,Zm00001eb291420,,AT5G63260,,,Zm00001eb305500,,AT5G50915,,,Zm00001eb300740,,AT5G58460,,,Zm00001eb281920,,AT5G65010,,,Zm00001eb282350,,AT5G17330,,,Zm00001eb302280,,AT5G41520,,,Zm00001eb296750,,,,,,
AT5G43940,,,Zm00001eb291450,,AT5G64200,,,Zm00001eb307290,,AT5G50920,,,Zm00001eb300760,,AT5G58520,,,Zm00001eb281960,,AT5G65660,,,Zm00001eb282360,,AT5G18170,,,Zm00001eb302300,,AT5G41560,,,Zm00001eb298570,,,,,,
AT5G43970,,,Zm00001eb293090,,AT5G64210,,,Zm00001eb309770,,AT5G51890,,,Zm00001eb300910,,AT5G58960,,,Zm00001eb284290,,AT5G65800,,,Zm00001eb282950,,AT5G18270,,,Zm00001eb303060,,AT5G41800,,,Zm00001eb298660,,,,,,
AT5G44740,,,Zm00001eb293110,,AT5G64790,,,Zm00001eb310230,,AT5G52070,,,Zm00001eb300920,,AT5G59490,,,Zm00001eb285010,,AT5G66055,,,Zm00001eb283020,,AT5G18310,,,Zm00001eb303250,,AT5G42300,,,Zm00001eb298700,,,,,,
AT5G45920,,,Zm00001eb293130,,AT5G65660,,,Zm00001eb312000,,AT5G54160,,,Zm00001eb302250,,AT5G59820,,,Zm00001eb285310,,AT5G66080,,,Zm00001eb283860,,AT5G18380,,,Zm00001eb304390,,AT5G42340,,,Zm00001eb298940,,,,,,
AT5G46020,,,Zm00001eb293420,,AT5G66300,,,Zm00001eb313960,,AT5G54390,,,Zm00001eb302270,,AT5G60020,,,Zm00001eb285890,,AT5G66210,,,Zm00001eb286320,,AT5G18400,,,Zm00001eb304560,,AT5G42420,,,Zm00001eb298980,,,,,,
AT5G46050,,,Zm00001eb294280,,AT5G66720,,,Zm00001eb314710,,AT5G54940,,,Zm00001eb302300,,AT5G60770,,,Zm00001eb286490,,AT5G66280,,,Zm00001eb286430,,AT5G18460,,,Zm00001eb304610,,AT5G42660,,,Zm00001eb301430,,,,,,
AT5G46170,,,Zm00001eb294290,,AT5G67190,,,Zm00001eb315040,,AT5G55140,,,Zm00001eb303120,,AT5G60840,,,Zm00001eb286770,,AT5G66300,,,Zm00001eb286490,,AT5G18550,,,Zm00001eb304990,,AT5G42790,,,Zm00001eb302680,,,,,,
AT5G46700,,,Zm00001eb294520,,AT5G67330,,,Zm00001eb315060,,AT5G56010,,,Zm00001eb303200,,AT5G61030,,,Zm00001eb286910,,AT5G66410,,,Zm00001eb287460,,AT5G18600,,,Zm00001eb305600,,AT5G42980,,,Zm00001eb302700,,,,,,
AT5G47240,,,Zm00001eb294530,,AT5G67420,,,Zm00001eb315340,,AT5G56150,,,Zm00001eb303240,,AT5G61480,,,Zm00001eb286960,,AT5G67280,,,Zm00001eb287610,,AT5G18680,,,Zm00001eb305700,,AT5G43370,,,Zm00001eb303080,,,,,,
AT5G47450,,,Zm00001eb294570,,AT5G67520,,,Zm00001eb316850,,AT5G58960,,,Zm00001eb303250,,AT5G62420,,,Zm00001eb288430,,,,,Zm00001eb288340,,AT5G18840,,,Zm00001eb307290,,AT5G44170,,,Zm00001eb303110,,,,,,
AT5G48760,,,Zm00001eb294590,,,,,Zm00001eb319220,,AT5G59780,,,Zm00001eb304060,,AT5G62490,,,Zm00001eb289000,,,,,Zm00001eb288360,,AT5G18900,,,Zm00001eb311450,,AT5G44670,,,Zm00001eb303120,,,,,,
AT5G49220,,,Zm00001eb294670,,,,,Zm00001eb319240,,AT5G59820,,,Zm00001eb304070,,AT5G62520,,,Zm00001eb289290,,,,,Zm00001eb288380,,AT5G18970,,,Zm00001eb311590,,AT5G46860,,,Zm00001eb303780,,,,,,
AT5G49460,,,Zm00001eb295080,,,,,Zm00001eb319250,,AT5G59880,,,Zm00001eb304280,,AT5G62680,,,Zm00001eb289310,,,,,Zm00001eb288430,,AT5G19010,,,Zm00001eb311680,,AT5G47040,,,Zm00001eb304560,,,,,,
AT5G49510,,,Zm00001eb295120,,,,,Zm00001eb319470,,AT5G60520,,,Zm00001eb304390,,AT5G62890,,,Zm00001eb289320,,,,,Zm00001eb288490,,AT5G19160,,,Zm00001eb313250,,AT5G47220,,,Zm00001eb304610,,,,,,
AT5G49620,,,Zm00001eb295640,,,,,Zm00001eb319480,,AT5G60680,,,Zm00001eb305590,,AT5G63550,,,Zm00001eb289920,,,,,Zm00001eb288500,,AT5G19680,,,Zm00001eb313260,,AT5G48730,,,Zm00001eb308690,,,,,,
AT5G49630,,,Zm00001eb295940,,,,,Zm00001eb320430,,AT5G60700,,,Zm00001eb305600,,AT5G63800,,,Zm00001eb290310,,,,,Zm00001eb288580,,AT5G22630,,,Zm00001eb315790,,AT5G51270,,,Zm00001eb309610,,,,,,
AT5G50000,,,Zm00001eb295950,,,,,Zm00001eb320540,,AT5G61130,,,Zm00001eb312000,,AT5G63850,,,Zm00001eb290330,,,,,Zm00001eb288800,,AT5G22800,,,Zm00001eb316180,,AT5G51460,,,Zm00001eb311800,,,,,,
AT5G50020,,,Zm00001eb299720,,,,,Zm00001eb320950,,AT5G62420,,,Zm00001eb313490,,AT5G64210,,,Zm00001eb290670,,,,,Zm00001eb288880,,AT5G23220,,,Zm00001eb317040,,AT5G51710,,,Zm00001eb312000,,,,,,
AT5G50180,,,Zm00001eb301010,,,,,Zm00001eb321070,,AT5G62570,,,Zm00001eb313500,,AT5G64460,,,Zm00001eb291310,,,,,Zm00001eb288890,,AT5G23290,,,Zm00001eb317720,,AT5G51830,,,Zm00001eb312390,,,,,,
AT5G50290,,,Zm00001eb301040,,,,,Zm00001eb322380,,AT5G63490,,,Zm00001eb314390,,AT5G64500,,,Zm00001eb291450,,,,,Zm00001eb289360,,AT5G23310,,,Zm00001eb320430,,AT5G52120,,,Zm00001eb312420,,,,,,
AT5G50870,,,Zm00001eb301140,,,,,Zm00001eb322570,,AT5G63680,,,Zm00001eb315040,,AT5G65450,,,Zm00001eb291460,,,,,Zm00001eb289460,,AT5G23340,,,Zm00001eb320440,,AT5G54160,,,Zm00001eb313000,,,,,,
AT5G53900,,,Zm00001eb301160,,,,,Zm00001eb322880,,AT5G63800,,,Zm00001eb315500,,AT5G65800,,,Zm00001eb291850,,,,,Zm00001eb289560,,AT5G23740,,,Zm00001eb320820,,AT5G54200,,,Zm00001eb313010,,,,,,
AT5G54130,,,Zm00001eb301380,,,,,Zm00001eb323310,,AT5G63810,,,Zm00001eb315510,,AT5G65930,,,Zm00001eb292740,,,,,Zm00001eb289570,,AT5G24314,,,Zm00001eb320830,,AT5G54240,,,Zm00001eb315040,,,,,,
AT5G54240,,,Zm00001eb302320,,,,,Zm00001eb323440,,AT5G63850,,,Zm00001eb316790,,AT5G66010,,,Zm00001eb292760,,,,,Zm00001eb290120,,AT5G27660,,,Zm00001eb321170,,AT5G54580,,,Zm00001eb315060,,,,,,
AT5G54510,,,Zm00001eb303250,,,,,Zm00001eb323450,,AT5G63880,,,Zm00001eb316800,,AT5G66080,,,Zm00001eb292770,,,,,Zm00001eb290140,,AT5G27670,,,Zm00001eb321180,,AT5G54640,,,Zm00001eb315620,,,,,,
AT5G54640,,,Zm00001eb304060,,,,,Zm00001eb323640,,AT5G63900,,,Zm00001eb317910,,AT5G66210,,,Zm00001eb293830,,,,,Zm00001eb290190,,AT5G27720,,,Zm00001eb321890,,AT5G54680,,,Zm00001eb316100,,,,,,
AT5G54680,,,Zm00001eb304070,,,,,Zm00001eb323790,,AT5G64650,,,Zm00001eb317920,,AT5G66300,,,Zm00001eb294200,,,,,Zm00001eb290310,,AT5G27840,,,Zm00001eb321920,,AT5G54690,,,Zm00001eb316130,,,,,,
AT5G54745,,,Zm00001eb309110,,,,,Zm00001eb324240,,AT5G65430,,,Zm00001eb318020,,AT5G66530,,,Zm00001eb294470,,,,,Zm00001eb290330,,AT5G28150,,,Zm00001eb322310,,AT5G54940,,,Zm00001eb317180,,,,,,
AT5G54800,,,Zm00001eb312440,,,,,Zm00001eb324450,,AT5G65800,,,Zm00001eb318570,,AT5G66600,,,Zm00001eb294480,,,,,Zm00001eb290350,,AT5G30490,,,Zm00001eb322320,,AT5G55930,,,Zm00001eb319480,,,,,,
AT5G54940,,,Zm00001eb314350,,,,,Zm00001eb325330,,AT5G66680,,,Zm00001eb318940,,AT5G66850,,,Zm00001eb294700,,,,,Zm00001eb290720,,AT5G32470,,,Zm00001eb324180,,AT5G56010,,,Zm00001eb319710,,,,,,
AT5G54980,,,Zm00001eb315000,,,,,Zm00001eb325640,,AT5G66850,,,Zm00001eb319220,,AT5G67190,,,Zm00001eb295610,,,,,Zm00001eb290750,,AT5G33370,,,Zm00001eb325080,,AT5G56110,,,Zm00001eb319720,,,,,,
AT5G55140,,,Zm00001eb315010,,,,,Zm00001eb327130,,AT5G66920,,,Zm00001eb319760,,,,,Zm00001eb295770,,,,,Zm00001eb290990,,AT5G35410,,,Zm00001eb325120,,AT5G56340,,,Zm00001eb320440,,,,,,
AT5G56010,,,Zm00001eb315340,,,,,Zm00001eb327710,,AT5G66960,,,Zm00001eb319770,,,,,Zm00001eb295820,,,,,Zm00001eb291310,,AT5G35580,,,Zm00001eb325340,,AT5G56530,,,Zm00001eb323430,,,,,,
AT5G57020,,,Zm00001eb316130,,,,,Zm00001eb327750,,AT5G67090,,,Zm00001eb320430,,,,,Zm00001eb296750,,,,,Zm00001eb291450,,AT5G35590,,,Zm00001eb325360,,AT5G56550,,,Zm00001eb323440,,,,,,
AT5G57110,,,Zm00001eb317200,,,,,Zm00001eb327780,,AT5G67385,,,Zm00001eb321000,,,,,Zm00001eb296770,,,,,Zm00001eb292100,,AT5G36230,,,Zm00001eb325410,,AT5G56590,,,Zm00001eb323450,,,,,,
AT5G57170,,,Zm00001eb317210,,,,,Zm00001eb327790,,AT5G67450,,,Zm00001eb321010,,,,,Zm00001eb297150,,,,,Zm00001eb292740,,AT5G38170,,,Zm00001eb327460,,AT5G56680,,,Zm00001eb323460,,,,,,
AT5G57330,,,Zm00001eb319050,,,,,Zm00001eb328450,,AT5G67500,,,Zm00001eb321340,,,,,Zm00001eb297160,,,,,Zm00001eb292760,,AT5G38220,,,Zm00001eb328310,,AT5G57100,,,Zm00001eb323470,,,,,,
AT5G57360,,,Zm00001eb319710,,,,,Zm00001eb328460,,AT5G67520,,,Zm00001eb321890,,,,,Zm00001eb297390,,,,,Zm00001eb292770,,AT5G38630,,,Zm00001eb328400,,AT5G57110,,,Zm00001eb323570,,,,,,
AT5G57530,,,Zm00001eb319760,,,,,Zm00001eb328560,,,,,Zm00001eb322440,,,,,Zm00001eb300130,,,,,Zm00001eb292790,,AT5G40330,,,Zm00001eb328990,,AT5G57230,,,Zm00001eb323590,,,,,,
AT5G58960,,,Zm00001eb322450,,,,,Zm00001eb328580,,,,,Zm00001eb323880,,,,,Zm00001eb300510,,,,,Zm00001eb293300,,AT5G40540,,,Zm00001eb329030,,AT5G57330,,,Zm00001eb324170,,,,,,
AT5G59490,,,Zm00001eb322670,,,,,Zm00001eb328590,,,,,Zm00001eb325340,,,,,Zm00001eb300680,,,,,Zm00001eb293310,,AT5G40650,,,Zm00001eb329740,,AT5G57460,,,Zm00001eb324180,,,,,,
