PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT5G45710,,LOC_Os06g50539,,,,,LOC_Os09g10250,,,AT5G45100,,LOC_Os08g05880,,,,,LOC_Os06g39680,,,,,,,,AT5G27760,,LOC_Os08g39990,,,AT5G48110,,LOC_Os10g33960,,,AT5G58080,,LOC_Os06g38294,,
AT5G45745,,LOC_Os06g50560,,,,,LOC_Os09g10260,,,AT5G45105,,LOC_Os08g05910,,,,,LOC_Os06g40020,,,,,,,,AT5G27770,,LOC_Os08g40070,,,AT5G48120,,LOC_Os10g34360,,,AT5G58380,,LOC_Os06g38310,,
AT5G45760,,LOC_Os06g50580,,,,,LOC_Os09g10270,,,AT5G45220,,LOC_Os08g06070,,,,,LOC_Os06g41040,,,,,,,,AT5G27790,,LOC_Os08g40150,,,AT5G48130,,LOC_Os10g34400,,,AT5G58410,,LOC_Os06g38870,,
AT5G45790,,LOC_Os06g50590,,,,,LOC_Os09g10280,,,AT5G45280,,LOC_Os08g06270,,,,,LOC_Os06g41150,,,,,,,,AT5G27800,,LOC_Os08g40290,,,AT5G48300,,LOC_Os10g34480,,,AT5G58412,,LOC_Os06g39040,,
AT5G45820,,LOC_Os06g50600,,,,,LOC_Os09g10290,,,AT5G45350,,LOC_Os08g06280,,,,,LOC_Os06g41210,,,,,,,,AT5G27807,,LOC_Os08g40330,,,AT5G48310,,LOC_Os10g34490,,,AT5G58420,,LOC_Os06g39080,,
AT5G45830,,LOC_Os06g50620,,,,,LOC_Os09g10450,,,AT5G45500,,LOC_Os08g06370,,,,,LOC_Os06g41260,,,,,,,,AT5G27810,,LOC_Os08g40440,,,AT5G48560,,LOC_Os10g34890,,,AT5G58430,,LOC_Os06g39090,,
AT5G45910,,LOC_Os06g50630,,,,,LOC_Os09g10650,,,AT5G45510,,LOC_Os08g06430,,,,,LOC_Os06g41320,,,,,,,,AT5G27820,,LOC_Os08g40460,,,AT5G48570,,LOC_Os10g35010,,,AT5G58440,,LOC_Os06g39130,,
AT5G45920,,LOC_Os06g50650,,,,,LOC_Os09g10900,,,AT5G45520,,LOC_Os08g06740,,,,,LOC_Os06g41330,,,,,,,,AT5G27840,,LOC_Os08g40470,,,AT5G48730,,LOC_Os10g35130,,,AT5G58450,,LOC_Os06g39140,,
AT5G45930,,LOC_Os06g50706,,,,,LOC_Os09g11020,,,AT5G45530,,LOC_Os08g07220,,,,,LOC_Os06g41440,,,,,,,,AT5G27850,,LOC_Os08g40500,,,AT5G48830,,LOC_Os10g35140,,,AT5G58460,,LOC_Os06g39150,,
AT5G45940,,LOC_Os06g50724,,,,,LOC_Os09g11190,,,AT5G45620,,LOC_Os08g07230,,,,,LOC_Os06g41780,,,,,,,,AT5G27860,,LOC_Os08g40530,,,AT5G48900,,LOC_Os10g35150,,,AT5G58465,,LOC_Os06g39160,,
AT5G45950,,LOC_Os06g50733,,,,,LOC_Os09g11220,,,AT5G45650,,LOC_Os08g07240,,,,,LOC_Os06g41800,,,,,,,,AT5G27870,,LOC_Os08g40710,,,AT5G48930,,LOC_Os10g35160,,,AT5G58470,,LOC_Os06g39180,,
AT5G45960,,LOC_Os06g50742,,,,,LOC_Os09g11360,,,AT5G45660,,LOC_Os08g07300,,,,,LOC_Os06g41950,,,,,,,,AT5G27880,,LOC_Os08g40750,,,AT5G48950,,LOC_Os10g35170,,,AT5G58480,,LOC_Os06g39200,,
AT5G45970,,LOC_Os06g50760,,,,,LOC_Os09g11440,,,AT5G45710,,LOC_Os08g07400,,,,,LOC_Os06g42070,,,,,,,,AT5G27889,,LOC_Os08g40930,,,AT5G49030,,LOC_Os10g35180,,,AT5G58490,,LOC_Os06g39240,,
AT5G45973,,LOC_Os06g50770,,,,,LOC_Os09g11450,,,AT5G45740,,LOC_Os08g07410,,,,,LOC_Os06g42080,,,,,,,,AT5G27890,,LOC_Os08g41040,,,AT5G49050,,LOC_Os10g35190,,,AT5G58500,,LOC_Os06g39300,,
AT5G45980,,LOC_Os06g50780,,,,,LOC_Os09g11470,,,AT5G45745,,LOC_Os08g07420,,,,,LOC_Os06g42090,,,,,,,,AT5G27910,,LOC_Os08g41350,,,AT5G49070,,LOC_Os10g35220,,,AT5G58510,,LOC_Os06g39320,,
AT5G45990,,LOC_Os06g50800,,,,,LOC_Os09g11480,,,AT5G45760,,LOC_Os08g07450,,,,,LOC_Os06g42130,,,,,,,,AT5G27920,,LOC_Os08g41370,,,AT5G49100,,LOC_Os10g35240,,,AT5G58520,,LOC_Os06g39344,,
AT5G46020,,LOC_Os06g50809,,,,,LOC_Os09g11500,,,AT5G45770,,LOC_Os08g07610,,,,,LOC_Os06g42140,,,,,,,,AT5G27930,,LOC_Os08g41460,,,AT5G49110,,LOC_Os10g35250,,,AT5G58530,,LOC_Os06g39370,,
AT5G46030,,LOC_Os06g50818,,,,,LOC_Os09g11510,,,AT5G45800,,LOC_Os08g07690,,,,,LOC_Os06g42150,,,,,,,,AT5G27940,,LOC_Os08g41550,,,AT5G49120,,LOC_Os10g35260,,,AT5G58540,,LOC_Os06g39380,,
AT5G46050,,LOC_Os06g50830,,,,,LOC_Os09g11520,,,AT5G45810,,LOC_Os08g07720,,,,,LOC_Os06g42160,,,,,,,,AT5G27944,,LOC_Os08g41570,,,AT5G49215,,LOC_Os10g35270,,,AT5G58560,,LOC_Os06g39390,,
AT5G46080,,LOC_Os06g50860,,,,,LOC_Os09g11550,,,AT5G45830,,LOC_Os08g08030,,,,,LOC_Os06g42170,,,,,,,,AT5G27945,,LOC_Os08g41580,,,AT5G49230,,LOC_Os10g35290,,,AT5G58610,,LOC_Os06g39400,,
AT5G46170,,LOC_Os06g50880,,,,,LOC_Os09g11580,,,AT5G45890,,LOC_Os08g08180,,,,,LOC_Os06g42240,,,,,,,,AT5G27950,,LOC_Os08g41590,,,AT5G49240,,LOC_Os10g35294,,,AT5G58620,,LOC_Os06g39450,,
AT5G46180,,LOC_Os06g50890,,,,,LOC_Os09g11600,,,AT5G46020,,LOC_Os08g08190,,,,,LOC_Os06g42250,,,,,,,,AT5G27960,,LOC_Os08g41750,,,AT5G49250,,LOC_Os10g35450,,,AT5G58630,,LOC_Os06g39480,,
AT5G46210,,LOC_Os06g50910,,,,,LOC_Os09g11630,,,AT5G46025,,LOC_Os08g08200,,,,,LOC_Os06g42260,,,,,,,,AT5G27967,,LOC_Os08g41920,,,AT5G49260,,LOC_Os10g35760,,,AT5G58660,,LOC_Os06g39515,,
AT5G46300,,LOC_Os06g50940,,,,,LOC_Os09g11690,,,AT5G46040,,LOC_Os08g08580,,,,,LOC_Os06g42270,,,,,,,,AT5G27970,,LOC_Os08g42130,,,AT5G49280,,LOC_Os10g35780,,,AT5G58680,,LOC_Os06g39560,,
AT5G46340,,LOC_Os06g51000,,,,,LOC_Os09g11710,,,AT5G46050,,LOC_Os08g08600,,,,,LOC_Os06g42300,,,,,,,,AT5G28010,,LOC_Os08g42230,,,AT5G49290,,LOC_Os10g36050,,,AT5G58690,,LOC_Os06g39600,,
AT5G46380,,LOC_Os06g51029,,,,,LOC_Os09g11760,,,AT5G46060,,LOC_Os08g08730,,,,,LOC_Os06g42330,,,,,,,,AT5G28020,,LOC_Os08g42400,,,AT5G49300,,LOC_Os10g36090,,,AT5G58700,,LOC_Os06g39960,,
AT5G46500,,LOC_Os06g51140,,,,,LOC_Os09g11790,,,AT5G46110,,LOC_Os08g08740,,,,,LOC_Os06g42340,,,,,,,,AT5G28030,,LOC_Os08g42600,,,AT5G49350,,LOC_Os10g37010,,,AT5G58710,,LOC_Os06g40020,,
AT5G46540,,LOC_Os06g51210,,,,,LOC_Os09g11830,,,AT5G46160,,LOC_Os08g08760,,,,,LOC_Os06g42370,,,,,,,,AT5G28040,,LOC_Os08g42670,,,AT5G49370,,LOC_Os10g37240,,,AT5G58720,,LOC_Os06g40060,,
AT5G46550,,LOC_Os06g51250,,,,,LOC_Os09g11880,,,AT5G46190,,LOC_Os08g08900,,,,,LOC_Os06g42520,,,,,,,,AT5G28050,,LOC_Os08g43010,,,AT5G49740,,LOC_Os10g37260,,,AT5G58730,,LOC_Os06g40110,,
AT5G46580,,LOC_Os06g51270,,,,,LOC_Os09g12110,,,AT5G46200,,LOC_Os08g08910,,,,,LOC_Os06g42580,,,,,,,,AT5G28052,,LOC_Os08g43020,,,AT5G49930,,LOC_Os10g37290,,,AT5G58750,,LOC_Os06g40780,,
AT5G46600,,LOC_Os06g51460,,,,,LOC_Os09g12130,,,AT5G46260,,LOC_Os08g08960,,,,,LOC_Os06g42630,,,,,,,,AT5G28060,,LOC_Os08g43040,,,AT5G50170,,LOC_Os10g37800,,,AT5G58760,,LOC_Os06g40920,,
AT5G46640,,LOC_Os06g51490,,,,,LOC_Os09g12180,,,AT5G46290,,LOC_Os08g08970,,,,,LOC_Os06g42650,,,,,,,,AT5G28070,,LOC_Os08g43070,,,AT5G50430,,LOC_Os10g38212,,,AT5G58770,,LOC_Os06g40960,,
AT5G46660,,LOC_Os06g51500,,,,,LOC_Os09g12200,,,AT5G46295,,LOC_Os08g08980,,,,,LOC_Os06g42670,,,,,,,,AT5G28080,,LOC_Os08g43080,,,AT5G50750,,LOC_Os10g39270,,,AT5G58784,,LOC_Os06g40970,,
AT5G46690,,LOC_Os06g51510,,,,,LOC_Os09g12420,,,AT5G46360,,LOC_Os08g08990,,,,,LOC_Os06g42680,,,,,,,,AT5G28090,,LOC_Os08g43090,,,AT5G50790,,LOC_Os10g39434,,,AT5G58787,,LOC_Os06g40980,,
AT5G46700,,LOC_Os06g51520,,,,,LOC_Os09g12730,,,AT5G46520,,LOC_Os08g09040,,,,,LOC_Os06g42690,,,,,,,,AT5G28150,,LOC_Os08g43100,,,AT5G50830,,LOC_Os10g39820,,,AT5G58790,,LOC_Os06g41010,,
AT5G46820,,LOC_Os06g51524,,,,,LOC_Os09g12780,,,AT5G46530,,LOC_Os08g09050,,,,,LOC_Os06g42700,,,,,,,,AT5G28160,,LOC_Os08g43350,,,AT5G50910,,LOC_Os10g39980,,,AT5G58800,,LOC_Os06g41030,,
AT5G46900,,LOC_Os06g51530,,,,,LOC_Os09g12790,,,AT5G46540,,LOC_Os08g09060,,,,,LOC_Os06g42710,,,,,,,,AT5G28180,,LOC_Os08g43480,,,AT5G51070,,LOC_Os10g40540,,,AT5G58820,,LOC_Os06g41040,,
AT5G47120,,LOC_Os06g51540,,,,,LOC_Os09g12800,,,AT5G46580,,LOC_Os08g09100,,,,,LOC_Os06g42720,,,,,,,,AT5G28190,,LOC_Os08g43500,,,AT5G51100,,LOC_Os10g40660,,,AT5G58830,,LOC_Os06g41360,,
AT5G47130,,LOC_Os06g51550,,,,,LOC_Os09g12820,,,AT5G46600,,LOC_Os08g09140,,,,,LOC_Os06g42730,,,,,,,,AT5G28210,,LOC_Os08g43520,,,AT5G51174,,LOC_Os10g41520,,,AT5G58840,,LOC_Os06g41384,,
AT5G47150,,LOC_Os06g51560,,,,,LOC_Os09g12830,,,AT5G46630,,LOC_Os08g09150,,,,,LOC_Os06g42770,,,,,,,,AT5G28235,,LOC_Os08g43550,,,AT5G51180,,LOC_Os10g41534,,,AT5G58850,,LOC_Os06g41510,,
AT5G47160,,LOC_Os06g51570,,,,,LOC_Os09g12850,,,AT5G46640,,LOC_Os08g09160,,,,,LOC_Os06g42790,,,,,,,,AT5G28237,,LOC_Os08g43640,,,AT5G51190,,LOC_Os10g41790,,,AT5G58860,,LOC_Os06g41620,,
AT5G47240,,LOC_Os07g01050,,,,,LOC_Os09g12900,,,AT5G46660,,LOC_Os08g09170,,,,,LOC_Os06g42800,,,,,,,,AT5G28262,,LOC_Os08g44170,,,AT5G51195,,LOC_Os10g42670,,,AT5G58870,,LOC_Os06g41780,,
AT5G47300,,LOC_Os07g01140,,,,,LOC_Os09g12930,,,AT5G46680,,LOC_Os08g09180,,,,,LOC_Os06g42810,,,,,,,,AT5G28288,,LOC_Os08g44180,,,AT5G51200,,LOC_Os10g42840,,,AT5G58880,,LOC_Os06g41800,,
AT5G47380,,LOC_Os07g01200,,,,,LOC_Os09g12940,,,AT5G46690,,LOC_Os08g09190,,,,,LOC_Os06g42870,,,,,,,,AT5G28290,,LOC_Os08g44200,,,AT5G51220,,LOC_Os11g01060,,,AT5G58890,,LOC_Os06g41880,,
AT5G47430,,LOC_Os07g01214,,,,,LOC_Os09g12970,,,AT5G46700,,LOC_Os08g09200,,,,,LOC_Os06g42900,,,,,,,,AT5G28300,,LOC_Os08g44220,,,AT5G51230,,LOC_Os11g01074,,,AT5G58900,,LOC_Os06g41950,,
AT5G47440,,LOC_Os07g01280,,,,,LOC_Os09g13040,,,AT5G46710,,LOC_Os08g09230,,,,,LOC_Os06g42940,,,,,,,,AT5G28310,,LOC_Os08g44240,,,AT5G51250,,LOC_Os11g01109,,,AT5G58910,,LOC_Os06g42010,,
AT5G47450,,LOC_Os07g01340,,,,,LOC_Os09g13060,,,AT5G46720,,LOC_Os08g09240,,,,,LOC_Os06g42970,,,,,,,,AT5G28350,,LOC_Os08g44250,,,AT5G51260,,LOC_Os11g01130,,,AT5G58920,,LOC_Os06g42030,,
AT5G47470,,LOC_Os07g01400,,,,,LOC_Os09g13130,,,AT5G46740,,LOC_Os08g09250,,,,,LOC_Os06g43000,,,,,,,,AT5G28650,,LOC_Os08g44260,,,AT5G51270,,LOC_Os11g01140,,,AT5G58930,,LOC_Os06g42040,,
AT5G47840,,LOC_Os07g01420,,,,,LOC_Os09g13430,,,AT5G46750,,LOC_Os08g09260,,,,,LOC_Os06g43010,,,,,,,,AT5G28680,,LOC_Os08g44270,,,AT5G51280,,LOC_Os11g01154,,,AT5G58940,,LOC_Os06g42050,,
AT5G47860,,LOC_Os07g01530,,,,,LOC_Os09g13630,,,AT5G46760,,LOC_Os08g09300,,,,,LOC_Os06g43020,,,,,,,,AT5G28690,,LOC_Os08g44280,,,AT5G51290,,LOC_Os11g01180,,,AT5G58950,,LOC_Os06g42070,,
AT5G47870,,LOC_Os07g01580,,,,,LOC_Os09g13830,,,AT5G46770,,LOC_Os08g09320,,,,,LOC_Os06g43044,,,,,,,,AT5G28770,,LOC_Os08g44290,,,AT5G51310,,LOC_Os11g01200,,,AT5G58960,,LOC_Os06g42080,,
AT5G47980,,LOC_Os07g01840,,,,,LOC_Os09g13880,,,AT5G46780,,LOC_Os08g09340,,,,,LOC_Os06g43080,,,,,,,,AT5G28781,,LOC_Os08g44300,,,AT5G51330,,LOC_Os11g01220,,,AT5G58970,,LOC_Os06g42090,,
AT5G48110,,LOC_Os07g02110,,,,,LOC_Os09g13970,,,AT5G46790,,LOC_Os08g09350,,,,,LOC_Os06g43650,,,,,,,,AT5G28820,,LOC_Os08g44320,,,AT5G51340,,LOC_Os11g01270,,,AT5G58980,,LOC_Os06g42130,,
AT5G48200,,LOC_Os07g02300,,,,,LOC_Os09g14000,,,AT5G46795,,LOC_Os08g09400,,,,,LOC_Os06g43710,,,,,,,,AT5G28830,,LOC_Os08g44330,,,AT5G51350,,LOC_Os11g01310,,,AT5G58990,,LOC_Os06g42140,,
AT5G48595,,LOC_Os07g02490,,,,,LOC_Os09g14040,,,AT5G46820,,LOC_Os08g09510,,,,,LOC_Os06g43875,,,,,,,,AT5G28885,,LOC_Os08g44340,,,AT5G51370,,LOC_Os11g01320,,,AT5G59000,,LOC_Os06g42150,,
AT5G48670,,LOC_Os07g02570,,,,,LOC_Os09g14150,,,AT5G46873,,LOC_Os08g09570,,,,,LOC_Os06g43880,,,,,,,,AT5G28900,,LOC_Os08g44350,,,AT5G51380,,LOC_Os11g01330,,,AT5G59010,,LOC_Os06g42190,,
AT5G48740,,LOC_Os07g02760,,,,,LOC_Os09g14180,,,AT5G46874,,LOC_Os08g09710,,,,,LOC_Os06g44034,,,,,,,,AT5G28931,,LOC_Os08g44420,,,AT5G51400,,LOC_Os11g01570,,,AT5G59020,,LOC_Os06g42300,,
AT5G48750,,LOC_Os07g03015,,,,,LOC_Os09g14210,,,AT5G46877,,LOC_Os08g09715,,,,,LOC_Os06g44180,,,,,,,,AT5G29000,,LOC_Os08g44450,,,AT5G51410,,LOC_Os11g02070,,,AT5G59030,,LOC_Os06g42330,,
AT5G48760,,LOC_Os07g03020,,,,,LOC_Os09g14220,,,AT5G46880,,LOC_Os08g09840,,,,,LOC_Os06g44230,,,,,,,,AT5G29044,,LOC_Os08g44470,,,AT5G51420,,LOC_Os11g02080,,,AT5G59040,,LOC_Os06g42460,,
AT5G48790,,LOC_Os07g03140,,,,,LOC_Os09g14290,,,AT5G46890,,LOC_Os08g09850,,,,,LOC_Os06g44340,,,,,,,,AT5G29050,,LOC_Os08g44880,,,AT5G51430,,LOC_Os11g02090,,,AT5G59050,,LOC_Os06g42520,,
AT5G48810,,LOC_Os07g03170,,,,,LOC_Os09g14330,,,AT5G46900,,LOC_Os08g09900,,,,,LOC_Os06g44390,,,,,,,,AT5G29070,,LOC_Os08g44890,,,AT5G51450,,LOC_Os11g02100,,,AT5G59055,,LOC_Os06g42640,,
AT5G48840,,LOC_Os07g03270,,,,,LOC_Os09g14490,,,AT5G47050,,LOC_Os08g09910,,,,,LOC_Os06g44410,,,,,,,,AT5G29210,,LOC_Os08g44970,,,AT5G51451,,LOC_Os11g02630,,,AT5G59060,,LOC_Os06g42680,,
AT5G48850,,LOC_Os07g03279,,,,,LOC_Os09g14500,,,AT5G47120,,LOC_Os08g09920,,,,,LOC_Os06g44420,,,,,,,,AT5G29231,,LOC_Os09g01050,,,AT5G51460,,LOC_Os11g02840,,,AT5G59080,,LOC_Os06g42700,,
AT5G48960,,LOC_Os07g03297,,,,,LOC_Os09g14510,,,AT5G47130,,LOC_Os08g09930,,,,,LOC_Os06g44480,,,,,,,,AT5G29613,,LOC_Os09g01270,,,AT5G51480,,LOC_Os11g03010,,,AT5G59100,,LOC_Os06g42850,,
AT5G48980,,LOC_Os07g03490,,,,,LOC_Os09g14520,,,AT5G47229,,LOC_Os08g09940,,,,,LOC_Os06g44800,,,,,,,,AT5G30341,,LOC_Os09g01500,,,AT5G51490,,LOC_Os11g03020,,,AT5G59110,,LOC_Os06g43080,,
AT5G48990,,LOC_Os07g03550,,,,,LOC_Os09g14530,,,AT5G47490,,LOC_Os08g09980,,,,,LOC_Os06g44860,,,,,,,,AT5G30490,,LOC_Os09g01600,,,AT5G51510,,LOC_Os11g03430,,,AT5G59120,,LOC_Os06g43220,,
AT5G49060,,LOC_Os07g03630,,,,,LOC_Os09g14540,,,AT5G47530,,LOC_Os08g09990,,,,,LOC_Os06g44880,,,,,,,,AT5G30495,,LOC_Os09g01840,,,AT5G51520,,LOC_Os11g03440,,,AT5G59130,,LOC_Os06g43230,,
AT5G49070,,LOC_Os07g03670,,,,,LOC_Os09g14550,,,AT5G47540,,LOC_Os08g10000,,,,,LOC_Os06g44890,,,,,,,,AT5G30510,,LOC_Os09g01850,,,AT5G51590,,LOC_Os11g03660,,,AT5G59140,,LOC_Os06g43290,,
AT5G49110,,LOC_Os07g03700,,,,,LOC_Os09g14560,,,AT5G47730,,LOC_Os08g10010,,,,,LOC_Os06g45140,,,,,,,,AT5G30520,,LOC_Os09g02020,,,AT5G51640,,LOC_Os11g04274,,,AT5G59150,,LOC_Os06g43330,,
AT5G49210,,LOC_Os07g03760,,,,,LOC_Os09g14570,,,AT5G47740,,LOC_Os08g10020,,,,,LOC_Os06g45460,,,,,,,,AT5G31412,,LOC_Os09g02110,,,AT5G51670,,LOC_Os11g04500,,,AT5G59160,,LOC_Os06g43370,,
AT5G49215,,LOC_Os07g03770,,,,,LOC_Os09g14580,,,AT5G47930,,LOC_Os08g10030,,,,,LOC_Os06g45770,,,,,,,,AT5G32440,,LOC_Os09g02130,,,AT5G51680,,LOC_Os11g04780,,,AT5G59170,,LOC_Os06g43450,,
AT5G49220,,LOC_Os07g03870,,,,,LOC_Os09g14590,,,AT5G47940,,LOC_Os08g10040,,,,,LOC_Os06g45800,,,,,,,,AT5G32470,,LOC_Os09g02230,,,AT5G51690,,LOC_Os11g05010,,,AT5G59180,,LOC_Os06g43460,,
AT5G49250,,LOC_Os07g03880,,,,,LOC_Os09g14600,,,AT5G47950,,LOC_Os08g10060,,,,,LOC_Os06g45890,,,,,,,,AT5G32590,,LOC_Os09g02250,,,AT5G51700,,LOC_Os11g05030,,,AT5G59190,,LOC_Os06g43640,,
AT5G49448,,LOC_Os07g03890,,,,,LOC_Os09g14610,,,AT5G47960,,LOC_Os08g10070,,,,,LOC_Os06g46040,,,,,,,,AT5G32597,,LOC_Os09g02300,,,AT5G51710,,LOC_Os11g05820,,,AT5G59200,,LOC_Os06g43650,,
AT5G49460,,LOC_Os07g03930,,,,,LOC_Os09g14614,,,AT5G47970,,LOC_Os08g10080,,,,,LOC_Os06g46050,,,,,,,,AT5G32613,,LOC_Os09g02310,,,AT5G51720,,LOC_Os11g07650,,,AT5G59210,,LOC_Os06g43710,,
AT5G49470,,LOC_Os07g03940,,,,,LOC_Os09g14620,,,AT5G48000,,LOC_Os08g10090,,,,,LOC_Os06g46120,,,,,,,,AT5G32619,,LOC_Os09g02330,,,AT5G51740,,LOC_Os11g08450,,,AT5G59220,,LOC_Os06g43880,,
AT5G49480,,LOC_Os07g04220,,,,,LOC_Os09g14630,,,AT5G48010,,LOC_Os08g10100,,,,,LOC_Os06g46149,,,,,,,,AT5G33320,,LOC_Os09g02430,,,AT5G51760,,LOC_Os11g09414,,,AT5G59230,,LOC_Os06g44030,,
AT5G49490,,LOC_Os07g04430,,,,,LOC_Os09g14640,,,AT5G48030,,LOC_Os08g10110,,,,,LOC_Os06g46270,,,,,,,,AT5G33355,,LOC_Os09g02440,,,AT5G51780,,LOC_Os11g09690,,,AT5G59240,,LOC_Os06g44230,,
AT5G49500,,LOC_Os07g05150,,,,,LOC_Os09g14650,,,AT5G48110,,LOC_Os08g10120,,,,,LOC_Os06g46340,,,,,,,,AT5G33370,,LOC_Os09g02460,,,AT5G51795,,LOC_Os11g10090,,,AT5G59250,,LOC_Os06g44240,,
AT5G49510,,LOC_Os07g05160,,,,,LOC_Os09g14660,,,AT5G48120,,LOC_Os08g10130,,,,,LOC_Os06g46350,,,,,,,,AT5G33393,,LOC_Os09g02500,,,AT5G51810,,LOC_Os11g10320,,,AT5G59260,,LOC_Os06g44430,,
AT5G49520,,LOC_Os07g05310,,,,,LOC_Os09g14670,,,AT5G48330,,LOC_Os08g10140,,,,,LOC_Os06g46360,,,,,,,,AT5G34829,,LOC_Os09g02580,,,AT5G51812,,LOC_Os11g11710,,,AT5G59270,,LOC_Os06g44500,,
AT5G49525,,LOC_Os07g05330,,,,,LOC_Os09g14680,,,AT5G48335,,LOC_Os08g10520,,,,,LOC_Os06g46434,,,,,,,,AT5G34830,,LOC_Os09g02770,,,AT5G51820,,LOC_Os11g11810,,,AT5G59280,,LOC_Os06g44610,,
AT5G49530,,LOC_Os07g05390,,,,,LOC_Os09g14690,,,AT5G48350,,LOC_Os08g10540,,,,,LOC_Os06g46435,,,,,,,,AT5G34869,,LOC_Os09g03190,,,AT5G51830,,LOC_Os11g11990,,,AT5G59290,,LOC_Os06g44750,,
AT5G49540,,LOC_Os07g05400,,,,,LOC_Os09g14700,,,AT5G48540,,LOC_Os08g10710,,,,,LOC_Os06g46480,,,,,,,,AT5G34871,,LOC_Os09g03460,,,AT5G51845,,LOC_Os11g12000,,,AT5G59300,,LOC_Os06g44760,,
AT5G49550,,LOC_Os07g05490,,,,,LOC_Os09g14710,,,AT5G48543,,LOC_Os08g10890,,,,,LOC_Os06g46540,,,,,,,,AT5G34905,,LOC_Os09g03520,,,AT5G51850,,LOC_Os11g12010,,,AT5G59310,,LOC_Os06g44860,,
AT5G49555,,LOC_Os07g05500,,,,,LOC_Os09g14720,,,AT5G48620,,LOC_Os08g11150,,,,,LOC_Os06g46700,,,,,,,,AT5G35050,,LOC_Os09g03570,,,AT5G51870,,LOC_Os11g12020,,,AT5G59350,,LOC_Os06g44870,,
AT5G49570,,LOC_Os07g05510,,,,,LOC_Os09g14730,,,AT5G48640,,LOC_Os08g11280,,,,,LOC_Os06g46990,,,,,,,,AT5G35160,,LOC_Os09g03600,,,AT5G51920,,LOC_Os11g12040,,,AT5G59360,,LOC_Os06g44890,,
AT5G49580,,LOC_Os07g05590,,,,,LOC_Os09g14740,,,AT5G48650,,LOC_Os08g11570,,,,,LOC_Os06g47000,,,,,,,,AT5G35230,,LOC_Os09g03610,,,AT5G52040,,LOC_Os11g12050,,,AT5G59370,,LOC_Os06g44970,,
AT5G49590,,LOC_Os07g05610,,,,,LOC_Os09g14750,,,AT5G48655,,LOC_Os08g12020,,,,,LOC_Os06g47140,,,,,,,,AT5G35410,,LOC_Os09g03630,,,AT5G52050,,LOC_Os11g12060,,,AT5G59380,,LOC_Os06g45190,,
AT5G49600,,LOC_Os07g05660,,,,,LOC_Os09g14760,,,AT5G48670,,LOC_Os08g12080,,,,,LOC_Os06g47540,,,,,,,,AT5G35530,,LOC_Os09g03750,,,AT5G52060,,LOC_Os11g12070,,,AT5G59385,,LOC_Os06g45340,,
AT5G49610,,LOC_Os07g05670,,,,,LOC_Os09g14770,,,AT5G48730,,LOC_Os08g12160,,,,,LOC_Os06g47680,,,,,,,,AT5G35540,,LOC_Os09g03780,,,AT5G52090,,LOC_Os11g12080,,,AT5G59390,,LOC_Os06g45890,,
AT5G49615,,LOC_Os07g05810,,,,,LOC_Os09g14790,,,AT5G48880,,LOC_Os08g12550,,,,,LOC_Os06g47690,,,,,,,,AT5G35560,,LOC_Os09g03800,,,AT5G52120,,LOC_Os11g12090,,,AT5G59395,,LOC_Os06g45950,,
AT5G49620,,LOC_Os07g05850,,,,,LOC_Os09g14800,,,AT5G48905,,LOC_Os08g12880,,,,,LOC_Os06g47920,,,,,,,,AT5G35570,,LOC_Os09g03810,,,AT5G52310,,LOC_Os11g12100,,,AT5G59400,,LOC_Os06g45970,,
AT5G49630,,LOC_Os07g05900,,,,,LOC_Os09g14820,,,AT5G49010,,LOC_Os08g12920,,,,,LOC_Os06g48040,,,,,,,,AT5G35580,,LOC_Os09g03860,,,AT5G53240,,LOC_Os11g12110,,,AT5G59420,,LOC_Os06g46030,,
AT5G49640,,LOC_Os07g05910,,,,,LOC_Os09g14830,,,AT5G49030,,LOC_Os08g13110,,,,,LOC_Os06g48060,,,,,,,,AT5G35590,,LOC_Os09g03870,,,AT5G53380,,LOC_Os11g12120,,,AT5G59430,,LOC_Os06g46050,,
AT5G49650,,LOC_Os07g05940,,,,,LOC_Os09g14840,,,AT5G49152,,LOC_Os08g13130,,,,,LOC_Os06g48065,,,,,,,,AT5G35600,,LOC_Os09g04050,,,AT5G53550,,LOC_Os11g12130,,,AT5G59440,,LOC_Os06g46110,,
AT5G49660,,LOC_Os07g06110,,,,,LOC_Os09g14850,,,AT5G49160,,LOC_Os08g13150,,,,,LOC_Os06g48070,,,,,,,,AT5G35604,,LOC_Os09g04070,,,AT5G53660,,LOC_Os11g12240,,,AT5G59450,,LOC_Os06g46149,,
