"Lines","Long","Lat","n_value","elevation_m"
"SEEDGWAS4751:MRG:4:250096921",-97.68333333,17.26666667,240,2168
"SEEDGWAS4752:MRG:4:250096923",-101.988203,21.005478,199,1852
"SEEDGWAS4753:MRG:4:250096925",-102.690624,20.673771,174,1843
"SEEDGWAS4754:MRG:4:250096926",-102.6666667,20.81666667,167,1843
"SEEDGWAS4755:MRG:4:250096927",-92.46666667,16.55,315,2219
"SEEDGWAS4756:MRG:4:250096929",-102.375272,21.004059,189,1865
"SEEDGWAS4757:MRG:4:250096930",-102,21.11666667,222,1852
"SEEDGWAS4758:MRG:4:250096931",-101.924964,21.213333,195,1898
"SEEDGWAS4759:MRG:4:250096932",-102.1666667,21.01666667,161,1941
"SEEDGWAS476:MRG:4:250059237",-99.634229,21.83299,175,975
"SEEDGWAS4760:MRG:4:250096933",-102.6666667,20.81666667,167,1843
"SEEDGWAS4761:MRG:4:250096934",-102,21.11666667,222,1852
"SEEDGWAS4762:MRG:4:250096935",-102.748227,20.797435,191,1843
"SEEDGWAS4764:MRG:4:250096937",-99.43333333,18.73333333,236,1161
"SEEDGWAS4765:MRG:4:250096938",-103.562492,25.624139,164,1214
"SEEDGWAS4766:MRG:4:250096939",-102.869048,22.340737,173,2038
"SEEDGWAS4767:MRG:4:250096940",-102.6666667,22.95,176,2216
"SEEDGWAS4768:MRG:4:250096941",-102.6666667,22.95,176,2216
"SEEDGWAS477:MRG:4:250059238",-98.712616,21.399889,469,163
"SEEDGWAS4770:MRG:4:250096947",-97.381224,19.812923,417,2524
"SEEDGWAS4772:MRG:4:250096952",-100.7333333,20.91666667,185,2003
"SEEDGWAS4773:MRG:4:250096953",-98.18333333,19.41666667,241,2491
"SEEDGWAS4774:MRG:4:250104987",-100.9333333,21.16666667,177,1975
"SEEDGWAS4775:MRG:4:250104991",-102.7333333,20.81666667,189,1843
"SEEDGWAS4776:MRG:4:250104992",-97.25,19.76666667,418,1998
"SEEDGWAS4777:MRG:4:250104993",-97.25,19.76666667,418,1998
"SEEDGWAS4778:MRG:4:250104995",-97.381224,19.812923,417,2524
"SEEDGWAS4779:MRG:4:250104998",-100.9333333,21.16666667,177,1975
"SEEDGWAS478:MRG:4:250059239",-101.799996,17.971798,220,219
"SEEDGWAS4780:MRG:4:250104999",-98.81666667,19.88333333,225,2407
"SEEDGWAS4782:MRG:4:250105001",-97.381224,19.812923,417,2524
"SEEDGWAS4783:MRG:4:250105003",-97.55,19.75,286,2394
"SEEDGWAS4784:MRG:4:250105004",-102.808801,23.160482,193,2128
"SEEDGWAS4785:MRG:4:250105005",-98.513073,19.567345,271,2666
"SEEDGWAS4787:MRG:4:250105008",-102.35,22.45,157,2261
"SEEDGWAS4788:MRG:4:250105009",-99.631435,21.141034,496,1752
"SEEDGWAS4789:MRG:4:250105010",-97.25,19.76666667,418,1998
"SEEDGWAS479:MRG:4:250059271",-89.249339,20.883144,595,15
"SEEDGWAS4791:MRG:4:250105014",-97.381224,19.812923,417,2524
"SEEDGWAS4793:MRG:4:250105021",-103.6666667,24.88333333,156,1595
"SEEDGWAS4794:MRG:4:250105022",-102.4166667,22.13333333,133,2127
"SEEDGWAS4795:MRG:4:250105023",-101.89888,21.410256,181,1937
"SEEDGWAS4797:MRG:4:250105025",-103.497012,19.716303,215,1701
"SEEDGWAS4798:MRG:4:250105027",-102.701138,21.858917,152,1915
"SEEDGWAS4799:MRG:4:250105029",-91.811051,17.284759,484,432
"SEEDGWAS48:MRG:4:250054478",-92.659404,15.332888,428,203
"SEEDGWAS480:MRG:4:250059272",-88.05,19.58333333,448,20
"SEEDGWAS4800:MRG:4:250105031",-98.42,19.72,320,2614
"SEEDGWAS4801:MRG:4:250105032",-98.53333333,19.66666667,265,2561
"SEEDGWAS4802:MRG:4:250105033",-102.549726,21.435587,195,1767
"SEEDGWAS4803:MRG:4:250105034",-98.461609,19.092571,263,2302
"SEEDGWAS4804:MRG:4:250105037",-99.078377,21.337298,416,1589
"SEEDGWAS4805:MRG:4:250105040",-65.36666667,-24.26666667,194,1785
"SEEDGWAS4806:MRG:4:250105041",-65.295122,-26.221327,124,799
"SEEDGWAS4807:MRG:4:250105043",-102.193385,21.888053,162,1939
"SEEDGWAS4808:MRG:4:250105044",-101.9166667,22.51666667,148,2150
"SEEDGWAS4809:MRG:4:250105045",-101.5666667,22.3,246,2341
"SEEDGWAS481:MRG:4:250059273",-88.429931,19.032697,556,31
"SEEDGWAS4810:MRG:4:250105047",-101.604121,22.273004,171,2341
"SEEDGWAS4811:MRG:4:250105051",-98.734909,20.784944,434,1730
"SEEDGWAS4812:MRG:4:250105052",-98.96666667,19.71666667,168,2351
"SEEDGWAS4814:MRG:4:250105054",-97.381224,19.812923,417,2524
"SEEDGWAS4815:MRG:4:250105055",-98.583348,19.578317,290,2666
"SEEDGWAS4819:MRG:4:250105068",-102.622283,22.875871,155,2260
"SEEDGWAS482:MRG:4:250059274",-97.45,20.033333,514,357
"SEEDGWAS4820:MRG:4:250105070",-104.6666667,24.51666667,181,2011
"SEEDGWAS4821:MRG:4:250105071",-97.431546,19.535565,229,2596
"SEEDGWAS4822:MRG:4:250105072",-98.43333333,20.15,253,2301
"SEEDGWAS4823:MRG:4:250105073",-98.734909,20.784944,434,1730
"SEEDGWAS4824:MRG:4:250105074",-98.734909,20.784944,434,1730
"SEEDGWAS4826:MRG:4:250105078",-103,20.61666667,144,1792
"SEEDGWAS4827:MRG:4:250105079",-97.367724,17.523058,310,2389
"SEEDGWAS4829:MRG:4:250105113",-101.564868,17.665097,256,94
"SEEDGWAS483:MRG:4:250059275",-88.05,19.58333333,448,20
"SEEDGWAS4830:MRG:4:250105116",-108.51344,26.419644,138,126
"SEEDGWAS4831:MRG:4:250105118",-107.7,29.35,163,2179
"SEEDGWAS4832:MRG:4:250105119",-107.7,29.35,163,2179
"SEEDGWAS4833:MRG:4:250105120",-107.7,29.35,163,2179
"SEEDGWAS4834:MRG:4:250105121",-107.7,29.35,163,2179
"SEEDGWAS4835:MRG:4:250105122",-98.2,19.13333333,231,2174
"SEEDGWAS4836:MRG:4:250105123",-98.583348,19.578317,290,2666
"SEEDGWAS484:MRG:4:250059276",-88.710054,19.733291,428,41
"SEEDGWAS4840:MRG:4:250105127",-97.381224,19.812923,417,2524
"SEEDGWAS4841:MRG:4:250105128",-66.382503,-31.45052,88,620
"SEEDGWAS4842:MRG:4:250105129",-66.712883,-30.847071,98,832
"SEEDGWAS4843:MRG:4:250105130",-66.303177,-30.377406,104,473
"SEEDGWAS4844:MRG:4:250105132",-66.61666667,-33.16666667,93,508
"SEEDGWAS4845:MRG:4:250105133",-66.43,-32.95,96,704
"SEEDGWAS4847:MRG:4:250105135",-97.505022,19.84452,343,1596
"SEEDGWAS4848:MRG:4:250105136",-92.708848,16.757656,316,2065
"SEEDGWAS4849:MRG:4:250105137",-92.708848,16.757656,316,2065
"SEEDGWAS4850:MRG:4:250105139",-65,-25.72,157,764
"SEEDGWAS4851:MRG:4:250105140",-107.74083,29.375447,154,2179
"SEEDGWAS4852:MRG:4:250105141",-104.120767,24.470342,165,1998
"SEEDGWAS4853:MRG:4:250105145",-103.7,19.93,275,2175
"SEEDGWAS4854:MRG:4:250105146",-103.7,19.93,275,2175
"SEEDGWAS4855:MRG:4:250105147",-103.7,19.93,275,2175
"SEEDGWAS4856:MRG:4:250105148",-103.7333333,19.93333333,304,2175
"SEEDGWAS4857:MRG:4:250105150",-103.478064,19.800829,209,1701
"SEEDGWAS4858:MRG:4:250105151",-101.168021,22.411961,180,2058
"SEEDGWAS4859:MRG:4:250105152",-103.515374,19.988464,180,1515
"SEEDGWAS486:MRG:4:250059278",-59.55763,-26.355818,270,84
"SEEDGWAS4860:MRG:4:250105153",-101.168021,22.411961,180,2058
"SEEDGWAS4861:MRG:4:250105155",-103.458675,19.909534,228,1946
"SEEDGWAS4862:MRG:4:250105157",-103.478064,19.800829,209,1701
"SEEDGWAS4863:MRG:4:250105158",-103.506517,20.030919,166,1864
"SEEDGWAS4864:MRG:4:250105159",-103.2,19.97,235,2045
"SEEDGWAS4865:MRG:4:250105160",-103.2,19.97,235,2045
"SEEDGWAS4866:MRG:4:250105162",-103.484225,19.811139,208,1701
"SEEDGWAS4867:MRG:4:250105163",-102.212362,22.233853,135,1963
"SEEDGWAS4868:MRG:4:250105166",-98.3,20.03333333,282,2372
"SEEDGWAS4869:MRG:4:250105169",-101.031084,20.130549,241,1928
"SEEDGWAS487:MRG:4:250059279",-60.45,-26.78333333,208,94
"SEEDGWAS4870:MRG:4:250105171",-92.37428,16.838495,427,1383
"SEEDGWAS4870:MRG:4:250105172",-92.37428,16.838495,427,1383
"SEEDGWAS4871:MRG:4:250105175",-92.5,16.83,373,2109
"SEEDGWAS4872:MRG:4:250105176",-92.5,16.83,373,2109
"SEEDGWAS4874:MRG:4:250105181",-92.63,16.75,274,2369
"SEEDGWAS4875:MRG:4:250105186",-92.710791,16.756442,316,2065
"SEEDGWAS4876:MRG:4:250105187",-92.710791,16.756442,316,2065
"SEEDGWAS4877:MRG:4:250105191",-98.91666667,18.98333333,268,1623
"SEEDGWAS4879:MRG:4:250105194",-98.42,19.72,320,2614
"SEEDGWAS488:MRG:4:250059280",-60.73333333,-26.68333333,188,104
"SEEDGWAS4880:MRG:4:250105195",-96.78333333,16.5,198,1626
"SEEDGWAS4883:MRG:4:250096166",-97.762003,20.910099,329,68
"SEEDGWAS4884:MRG:4:250096167",-97.71666667,21.35,417,74
"SEEDGWAS4885:MRG:4:250096311",-108.3333333,26.71666667,170,543
"SEEDGWAS4886:MRG:4:250095971",-103.142683,18.797803,386,1581
"SEEDGWAS4887:MRG:4:250095984",-102.373599,19.08164,163,337
"SEEDGWAS4889:MRG:4:250096015",-105.460404,22.431118,507,17
"SEEDGWAS489:MRG:4:250059281",-61.48333333,-23.78333333,202,175
"SEEDGWAS4890:MRG:4:250096021",-98.76666667,22.01666667,232,39
"SEEDGWAS4891:MRG:4:250096153",-103.847703,18.933399,221,47
"SEEDGWAS4893:MRG:4:250096763",-99.75,19.87,282,2721
"SEEDGWAS4895:MRG:4:250105038",-61.2,-27.21666667,170,99
"SEEDGWAS4896:MRG:4:250105039",-61.2,-27.21666667,170,99
"SEEDGWAS49:MRG:4:250054479",-92.61416667,15.2757778,247,203
"SEEDGWAS490:MRG:4:250059282",-57.749216,-25.306407,186,65
"SEEDGWAS4900:MRG:4:250095989",-100.777428,20.59568,172,1813
"SEEDGWAS4901:MRG:4:250095997",-104.060951,20.507845,172,1482
"SEEDGWAS4903:MRG:4:250096002",-105.259161,27.008378,136,1533
"SEEDGWAS4905:MRG:4:250096010",-102.733333,20.816667,189,1843
"SEEDGWAS4906:MRG:4:250096017",-103.567399,20.509937,163,1687
"SEEDGWAS4907:MRG:4:250096050",-102.733333,20.066667,186,1650
"SEEDGWAS4909:MRG:4:250096099",-98.76666667,20.6,236,1666
"SEEDGWAS491:MRG:4:250059283",-60,-25,178,113
"SEEDGWAS4911:MRG:4:250096126",-103.5,23.62,199,2280
"SEEDGWAS4912:MRG:4:250096130",-98.2,20.15,348,2372
"SEEDGWAS4914:MRG:4:250096136",-99.083132,18.878577,304,1457
"SEEDGWAS4918:MRG:4:250096143",-99.55,18.66666667,262,1580
"SEEDGWAS4919:MRG:4:250096150",-99.58333333,19.73333333,391,2784
"SEEDGWAS492:MRG:4:250059284",-96.85,19.73333333,458,1677
"SEEDGWAS4921:MRG:4:250096159",-99.65111,24.618879,309,491
"SEEDGWAS4923:MRG:4:250096169",-102.319883,20.290769,181,1615
"SEEDGWAS4924:MRG:4:250096236",-97.816908,17.312798,308,2168
"SEEDGWAS4925:MRG:4:250096241",-97.957508,17.19135,414,2294
"SEEDGWAS4926:MRG:4:250096256",-107.9333333,30.38333333,118,1467
"SEEDGWAS4927:MRG:4:250096280",-104.393881,23.480832,168,1878
"SEEDGWAS4928:MRG:4:250096281",-104.393881,23.480832,168,1878
"SEEDGWAS4929:MRG:4:250096292",-104.129825,21.381182,222,1791
"SEEDGWAS493:MRG:4:250059285",-99.078377,21.337298,416,1589
"SEEDGWAS4930:MRG:4:250096304",-102.9666667,21.78333333,151,1582
"SEEDGWAS4932:MRG:4:250096313",-97.816908,17.312798,308,2168
"SEEDGWAS4933:MRG:4:250096524",-103.814756,19.55706,189,1527
"SEEDGWAS4935:MRG:4:250096546",-102.194513,21.942148,177,1939
"SEEDGWAS4936:MRG:4:250096550",-103.25,19.96666667,231,2045
"SEEDGWAS4937:MRG:4:250096552",-102.3,20.33333333,180,1615
"SEEDGWAS4938:MRG:4:250096630",-102.6166667,20.3,178,1530
"SEEDGWAS4939:MRG:4:250096631",-101.395424,20.966316,188,1799
"SEEDGWAS4940:MRG:4:250096643",-97.81666667,18.4,186,1971
"SEEDGWAS4941:MRG:4:250096650",-102.35,20.71666667,187,2038
"SEEDGWAS4942:MRG:4:250096682",-102.471716,20.686914,178,2038
"SEEDGWAS4943:MRG:4:250096698",-100.6833333,22.45,221,1849
"SEEDGWAS4944:MRG:4:250096782",-100.9833333,20.51666667,170,1765
"SEEDGWAS4945:MRG:4:250096786",-100.0333333,19.03333333,630,2100
"SEEDGWAS4946:MRG:4:250096826",-97.03333333,19.08333333,443,1888
"SEEDGWAS4947:MRG:4:250096862",-102.45,21.16666667,180,1781
"SEEDGWAS4948:MRG:4:250096871",-96.876585,17.258284,184,1898
"SEEDGWAS4949:MRG:4:250096874",-96.261935,16.8965,424,1753
"SEEDGWAS4950:MRG:4:250096878",-96.874589,16.789356,220,2030
"SEEDGWAS4951:MRG:4:250096895",-97.03333333,19.08333333,443,1888
"SEEDGWAS4953:MRG:4:250096924",-102.1666667,21.01666667,161,1941
"SEEDGWAS4954:MRG:4:250104997",-97.692737,17.26968,274,2168
"SEEDGWAS4955:MRG:4:250105016",-97.692737,17.26968,274,2168
"SEEDGWAS4956:MRG:4:250105018",-100,21.93333333,137,1011
"SEEDGWAS4957:MRG:4:250105115",-102.243902,22.269581,156,1963
"SEEDGWAS4958:MRG:4:250105131",-67.769458,-29.503681,119,1967
"SEEDGWAS4960:MRG:4:250095991",-99.631435,21.141034,496,1752
"SEEDGWAS4964:MRG:4:250096037",-99.7,19.88333333,279,2721
"SEEDGWAS4965:MRG:4:250096038",-99.51666667,19.96666667,266,2644
"SEEDGWAS4966:MRG:4:250096044",-99.51666667,19.96666667,266,2644
"SEEDGWAS4967:MRG:4:250096047",-98.35,19.16666667,236,2287
"SEEDGWAS4971:MRG:4:250096119",-101.116546,23.135074,154,1965
"SEEDGWAS4972:MRG:4:250096128",-97.231739,19.761657,387,1998
"SEEDGWAS4973:MRG:4:250096156",-98.9,20.26666667,220,2167
"SEEDGWAS4974:MRG:4:250096162",-97.08333333,19.61666667,460,2545
"SEEDGWAS4975:MRG:4:250096175",-101.255262,19.652464,191,2156
"SEEDGWAS4976:MRG:4:250096176",-101.5333333,19.41666667,444,2501
"SEEDGWAS4977:MRG:4:250096179",-101.9,19.82,298,2534
"SEEDGWAS4978:MRG:4:250096183",-97.15,19.35,486,2076
"SEEDGWAS4980:MRG:4:250096224",-96.950662,18.168563,401,1778
"SEEDGWAS4980:MRG:4:250096225",-96.950662,18.168563,401,1778
"SEEDGWAS4981:MRG:4:250096230",-97.867153,17.190837,313,2294
"SEEDGWAS4982:MRG:4:250096231",-97.867153,17.190837,313,2294
"SEEDGWAS4983:MRG:4:250096232",-96.919424,17.515762,226,1503
"SEEDGWAS4984:MRG:4:250096248",-97.677827,17.279413,270,2168
"SEEDGWAS4985:MRG:4:250096253",-96.462174,17.114912,452,2571
"SEEDGWAS4986:MRG:4:250096258",-107.7333333,29.36666667,162,2179
"SEEDGWAS4986:MRG:4:250096259",-107.7333333,29.36666667,162,2179
"SEEDGWAS4988:MRG:4:250096265",-107.75,28.85,173,2025
"SEEDGWAS4989:MRG:4:250096276",-107.305103,28.492774,205,2157
"SEEDGWAS4990:MRG:4:250096286",-106.5333333,25.13333333,686,1442
"SEEDGWAS4991:MRG:4:250096293",-103.566312,22.790665,186,2001
"SEEDGWAS4992:MRG:4:250096301",-102.8833333,22.33333333,170,1952
"SEEDGWAS4993:MRG:4:250096316",-98.4,19.01666667,227,2302
"SEEDGWAS4998:MRG:4:250096362",-98.3,19.1,265,2174
"SEEDGWAS4999:MRG:4:250096363",-97.86666667,18.91666667,205,2139
"SEEDGWAS5:MRG:4:250054449",-99.537659,17.167363,289,611
"SEEDGWAS500:MRG:4:250059293",-97.998902,22.43833,179,12
"SEEDGWAS5000:MRG:4:250096364",-98.287568,19.04153,263,2174
"SEEDGWAS5002:MRG:4:250096369",-98.4,19.15,233,2302
"SEEDGWAS5003:MRG:4:250096380",-97.78333333,19.81666667,374,2309
"SEEDGWAS5004:MRG:4:250096383",-98.33333333,19.15,254,2174
"SEEDGWAS5005:MRG:4:250096386",-98.01666667,18.95,237,2125
"SEEDGWAS5009:MRG:4:250096395",-97.883367,18.967821,213,2139
"SEEDGWAS501:MRG:4:250059294",-99.01666667,23.3,305,470
"SEEDGWAS5010:MRG:4:250096397",-101.7,19.2,299,1721
"SEEDGWAS5011:MRG:4:250096413",-102.1666667,19.9,212,1829
"SEEDGWAS5012:MRG:4:250096414",-102.1666667,19.9,212,1829
"SEEDGWAS5014:MRG:4:250096437",-98.857468,19.521431,231,2281
"SEEDGWAS5015:MRG:4:250096440",-98.914614,19.622791,233,2281
"SEEDGWAS5016:MRG:4:250096441",-98.914614,19.622791,233,2281
"SEEDGWAS5017:MRG:4:250096442",-98.914614,19.622791,233,2281
"SEEDGWAS5018:MRG:4:250096444",-98.91666667,19.55,207,2281
"SEEDGWAS502:MRG:4:250059295",-89.080905,19.670577,323,71
"SEEDGWAS5023:MRG:4:250096492",-98.857468,19.521431,231,2281
"SEEDGWAS5023:MRG:4:250096493",-98.857468,19.521431,231,2281
"SEEDGWAS5024:MRG:4:250096514",-101.219653,19.518555,231,2156
"SEEDGWAS5025:MRG:4:250096516",-97.431577,18.619245,291,2077
"SEEDGWAS5027:MRG:4:250096528",-99.88333333,20.51666667,195,1965
"SEEDGWAS5029:MRG:4:250096558",-97.381224,19.812923,417,2524
"SEEDGWAS503:MRG:4:250059296",-89.080905,19.670577,323,71
"SEEDGWAS5030:MRG:4:250096561",-98.11666667,19.43333333,255,2495
"SEEDGWAS5032:MRG:4:250096607",-100.07212,21.135163,205,1984
"SEEDGWAS5033:MRG:4:250096608",-100.07212,21.135163,205,1984
"SEEDGWAS5034:MRG:4:250096609",-97.23333333,19.78333333,403,1998
"SEEDGWAS5035:MRG:4:250096618",-98.27,17.85,157,1329
"SEEDGWAS5037:MRG:4:250096621",-97.407682,18.627026,287,2077
"SEEDGWAS5039:MRG:4:250096641",-98.882179,19.572939,232,2281
"SEEDGWAS504:MRG:4:250059297",-89.080905,19.670577,323,71
"SEEDGWAS5041:MRG:4:250096652",-99.23333333,19.73333333,245,2359
"SEEDGWAS5043:MRG:4:250096655",-98.73333333,19.73333333,230,2448
"SEEDGWAS5044:MRG:4:250096658",-98.914614,19.622791,233,2281
"SEEDGWAS5045:MRG:4:250096660",-99.23333333,19.73333333,245,2359
"SEEDGWAS5047:MRG:4:250096668",-101.1166667,23.13333333,154,1965
"SEEDGWAS5049:MRG:4:250096685",-98.73333333,19.73333333,230,2448
"SEEDGWAS5050:MRG:4:250096690",-98.857468,19.521431,231,2281
"SEEDGWAS5051:MRG:4:250096692",-99.23333333,19.73333333,245,2359
"SEEDGWAS5052:MRG:4:250096696",-99.927547,20.474247,195,2076
"SEEDGWAS5052:MRG:4:250096697",-99.927547,20.474247,195,2076
"SEEDGWAS5053:MRG:4:250096732",-98.21666667,19.16666667,242,2263
"SEEDGWAS5054:MRG:4:250096733",-98.3,19.25,269,2263
"SEEDGWAS5055:MRG:4:250096735",-98.513073,19.567345,271,2666
"SEEDGWAS5056:MRG:4:250096749",-97.28333333,17.45,237,2145
"SEEDGWAS5057:MRG:4:250096778",-97.08333333,18.78333333,428,1758
"SEEDGWAS5058:MRG:4:250096788",-97.35,17.53333333,255,2389
"SEEDGWAS506:MRG:4:250059298",-88.05,19.58333333,448,20
"SEEDGWAS5060:MRG:4:250096796",-97.500186,19.479844,225,2387
"SEEDGWAS5061:MRG:4:250096799",-98.513073,19.567345,271,2666
"SEEDGWAS5062:MRG:4:250096812",-97.500186,19.479844,225,2387
"SEEDGWAS5063:MRG:4:250096813",-98.23333333,19.25,293,2263
"SEEDGWAS5066:MRG:4:250096873",-96.26666667,16.9,334,1753
"SEEDGWAS5067:MRG:4:250096876",-96.261935,16.8965,424,1753
"SEEDGWAS5068:MRG:4:250096893",-98.3,19.25,269,2263
"SEEDGWAS5069:MRG:4:250096913",-98.805501,19.046412,270,2733
"SEEDGWAS507:MRG:4:250059299",-88.710606,19.733923,428,41
"SEEDGWAS5070:MRG:4:250096917",-92.457989,16.714786,352,2109
"SEEDGWAS5071:MRG:4:250096918",-92.457989,16.714786,352,2109
"SEEDGWAS5072:MRG:4:250096919",-92.68,16.78,276,2065
"SEEDGWAS5073:MRG:4:250096922",-102.5,21.41666667,164,1775
"SEEDGWAS5074:MRG:4:250096928",-102.1666667,21.21666667,210,1837
"SEEDGWAS5075:MRG:4:250096943",-98.734909,20.784944,434,1730
"SEEDGWAS5077:MRG:4:250096945",-102.622283,22.875871,155,2260
"SEEDGWAS508:MRG:4:250059300",-89.249339,20.883144,595,15
"SEEDGWAS5080:MRG:4:250096951",-98.734909,20.784944,434,1730
"SEEDGWAS5082:MRG:4:250104986",-98.85,19.22,265,2307
"SEEDGWAS5086:MRG:4:250105002",-97.45,19.86666667,382,1351
"SEEDGWAS5088:MRG:4:250105012",-97.25,19.76666667,418,1998
"SEEDGWAS509:MRG:4:250059301",-88.05,19.58333333,448,20
"SEEDGWAS5090:MRG:4:250105035",-98.1,19.35,280,2495
"SEEDGWAS5091:MRG:4:250105049",-98.734909,20.784944,434,1730
"SEEDGWAS5092:MRG:4:250105050",-98.734909,20.784944,434,1730
"SEEDGWAS5093:MRG:4:250105056",-98.96666667,19.71666667,168,2351
"SEEDGWAS5094:MRG:4:250105059",-103,20.61666667,144,1792
"SEEDGWAS5095:MRG:4:250105060",-98.43333333,20.15,253,2301
"SEEDGWAS5096:MRG:4:250105062",-100.376967,20.184461,229,2330
"SEEDGWAS5098:MRG:4:250105065",-97.25,19.76666667,418,1998
"SEEDGWAS5099:MRG:4:250105067",-98.96666667,19.71666667,168,2351
"SEEDGWAS510:MRG:4:250059302",-96.85,19.73333333,458,1677
"SEEDGWAS5100:MRG:4:250105075",-99.32,19.41,325,2428
"SEEDGWAS5101:MRG:4:250105076",-98.894349,19.607411,181,2281
"SEEDGWAS5103:MRG:4:250105138",-97.342947,17.517894,235,2389
"SEEDGWAS5104:MRG:4:250105143",-102.212362,22.233853,135,1963
"SEEDGWAS5105:MRG:4:250105144",-103.680049,19.796015,357,1700
"SEEDGWAS5106:MRG:4:250105149",-103.506517,20.030919,166,1864
"SEEDGWAS5107:MRG:4:250105154",-101.7,22.58,150,2132
"SEEDGWAS5108:MRG:4:250105156",-103.515374,19.988464,180,1515
"SEEDGWAS5109:MRG:4:250105164",-102.229694,22.287284,179,1963
"SEEDGWAS5110:MRG:4:250105165",-98.846801,19.155854,283,2624
"SEEDGWAS5111:MRG:4:250105167",-99.166836,19.677872,211,2359
"SEEDGWAS5112:MRG:4:250105168",-101.055509,20.100817,283,1928
"SEEDGWAS5113:MRG:4:250105170",-103.6,20.03,283,1864
"SEEDGWAS5114:MRG:4:250105173",-92.5,16.83,373,2109
"SEEDGWAS5114:MRG:4:250105174",-92.5,16.83,373,2109
"SEEDGWAS5115:MRG:4:250105178",-92.575401,16.795065,410,2369
"SEEDGWAS5116:MRG:4:250105179",-92.68,16.78,276,2065
"SEEDGWAS5117:MRG:4:250105180",-92.63,16.75,274,2369
"SEEDGWAS5118:MRG:4:250105182",-92.63,16.75,274,2369
"SEEDGWAS5119:MRG:4:250105183",-92.47,16.77,421,2109
"SEEDGWAS5120:MRG:4:250105184",-92.710791,16.756442,316,2065
"SEEDGWAS5121:MRG:4:250105185",-92.710791,16.756442,316,2065
"SEEDGWAS5122:MRG:4:250105188",-92.68,16.78,276,2065
"SEEDGWAS5123:MRG:4:250105189",-98.77,19.03,328,2733
"SEEDGWAS5124:MRG:4:250105190",-98.75,19.12,313,2733
"SEEDGWAS5125:MRG:4:250105192",-98.81666667,19.58333333,287,2638
"SEEDGWAS5127:MRG:4:250096634",-104.470092,24.771032,144,1853
"SEEDGWAS5128:MRG:4:250096678",-100.913794,21.253292,156,1975
"SEEDGWAS513:MRG:4:250059305",-96.831814,17.528084,185,1905
"SEEDGWAS5131:MRG:4:250105019",-104.760042,24.50251,198,2011
"SEEDGWAS5132:MRG:4:250105081",-102.411485,22.160244,160,2127
"SEEDGWAS5136:MRG:4:250096268",-107.8333333,28.96666667,161,2025
"SEEDGWAS5137:MRG:4:250096271",-106.95,26.03333333,670,2447
"SEEDGWAS5138:MRG:4:250096273",-106.95,26.03333333,670,2447
"SEEDGWAS5139:MRG:4:250096299",-103.55,22.3,206,2096
"SEEDGWAS5140:MRG:4:250096354",-98.523863,19.268596,313,3070
"SEEDGWAS5141:MRG:4:250096376",-98.56666667,19.33333333,291,3070
"SEEDGWAS5142:MRG:4:250096420",-99.11666667,19.81666667,208,2255
"SEEDGWAS5143:MRG:4:250096421",-98.928459,19.552262,194,2281
"SEEDGWAS5145:MRG:4:250096527",-103.832054,23.739833,254,2372
"SEEDGWAS5146:MRG:4:250096557",-97.500186,19.479844,225,2387
"SEEDGWAS5147:MRG:4:250096639",-99.217527,19.835255,199,2265
"SEEDGWAS5148:MRG:4:250096663",-97.500186,19.479844,225,2387
"SEEDGWAS5150:MRG:4:250096792",-97.500186,19.479844,225,2387
"SEEDGWAS5151:MRG:4:250096794",-97.613864,19.366031,198,2387
"SEEDGWAS5152:MRG:4:250096898",-97.45,19.11666667,296,2715
"SEEDGWAS5153:MRG:4:250096902",-101.5,21.88333333,160,2232
"SEEDGWAS5154:MRG:4:250096942",-101.699038,22.139738,146,2250
"SEEDGWAS5155:MRG:4:250105028",-102.362002,22.231913,143,2170
"SEEDGWAS5156:MRG:4:250105030",-104.716667,24.516667,216,2011
"SEEDGWAS5158:MRG:4:250105046",-101.5,22.3,246,2257
"SEEDGWAS5159:MRG:4:250105048",-98.43333333,20.15,253,2301
"SEEDGWAS516:MRG:4:250059308",-58.02,-30.65,235,52
"SEEDGWAS5160:MRG:4:250096255",-107.9333333,30.38333333,118,1467
"SEEDGWAS5162:MRG:4:250096755",-104.7,24.52,220,2011
"SEEDGWAS5163:MRG:4:250105042",-102.3333333,22.48333333,163,2019
"SEEDGWAS5164:MRG:4:250105069",-107.74083,29.375447,154,2179
"SEEDGWAS5165:MRG:4:250096400",-108.3833333,28.2,535,1685
"SEEDGWAS5166:MRG:4:250096882",-108.1166667,29.2,203,2224
"SEEDGWAS5167:MRG:4:250096741",-97.031108,19.060025,386,1888
"SEEDGWAS517:MRG:4:250059309",-59.227485,-31.485417,267,62
"SEEDGWAS5171:MRG:4:250105017",-99.634229,21.83299,175,975
"SEEDGWAS5172:MRG:4:250105066",-96.85,19.73333333,458,1677
"SEEDGWAS5173:MRG:4:250105117",-96.85,19.73333333,458,1677
"SEEDGWAS518:MRG:4:250059310",-58.98,-29.08,193,62
"SEEDGWAS5187:MRG:4:250105202",-103.165492,18.761556,333,1581
"SEEDGWAS519:MRG:4:250059311",-60.83333333,-26.7,228,104
"SEEDGWAS5190:MRG:4:250105205",-97.427292,18.483431,164,1680
"SEEDGWAS5191:MRG:4:250105206",-100.777428,20.59568,172,1813
"SEEDGWAS5192:MRG:4:250105207",-104.2,19.8,189,1011
