,sorghum_aridity_index
PI620536.D1G0BACXX.7.250129835,5707
PI620537.D1G0BACXX.7.250129752,4419
PI620538.D1G0BACXX.7.250129764,4419
PI620539.D1G0BACXX.7.250129776,4419
PI620544.D1G0BACXX.7.250129788,3816
PI620545.D1G0BACXX.7.250129800,3816
PI620547.D1G0BACXX.7.250129812,3427
PI620548.D1G0BACXX.7.250129824,3427
PI620557.D1G0BACXX.7.250129836,5537
PI620560.D1G0BACXX.7.250129753,10017
PI620564.D1G0BACXX.7.250129765,3322
PI620565.D1G0BACXX.7.250129777,3322
PI620567.D1G0BACXX.7.250129789,2831
PI620570.D1G0BACXX.7.250129801,3001
PI620572.D1G0BACXX.7.250129813,5836
PI620578.D1G0BACXX.7.250129825,4746
PI620579.D1G0BACXX.7.250129837,4978
PI620610.D1G0BACXX.7.250129754,7339
PI620611.D1G0BACXX.7.250129766,6842
PI620615.D1G0BACXX.7.250129778,6337
PI620617.D1G0BACXX.7.250129790,7124
PI620624.D1G0BACXX.7.250129802,6119
PI646200.D1G0BACXX.7.250129814,4236
PI646201.D1G0BACXX.7.250129826,4236
PI646202.D1G0BACXX.7.250129838,6752
PI646203.D1G0BACXX.7.250129755,6752
PI646205.D1G0BACXX.7.250129767,3196
PI646206.D1G0BACXX.7.250129779,3196
PI646207.D1G0BACXX.7.250129791,3196
PI646208.D1G0BACXX.7.250129803,3196
PI646209.D1G0BACXX.7.250129815,3444
PI646210.D1G0BACXX.7.250129827,3097
PI646211.D1G0BACXX.7.250129839,4712
PI646212.D1G0BACXX.7.250129756,3641
PI646213.D1G0BACXX.7.250129768,5636
PI646214.D1G0BACXX.7.250129780,6416
PI646215.D1G0BACXX.7.250129792,6416
PI646216.D1G0BACXX.7.250129804,6416
PI646217.D1G0BACXX.7.250129816,5455
PI646223.D1G0BACXX.7.250129828,5455
PI646230.D1G0BACXX.7.250129840,6548
PI646231.D1G0BACXX.7.250129757,6318
PI646233.D1G0BACXX.7.250129769,6565
PI646234.D1G0BACXX.7.250129781,6498
PI646236.D1G0BACXX.7.250129793,7426
PI646237.D1G0BACXX.7.250129805,6501
PI646239.D1G0BACXX.7.250129817,6598
PI646240.D1G0BACXX.7.250129829,6595
PI646241.D1G0BACXX.7.250129841,7089
PI646242.D1G0BACXX.7.250129758,7339
PI646243.D1G0BACXX.7.250129770,7339
PI646245.D1G0BACXX.7.250129794,5444
PI646246.D1G0BACXX.7.250129806,5533
PI646247.D1G0BACXX.7.250129818,5422
PI646248.D1G0BACXX.7.250129830,6155
PI646249.D1G0BACXX.7.250129842,6057
PI646250.D1G0BACXX.7.250129759,5251
PI646251.D1G0BACXX.7.250129771,8105
PI646252.D1G0BACXX.7.250129783,8105
PI646254.D1G0BACXX.7.250129795,6600
PI646255.D1G0BACXX.7.250129807,6427
PI646256.D1G0BACXX.7.250129819,6427
PI646259.D1G0BACXX.7.250129831,7629
PI646260.D1G0BACXX.7.250129843,7629
PI646261.D1G0BACXX.7.250129760,7981
PI646262.D1G0BACXX.7.250129772,7981
PI646263.D1G0BACXX.7.250129784,8850
PI646264.D1G0BACXX.7.250129796,8850
PI646266.D1G0BACXX.7.250129808,8058
PI646267.D1G0BACXX.7.250129820,8058
PI646271.D1G0BACXX.7.250129832,6617
PI646279.D1G0BACXX.7.250129844,6654
PI646280.D1G0BACXX.7.250129761,7086
PI646281.D1G0BACXX.7.250129773,7086
PI646283.D1G0BACXX.7.250129785,6261
PI646289.D1G0BACXX.7.250129797,6508
PI646290.D1G0BACXX.7.250129809,7850
PI646291.D1G0BACXX.7.250129821,6100
PI646292.D1G0BACXX.7.250129833,7823
PI646293.D1G0BACXX.7.250129845,7489
PI646294.D1G0BACXX.7.250129762,7445
PI646295.D1G0BACXX.7.250129774,6712
PI646296.D1G0BACXX.7.250129786,7011
PI646297.D1G0BACXX.7.250129798,5872
PI646303.D1G0BACXX.7.250129810,8330
PI646304.D1G0BACXX.7.250129822,7601
PI646306.D1G0BACXX.7.250129834,5333
PI646307.D1G0BACXX.7.250129846,5091
PI646312.D1G0BACXX.7.250129878,11117
PI646313.D1G0BACXX.7.250129890,10212
PI646315.D1G0BACXX.7.250129902,5466
PI646316.D1G0BACXX.7.250129914,5914
PI646317.D1G0BACXX.7.250129926,5914
PI646319.D1G0BACXX.7.250129938,5889
PI646320.D1G0BACXX.7.250129950,6657
PI646321.D1G0BACXX.7.250129962,5774
PI646322.D1G0BACXX.7.250129879,6914
PI646323.D1G0BACXX.7.250129891,6914
PI646324.D1G0BACXX.7.250129903,5629
PI646325.D1G0BACXX.7.250129915,5629
PI646387.D1G0BACXX.7.250129927,3473
PI646388.D1G0BACXX.7.250129939,3497
PI646389.D1G0BACXX.7.250129951,3536
PI646390.D1G0BACXX.7.250129963,5707
PI646391.D1G0BACXX.7.250129880,5537
PI646392.D1G0BACXX.7.250129892,10017
PI647018.D1G0BACXX.7.250129904,3363
PI647019.D1EYBACXX.8.250140216,3972
PI647020.D1G0BACXX.7.250129928,3972
PI647021.D1G0BACXX.7.250129940,3972
PI647022.D1G0BACXX.7.250129952,6393
PI647023.D1G0BACXX.7.250129964,5666
PI647024.D1G0BACXX.7.250129881,2881
PI647025.D1G0BACXX.7.250129893,2606
PI647026.D1G0BACXX.7.250129905,2276
PI647027.D1G0BACXX.7.250129917,4242
PI647028.D1G0BACXX.7.250129929,2277
PI647029.D1G0BACXX.7.250129941,1729
PI658758.D1G0BACXX.7.250129953,4495
PI659693.D1G0BACXX.7.250129965,3903
