,maize_aridity_index
SEEDGWAS3618:MRG:4:250069748,5227
SEEDGWAS3619:MRG:4:250064483,8461
SEEDGWAS3620:MRG:4:250069750,4314
SEEDGWAS3621:MRG:4:250064484,9585
SEEDGWAS3622:MRG:4:250069751,2202
SEEDGWAS3623:MRG:4:250064485,3381
SEEDGWAS3624:MRG:4:250064486,3381
SEEDGWAS3627:MRG:4:250069754,2535
SEEDGWAS3628:MRG:4:250069755,2468
SEEDGWAS3629:MRG:4:250069756,2509
SEEDGWAS3630:MRG:4:250069757,4093
SEEDGWAS3632:MRG:4:250064487,4236
SEEDGWAS3633:MRG:4:250069760,817
SEEDGWAS3636:MRG:4:250069762,4396
SEEDGWAS3638:MRG:4:250064488,4510
SEEDGWAS3639:MRG:4:250069763,3028
SEEDGWAS3640:MRG:4:250069764,5372
SEEDGWAS3641:MRG:4:250069765,2727
SEEDGWAS3644:MRG:4:250069766,2427
SEEDGWAS3646:MRG:4:250064490,1454
SEEDGWAS3647:MRG:4:250069767,4647
SEEDGWAS3651:MRG:4:250069768,5553
SEEDGWAS3652:MRG:4:250069769,2016
SEEDGWAS3653:MRG:4:250069770,2425
SEEDGWAS3654:MRG:4:250064493,8075
SEEDGWAS3655:MRG:4:250069771,5124
SEEDGWAS3656:MRG:4:250069772,6979
SEEDGWAS3657:MRG:4:250069773,6979
SEEDGWAS3658:MRG:4:250064494,5352
SEEDGWAS3659:MRG:4:250064495,5932
SEEDGWAS3660:MRG:4:250069774,1286
SEEDGWAS367:MRG:4:250059145,7046
SEEDGWAS3675:MRG:4:250064507,13783
SEEDGWAS3676:MRG:4:250064508,13557
SEEDGWAS368:MRG:4:250059146,6058
SEEDGWAS3682:MRG:4:250069778,2878
SEEDGWAS3683:MRG:4:250069779,2491
SEEDGWAS3687:MRG:4:250069781,5119
SEEDGWAS3690:MRG:4:250064509,7432
SEEDGWAS3692:MRG:4:250069785,5122
SEEDGWAS3693:MRG:4:250064541,6623
SEEDGWAS3694:MRG:4:250069786,2408
SEEDGWAS3696:MRG:4:250064542,9772
SEEDGWAS3697:MRG:4:250064543,9772
SEEDGWAS3698:MRG:4:250069788,5513
SEEDGWAS3699:MRG:4:250069789,4222
SEEDGWAS3700:MRG:4:250069790,2485
SEEDGWAS3701:MRG:4:250069791,5400
SEEDGWAS3702:MRG:4:250069792,5400
SEEDGWAS3704:MRG:4:250069793,5400
SEEDGWAS3705:MRG:4:250064544,2682
SEEDGWAS3706:MRG:4:250069795,2829
SEEDGWAS3708:MRG:4:250069796,3809
SEEDGWAS3709:MRG:4:250069797,1965
SEEDGWAS3710:MRG:4:250069798,4887
SEEDGWAS3711:MRG:4:250069799,4887
SEEDGWAS3712:MRG:4:250069800,4887
SEEDGWAS3713:MRG:4:250069801,4427
SEEDGWAS3714:MRG:4:250069802,4686
SEEDGWAS3715:MRG:4:250069803,5164
SEEDGWAS3716:MRG:4:250069804,4864
SEEDGWAS3717:MRG:4:250069805,3311
SEEDGWAS3718:MRG:4:250069806,3042
SEEDGWAS3720:MRG:4:250069808,2809
SEEDGWAS3721:MRG:4:250069809,2647
SEEDGWAS3722:MRG:4:250064545,3081
SEEDGWAS3723:MRG:4:250069810,3023
SEEDGWAS3724:MRG:4:250064546,4227
SEEDGWAS3725:MRG:4:250069811,4227
SEEDGWAS3726:MRG:4:250064547,185
SEEDGWAS3727:MRG:4:250069812,8468
SEEDGWAS3728:MRG:4:250064548,4670
SEEDGWAS373:MRG:4:250059149,12785
SEEDGWAS3730:MRG:4:250064549,12209
SEEDGWAS3731:MRG:4:250069814,8472
SEEDGWAS3733:MRG:4:250069815,2621
SEEDGWAS3734:MRG:4:250064550,9608
SEEDGWAS3735:MRG:4:250069816,5508
SEEDGWAS3736:MRG:4:250069817,2796
SEEDGWAS3737:MRG:4:250069818,4409
SEEDGWAS3739:MRG:4:250064551,6934
SEEDGWAS3740:MRG:4:250069819,2336
SEEDGWAS3742:MRG:4:250069820,3759
SEEDGWAS3744:MRG:4:250064552,7650
SEEDGWAS3745:MRG:4:250069821,2796
SEEDGWAS3746:MRG:4:250064553,7650
SEEDGWAS3748:MRG:4:250064555,4424
SEEDGWAS3750:MRG:4:250069823,2572
SEEDGWAS3751:MRG:4:250069824,4162
SEEDGWAS3753:MRG:4:250069825,3450
SEEDGWAS3754:MRG:4:250064556,5355
SEEDGWAS3756:MRG:4:250069826,2259
SEEDGWAS3757:MRG:4:250069827,2796
SEEDGWAS3758:MRG:4:250069828,2716
SEEDGWAS376:MRG:4:250059151,5619
SEEDGWAS3762:MRG:4:250069829,3338
SEEDGWAS3763:MRG:4:250064559,7650
SEEDGWAS3765:MRG:4:250069830,9619
SEEDGWAS3767:MRG:4:250069831,3984
SEEDGWAS3768:MRG:4:250064560,3787
SEEDGWAS3769:MRG:4:250069832,2824
SEEDGWAS3770:MRG:4:250069833,2244
SEEDGWAS3771:MRG:4:250069834,2824
SEEDGWAS3772:MRG:4:250064561,13653
SEEDGWAS3774:MRG:4:250064562,4657
SEEDGWAS3775:MRG:4:250069835,4357
SEEDGWAS3776:MRG:4:250064563,3640
SEEDGWAS3777:MRG:4:250069836,4357
SEEDGWAS3778:MRG:4:250069837,2824
SEEDGWAS3779:MRG:4:250069838,2270
SEEDGWAS3780:MRG:4:250069839,2661
SEEDGWAS3782:MRG:4:250069840,3332
SEEDGWAS3783:MRG:4:250069841,4407
SEEDGWAS3786:MRG:4:250069842,2246
SEEDGWAS3787:MRG:4:250069843,2370
SEEDGWAS3790:MRG:4:250064564,3506
SEEDGWAS3794:MRG:4:250064567,3506
SEEDGWAS3795:MRG:4:250064568,3859
SEEDGWAS3796:MRG:4:250064569,3859
SEEDGWAS3798:MRG:4:250064570,4159
SEEDGWAS3799:MRG:4:250064571,4338
SEEDGWAS38:MRG:4:250054474,9415
SEEDGWAS3800:MRG:4:250069877,2269
SEEDGWAS3803:MRG:4:250069878,1965
SEEDGWAS3804:MRG:4:250064574,7812
SEEDGWAS3806:MRG:4:250064576,11919
SEEDGWAS3809:MRG:4:250064578,2252
SEEDGWAS3810:MRG:4:250064579,2245
SEEDGWAS3811:MRG:4:250064580,2734
SEEDGWAS3813:MRG:4:250064581,1952
SEEDGWAS3816:MRG:4:250064583,2271
SEEDGWAS3818:MRG:4:250069882,1952
SEEDGWAS3819:MRG:4:250064584,2201
SEEDGWAS3820:MRG:4:250064585,9661
SEEDGWAS3821:MRG:4:250064587,2248
SEEDGWAS3822:MRG:4:250064588,2201
SEEDGWAS3823:MRG:4:250069883,2717
SEEDGWAS3824:MRG:4:250064589,7812
SEEDGWAS3825:MRG:4:250064590,1651
SEEDGWAS3826:MRG:4:250064591,2257
SEEDGWAS3827:MRG:4:250064592,4372
SEEDGWAS3828:MRG:4:250064593,10919
SEEDGWAS3829:MRG:4:250069884,802
SEEDGWAS3830:MRG:4:250064594,4040
SEEDGWAS3831:MRG:4:250064595,3783
SEEDGWAS3832:MRG:4:250064596,4783
SEEDGWAS3833:MRG:4:250064597,11446
SEEDGWAS3836:MRG:4:250064598,5666
SEEDGWAS3837:MRG:4:250064599,4480
SEEDGWAS3838:MRG:4:250064600,3444
SEEDGWAS3839:MRG:4:250064601,3638
SEEDGWAS3840:MRG:4:250064602,9366
SEEDGWAS3841:MRG:4:250064603,8886
SEEDGWAS3842:MRG:4:250069885,10402
SEEDGWAS3845:MRG:4:250064606,13569
SEEDGWAS3846:MRG:4:250064607,11809
SEEDGWAS3848:MRG:4:250064609,12249
SEEDGWAS3849:MRG:4:250064610,12159
SEEDGWAS3850:MRG:4:250064611,12432
SEEDGWAS3853:MRG:4:250064612,10879
SEEDGWAS3854:MRG:4:250064613,10621
SEEDGWAS3855:MRG:4:250064614,11263
SEEDGWAS3856:MRG:4:250064615,12240
SEEDGWAS3857:MRG:4:250064616,12247
SEEDGWAS3858:MRG:4:250064617,12432
SEEDGWAS3859:MRG:4:250064618,12240
SEEDGWAS3860:MRG:4:250064619,12240
SEEDGWAS3861:MRG:4:250064620,12347
SEEDGWAS3862:MRG:4:250064621,12247
SEEDGWAS3864:MRG:4:250064622,9869
SEEDGWAS3865:MRG:4:250064623,10916
SEEDGWAS3866:MRG:4:250064624,5484
SEEDGWAS3867:MRG:4:250064625,2192
SEEDGWAS3868:MRG:4:250064626,2252
SEEDGWAS3869:MRG:4:250064627,4765
SEEDGWAS3870:MRG:4:250064628,3142
SEEDGWAS3871:MRG:4:250064629,12432
SEEDGWAS3872:MRG:4:250064630,2201
SEEDGWAS3873:MRG:4:250064631,12241
SEEDGWAS3874:MRG:4:250064632,4094
SEEDGWAS3875:MRG:4:250069886,4891
SEEDGWAS3876:MRG:4:250069887,7324
SEEDGWAS3877:MRG:4:250069888,8505
SEEDGWAS3879:MRG:4:250069889,8535
SEEDGWAS3881:MRG:4:250069891,9303
SEEDGWAS3882:MRG:4:250069892,9303
SEEDGWAS3883:MRG:4:250064633,9303
SEEDGWAS3884:MRG:4:250064634,9303
SEEDGWAS3885:MRG:4:250064635,6873
SEEDGWAS3886:MRG:4:250069893,6873
SEEDGWAS3887:MRG:4:250064636,6569
SEEDGWAS3888:MRG:4:250065557,6569
SEEDGWAS3889:MRG:4:250065559,4290
SEEDGWAS3890:MRG:4:250065560,4150
SEEDGWAS3891:MRG:4:250065561,4150
SEEDGWAS3892:MRG:4:250069894,4147
SEEDGWAS3893:MRG:4:250065562,4147
SEEDGWAS3894:MRG:4:250065563,4486
SEEDGWAS3895:MRG:4:250069895,4147
SEEDGWAS3896:MRG:4:250065564,3696
SEEDGWAS3897:MRG:4:250065565,3653
SEEDGWAS3898:MRG:4:250069896,3653
SEEDGWAS3899:MRG:4:250065566,3653
SEEDGWAS3900:MRG:4:250065567,3653
SEEDGWAS3901:MRG:4:250065568,4303
SEEDGWAS3902:MRG:4:250065569,4425
SEEDGWAS3903:MRG:4:250065570,4398
SEEDGWAS3904:MRG:4:250065571,4443
SEEDGWAS3905:MRG:4:250065572,3653
SEEDGWAS3906:MRG:4:250069897,3653
SEEDGWAS3907:MRG:4:250069898,4443
SEEDGWAS3908:MRG:4:250069899,4443
SEEDGWAS3909:MRG:4:250065573,4443
SEEDGWAS3910:MRG:4:250065574,4443
SEEDGWAS3911:MRG:4:250065575,2792
SEEDGWAS3912:MRG:4:250065576,2778
SEEDGWAS3913:MRG:4:250065577,3460
SEEDGWAS3914:MRG:4:250065578,3460
SEEDGWAS3915:MRG:4:250065579,3460
SEEDGWAS3916:MRG:4:250065580,3460
SEEDGWAS3917:MRG:4:250065581,3262
SEEDGWAS3918:MRG:4:250069900,3653
SEEDGWAS3919:MRG:4:250065582,4530
SEEDGWAS3922:MRG:4:250065583,4475
SEEDGWAS3923:MRG:4:250065584,2785
SEEDGWAS3924:MRG:4:250065585,2853
SEEDGWAS3925:MRG:4:250069901,1473
SEEDGWAS3926:MRG:4:250065586,1473
SEEDGWAS3927:MRG:4:250069903,2977
SEEDGWAS3928:MRG:4:250069904,2977
SEEDGWAS3929:MRG:4:250065587,2505
SEEDGWAS3930:MRG:4:250069905,2505
SEEDGWAS3931:MRG:4:250069906,2505
SEEDGWAS3932:MRG:4:250065588,2843
SEEDGWAS3933:MRG:4:250069907,2853
SEEDGWAS3934:MRG:4:250069908,4805
SEEDGWAS3935:MRG:4:250065589,2269
SEEDGWAS3936:MRG:4:250065590,2269
SEEDGWAS3938:MRG:4:250065591,2144
SEEDGWAS3939:MRG:4:250065592,2328
SEEDGWAS3940:MRG:4:250065593,2328
SEEDGWAS3942:MRG:4:250065594,2144
SEEDGWAS3943:MRG:4:250069909,1958
SEEDGWAS3944:MRG:4:250069910,2453
SEEDGWAS3945:MRG:4:250069911,2613
SEEDGWAS3946:MRG:4:250069912,2613
SEEDGWAS3947:MRG:4:250069913,2464
SEEDGWAS3948:MRG:4:250065595,1952
SEEDGWAS3949:MRG:4:250065596,2505
SEEDGWAS3951:MRG:4:250065597,12070
SEEDGWAS3954:MRG:4:250065598,11339
SEEDGWAS3955:MRG:4:250065599,12240
SEEDGWAS3956:MRG:4:250065600,11263
SEEDGWAS3957:MRG:4:250065601,12361
SEEDGWAS3959:MRG:4:250065603,11862
SEEDGWAS3960:MRG:4:250065604,3402
SEEDGWAS3961:MRG:4:250069914,9303
SEEDGWAS3962:MRG:4:250065605,7165
SEEDGWAS3966:MRG:4:250065607,5457
SEEDGWAS3969:MRG:4:250069917,6706
SEEDGWAS3970:MRG:4:250069918,8705
SEEDGWAS3971:MRG:4:250069919,4679
SEEDGWAS3972:MRG:4:250065609,4150
SEEDGWAS3974:MRG:4:250065611,8705
SEEDGWAS3975:MRG:4:250065613,3920
SEEDGWAS3976:MRG:4:250065614,4955
SEEDGWAS3977:MRG:4:250065615,1879
SEEDGWAS3978:MRG:4:250065616,14122
SEEDGWAS3985:MRG:4:250065618,5575
SEEDGWAS3986:MRG:4:250065619,3920
SEEDGWAS3987:MRG:4:250069923,4916
SEEDGWAS3988:MRG:4:250065620,6003
SEEDGWAS3989:MRG:4:250069924,7015
SEEDGWAS399:MRG:4:250059171,6042
SEEDGWAS3990:MRG:4:250065621,4502
SEEDGWAS3991:MRG:4:250065622,5448
SEEDGWAS3995:MRG:4:250065625,9851
SEEDGWAS3997:MRG:4:250065627,3783
SEEDGWAS3998:MRG:4:250065628,4984
SEEDGWAS3999:MRG:4:250065629,3845
SEEDGWAS4:MRG:4:250054448,7287
SEEDGWAS4000:MRG:4:250065630,6483
SEEDGWAS4001:MRG:4:250065631,4190
SEEDGWAS4002:MRG:4:250065632,4719
SEEDGWAS4003:MRG:4:250065633,4580
SEEDGWAS4004:MRG:4:250065634,4061
SEEDGWAS4005:MRG:4:250065635,5076
SEEDGWAS4006:MRG:4:250065636,1952
SEEDGWAS4007:MRG:4:250065637,4150
SEEDGWAS4008:MRG:4:250065638,4150
SEEDGWAS401:MRG:4:250059173,11366
SEEDGWAS4010:MRG:4:250065639,8209
SEEDGWAS4011:MRG:4:250065640,9014
SEEDGWAS4012:MRG:4:250065641,9513
SEEDGWAS4013:MRG:4:250065642,9214
SEEDGWAS4014:MRG:4:250065643,9688
SEEDGWAS4015:MRG:4:250065644,10378
SEEDGWAS4016:MRG:4:250065645,5634
SEEDGWAS4017:MRG:4:250065646,5634
SEEDGWAS4018:MRG:4:250065648,8469
SEEDGWAS4019:MRG:4:250065649,3848
SEEDGWAS402:MRG:4:250059174,6099
SEEDGWAS4020:MRG:4:250065650,4718
SEEDGWAS4021:MRG:4:250065651,4564
SEEDGWAS4022:MRG:4:250065652,4150
SEEDGWAS4023:MRG:4:250064795,2196
SEEDGWAS4024:MRG:4:250064796,6509
SEEDGWAS4025:MRG:4:250064798,6509
SEEDGWAS4026:MRG:4:250064799,6509
SEEDGWAS4027:MRG:4:250064800,6509
SEEDGWAS4029:MRG:4:250064801,5222
SEEDGWAS403:MRG:4:250059175,6783
SEEDGWAS4030:MRG:4:250064802,11117
SEEDGWAS4031:MRG:4:250064803,3865
SEEDGWAS4032:MRG:4:250064804,3681
SEEDGWAS4033:MRG:4:250064805,4361
SEEDGWAS4034:MRG:4:250064806,4223
SEEDGWAS4039:MRG:4:250064809,2140
SEEDGWAS404:MRG:4:250059176,11275
SEEDGWAS4040:MRG:4:250064811,4948
SEEDGWAS4041:MRG:4:250064812,4948
SEEDGWAS4042:MRG:4:250064813,3815
SEEDGWAS4045:MRG:4:250064814,3222
SEEDGWAS4046:MRG:4:250064815,2908
SEEDGWAS4051:MRG:4:250064820,4948
SEEDGWAS4053:MRG:4:250064821,2397
SEEDGWAS4054:MRG:4:250064822,5069
SEEDGWAS4055:MRG:4:250069932,6082
SEEDGWAS4056:MRG:4:250064823,6000
SEEDGWAS4057:MRG:4:250069933,5646
SEEDGWAS4058:MRG:4:250064824,5519
SEEDGWAS4059:MRG:4:250064825,2913
SEEDGWAS4060:MRG:4:250064826,2911
SEEDGWAS4069:MRG:4:250064836,3222
SEEDGWAS407:MRG:4:250059177,5966
SEEDGWAS4070:MRG:4:250064837,3688
SEEDGWAS409:MRG:4:250059178,6133
SEEDGWAS4110:MRG:4:250064867,7901
SEEDGWAS4111:MRG:4:250069938,1381
SEEDGWAS4112:MRG:4:250069939,2646
SEEDGWAS4113:MRG:4:250064868,4006
SEEDGWAS4114:MRG:4:250064869,5354
SEEDGWAS4128:MRG:4:250064877,7129
SEEDGWAS4137:MRG:4:250069947,2447
SEEDGWAS414:MRG:4:250059182,5087
SEEDGWAS4140:MRG:4:250064882,5113
SEEDGWAS4141:MRG:4:250064883,12568
SEEDGWAS4150:MRG:4:250068605,4776
SEEDGWAS4151:MRG:4:250069951,1728
SEEDGWAS4152:MRG:4:250069952,4647
SEEDGWAS4153:MRG:4:250069953,4647
SEEDGWAS4154:MRG:4:250069954,4953
SEEDGWAS4156:MRG:4:250068607,4375
SEEDGWAS4157:MRG:4:250068608,6798
SEEDGWAS4158:MRG:4:250068609,1575
SEEDGWAS4159:MRG:4:250068610,3312
SEEDGWAS416:MRG:4:250059184,5731
SEEDGWAS4160:MRG:4:250068611,3260
SEEDGWAS4161:MRG:4:250069955,2744
SEEDGWAS4162:MRG:4:250068612,4094
SEEDGWAS4164:MRG:4:250069957,2656
SEEDGWAS4165:MRG:4:250069958,2744
SEEDGWAS417:MRG:4:250059186,13484
SEEDGWAS4170:MRG:4:250069959,884
SEEDGWAS4171:MRG:4:250069960,5297
SEEDGWAS4172:MRG:4:250069961,4396
SEEDGWAS4173:MRG:4:250068617,5592
SEEDGWAS4174:MRG:4:250069962,4181
SEEDGWAS4175:MRG:4:250069963,4453
SEEDGWAS4176:MRG:4:250069964,4453
SEEDGWAS4177:MRG:4:250068619,4453
SEEDGWAS4178:MRG:4:250069965,1695
SEEDGWAS4179:MRG:4:250069966,3301
SEEDGWAS418:MRG:4:250059187,6679
SEEDGWAS4180:MRG:4:250068620,3142
SEEDGWAS4181:MRG:4:250069967,4315
SEEDGWAS4182:MRG:4:250069968,4248
SEEDGWAS4183:MRG:4:250069969,4248
SEEDGWAS4184:MRG:4:250068621,961
SEEDGWAS4185:MRG:4:250068622,8223
SEEDGWAS4186:MRG:4:250069970,2095
SEEDGWAS4187:MRG:4:250062821,2259
SEEDGWAS4188:MRG:4:250062822,2649
SEEDGWAS4189:MRG:4:250068623,6934
SEEDGWAS419:MRG:4:250059188,6942
SEEDGWAS4190:MRG:4:250062823,856
SEEDGWAS4191:MRG:4:250062824,1577
SEEDGWAS4192:MRG:4:250068624,5512
SEEDGWAS4195:MRG:4:250068626,11554
SEEDGWAS421:MRG:4:250059190,11399
SEEDGWAS4210:MRG:4:250068639,3015
SEEDGWAS4211:MRG:4:250068640,3129
SEEDGWAS4214:MRG:4:250068643,1536
SEEDGWAS4216:MRG:4:250068644,17641
SEEDGWAS4217:MRG:4:250062829,3987
SEEDGWAS4218:MRG:4:250068645,2672
SEEDGWAS4219:MRG:4:250068646,2227
SEEDGWAS4223:MRG:4:250068648,4325
SEEDGWAS4224:MRG:4:250068649,1809
SEEDGWAS4225:MRG:4:250062830,4222
SEEDGWAS4226:MRG:4:250062831,2682
SEEDGWAS4227:MRG:4:250062832,2682
SEEDGWAS4228:MRG:4:250068650,6513
SEEDGWAS4229:MRG:4:250068651,2694
SEEDGWAS423:MRG:4:250059192,5095
SEEDGWAS4230:MRG:4:250062833,1965
SEEDGWAS4231:MRG:4:250062834,5513
SEEDGWAS4232:MRG:4:250062835,4222
SEEDGWAS4233:MRG:4:250068652,4674
SEEDGWAS4234:MRG:4:250062836,4864
SEEDGWAS4235:MRG:4:250062837,3058
SEEDGWAS4236:MRG:4:250062838,4336
SEEDGWAS4237:MRG:4:250062839,2815
SEEDGWAS4238:MRG:4:250062840,2694
SEEDGWAS4239:MRG:4:250062841,9234
SEEDGWAS4240:MRG:4:250062842,4715
SEEDGWAS4241:MRG:4:250062843,2894
SEEDGWAS4242:MRG:4:250068654,11205
SEEDGWAS4243:MRG:4:250062844,3395
SEEDGWAS4244:MRG:4:250062845,1876
SEEDGWAS4245:MRG:4:250062846,2894
SEEDGWAS4246:MRG:4:250062847,3771
SEEDGWAS4247:MRG:4:250062848,3029
SEEDGWAS4249:MRG:4:250062849,4336
SEEDGWAS425:MRG:4:250059193,12443
SEEDGWAS4250:MRG:4:250068655,4453
SEEDGWAS4251:MRG:4:250068656,12044
SEEDGWAS4253:MRG:4:250062850,9619
SEEDGWAS4254:MRG:4:250068657,3395
SEEDGWAS4255:MRG:4:250062851,2853
SEEDGWAS4257:MRG:4:250062852,2748
SEEDGWAS4258:MRG:4:250068658,2655
SEEDGWAS4259:MRG:4:250062853,2364
SEEDGWAS426:MRG:4:250059194,9338
SEEDGWAS4260:MRG:4:250068659,4248
SEEDGWAS4262:MRG:4:250068660,7650
SEEDGWAS4263:MRG:4:250068661,9619
SEEDGWAS4264:MRG:4:250068662,3031
SEEDGWAS4265:MRG:4:250068663,3221
SEEDGWAS4266:MRG:4:250062854,2053
SEEDGWAS4267:MRG:4:250062855,5440
SEEDGWAS4268:MRG:4:250062856,2246
SEEDGWAS4269:MRG:4:250068664,2246
SEEDGWAS427:MRG:4:250059195,8689
SEEDGWAS4270:MRG:4:250068665,2246
SEEDGWAS4271:MRG:4:250068666,4500
SEEDGWAS4272:MRG:4:250068667,2552
SEEDGWAS4273:MRG:4:250062857,2259
SEEDGWAS4281:MRG:4:250095978,3611
SEEDGWAS4283:MRG:4:250095980,5425
SEEDGWAS4283:MRG:4:250095981,5425
SEEDGWAS4284:MRG:4:250095983,4640
SEEDGWAS4285:MRG:4:250095985,4218
SEEDGWAS4286:MRG:4:250095986,3408
SEEDGWAS4287:MRG:4:250095987,4048
SEEDGWAS4288:MRG:4:250095990,2201
SEEDGWAS429:MRG:4:250059197,5010
SEEDGWAS4293:MRG:4:250095999,4356
SEEDGWAS4295:MRG:4:250096004,4527
SEEDGWAS4296:MRG:4:250096006,2491
SEEDGWAS4297:MRG:4:250096007,3562
SEEDGWAS4299:MRG:4:250096011,6964
SEEDGWAS430:MRG:4:250059198,6525
SEEDGWAS4300:MRG:4:250096013,3850
SEEDGWAS4301:MRG:4:250096014,6179
SEEDGWAS4302:MRG:4:250096016,2923
SEEDGWAS4303:MRG:4:250096018,4732
SEEDGWAS4309:MRG:4:250096026,6150
SEEDGWAS431:MRG:4:250059199,5649
SEEDGWAS4311:MRG:4:250096029,2159
SEEDGWAS4313:MRG:4:250096031,3850
SEEDGWAS4314:MRG:4:250096032,5275
SEEDGWAS4315:MRG:4:250096033,5374
SEEDGWAS4316:MRG:4:250096035,4101
SEEDGWAS4317:MRG:4:250096036,3659
SEEDGWAS4318:MRG:4:250096039,6180
SEEDGWAS4319:MRG:4:250096040,4918
SEEDGWAS4320:MRG:4:250096042,3401
SEEDGWAS4321:MRG:4:250096043,6582
SEEDGWAS4322:MRG:4:250096045,3759
SEEDGWAS4323:MRG:4:250096046,5119
SEEDGWAS4324:MRG:4:250096048,4308
SEEDGWAS4325:MRG:4:250096051,4668
SEEDGWAS4326:MRG:4:250096052,5850
SEEDGWAS4327:MRG:4:250096053,4910
SEEDGWAS4328:MRG:4:250096054,4272
SEEDGWAS4329:MRG:4:250096055,4181
SEEDGWAS433:MRG:4:250059201,11778
SEEDGWAS4331:MRG:4:250096057,2202
SEEDGWAS4332:MRG:4:250096058,1951
SEEDGWAS4333:MRG:4:250096059,2232
SEEDGWAS4334:MRG:4:250096060,3585
SEEDGWAS4335:MRG:4:250096061,2620
SEEDGWAS4336:MRG:4:250096062,5253
SEEDGWAS4337:MRG:4:250096063,4385
SEEDGWAS4338:MRG:4:250096064,3051
SEEDGWAS4339:MRG:4:250096065,5253
SEEDGWAS4340:MRG:4:250096097,3640
SEEDGWAS4341:MRG:4:250096100,5921
SEEDGWAS4346:MRG:4:250096105,4440
SEEDGWAS4353:MRG:4:250096115,3747
SEEDGWAS4354:MRG:4:250096116,5253
SEEDGWAS4355:MRG:4:250096117,5707
SEEDGWAS4356:MRG:4:250096118,1881
SEEDGWAS4358:MRG:4:250096121,4953
SEEDGWAS436:MRG:4:250059203,11709
SEEDGWAS4362:MRG:4:250096125,4868
SEEDGWAS4363:MRG:4:250096127,8604
SEEDGWAS4364:MRG:4:250096129,2225
SEEDGWAS4366:MRG:4:250096134,5519
SEEDGWAS4367:MRG:4:250096135,2355
SEEDGWAS4368:MRG:4:250096138,4819
SEEDGWAS4369:MRG:4:250096139,4824
SEEDGWAS437:MRG:4:250059204,5966
SEEDGWAS4370:MRG:4:250096140,4907
SEEDGWAS4371:MRG:4:250096144,5494
SEEDGWAS4372:MRG:4:250096145,5494
SEEDGWAS4373:MRG:4:250096147,5442
SEEDGWAS4374:MRG:4:250096148,5442
SEEDGWAS4375:MRG:4:250096149,6294
SEEDGWAS4376:MRG:4:250096151,4218
SEEDGWAS4377:MRG:4:250096152,4663
SEEDGWAS4378:MRG:4:250096154,3576
SEEDGWAS4379:MRG:4:250096155,3045
SEEDGWAS4380:MRG:4:250096158,5286
SEEDGWAS4381:MRG:4:250096161,1827
SEEDGWAS4383:MRG:4:250096165,9100
SEEDGWAS4385:MRG:4:250096170,4367
SEEDGWAS4386:MRG:4:250096171,10657
SEEDGWAS4387:MRG:4:250096172,4716
SEEDGWAS4387:MRG:4:250096173,4716
SEEDGWAS4388:MRG:4:250096174,4716
SEEDGWAS4389:MRG:4:250096177,6236
SEEDGWAS4390:MRG:4:250096178,5121
SEEDGWAS4391:MRG:4:250096180,4975
SEEDGWAS4392:MRG:4:250096181,5487
SEEDGWAS4393:MRG:4:250096182,4591
SEEDGWAS4394:MRG:4:250096184,7308
SEEDGWAS4395:MRG:4:250096185,8528
SEEDGWAS4396:MRG:4:250096187,9577
SEEDGWAS4397:MRG:4:250096188,3391
SEEDGWAS4398:MRG:4:250096189,6704
SEEDGWAS4399:MRG:4:250096190,12368
SEEDGWAS4400:MRG:4:250096191,12368
SEEDGWAS4401:MRG:4:250096226,11067
SEEDGWAS4402:MRG:4:250096227,6927
SEEDGWAS4403:MRG:4:250096228,11427
SEEDGWAS4404:MRG:4:250096229,5945
SEEDGWAS4405:MRG:4:250096233,4325
SEEDGWAS4406:MRG:4:250096234,6927
SEEDGWAS4407:MRG:4:250096235,9772
SEEDGWAS4408:MRG:4:250096237,12788
SEEDGWAS4409:MRG:4:250096239,13799
SEEDGWAS441:MRG:4:250059208,5649
SEEDGWAS4410:MRG:4:250096240,6704
SEEDGWAS4411:MRG:4:250096242,5945
SEEDGWAS4412:MRG:4:250096243,5945
SEEDGWAS4413:MRG:4:250096244,5945
SEEDGWAS4414:MRG:4:250096245,5945
SEEDGWAS4415:MRG:4:250096246,6927
SEEDGWAS4416:MRG:4:250096247,9772
SEEDGWAS4417:MRG:4:250096249,4638
SEEDGWAS4418:MRG:4:250096250,4576
SEEDGWAS4419:MRG:4:250096251,12788
SEEDGWAS4419:MRG:4:250096252,12788
SEEDGWAS442:MRG:4:250059209,6160
SEEDGWAS4420:MRG:4:250096254,4576
SEEDGWAS4421:MRG:4:250096257,3403
SEEDGWAS4422:MRG:4:250096260,5513
SEEDGWAS4423:MRG:4:250096261,2452
SEEDGWAS4424:MRG:4:250096262,4222
SEEDGWAS4425:MRG:4:250096263,4222
SEEDGWAS4426:MRG:4:250096266,2479
SEEDGWAS4427:MRG:4:250096267,2479
SEEDGWAS4428:MRG:4:250096269,5513
SEEDGWAS4429:MRG:4:250096270,5400
SEEDGWAS443:MRG:4:250059210,6980
SEEDGWAS4430:MRG:4:250096272,5400
SEEDGWAS4431:MRG:4:250096274,5323
SEEDGWAS4432:MRG:4:250096275,2370
SEEDGWAS4433:MRG:4:250096277,2682
SEEDGWAS4434:MRG:4:250096278,6513
SEEDGWAS4435:MRG:4:250096279,3101
SEEDGWAS4436:MRG:4:250096282,2646
