Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT1G05330,LOC_Os01g43140,,,gene:HORVU.MOREX.r3.3HG0226510
AT1G05340,LOC_Os01g43150,,,gene:HORVU.MOREX.r3.3HG0226580
AT1G05350,LOC_Os01g43170,,,gene:HORVU.MOREX.r3.3HG0226590
AT1G05360,LOC_Os01g43180,,,gene:HORVU.MOREX.r3.3HG0226770
AT1G05370,LOC_Os01g43200,,,gene:HORVU.MOREX.r3.3HG0227090
AT1G05380,LOC_Os01g43210,,,gene:HORVU.MOREX.r3.3HG0227780
AT1G05410,LOC_Os01g43220,,,gene:HORVU.MOREX.r3.3HG0227830
AT1G05420,LOC_Os01g43230,,,gene:HORVU.MOREX.r3.3HG0228030
AT1G05450,LOC_Os01g43250,,,gene:HORVU.MOREX.r3.3HG0228250
AT1G05460,LOC_Os01g43274,,,gene:HORVU.MOREX.r3.3HG0228280
AT1G05470,LOC_Os01g43460,,,gene:HORVU.MOREX.r3.3HG0228330
AT1G05490,LOC_Os01g43670,,,gene:HORVU.MOREX.r3.3HG0228590
AT1G05500,LOC_Os01g43920,,,gene:HORVU.MOREX.r3.3HG0228720
AT1G05510,LOC_Os01g43940,,,gene:HORVU.MOREX.r3.3HG0230070
AT1G05520,LOC_Os01g44040,,,gene:HORVU.MOREX.r3.3HG0230320
AT1G05550,LOC_Os01g44120,,,gene:HORVU.MOREX.r3.3HG0231040
AT1G05570,LOC_Os01g44130,,,gene:HORVU.MOREX.r3.3HG0231510
AT1G05575,LOC_Os01g45670,,,gene:HORVU.MOREX.r3.3HG0231930
AT1G05577,LOC_Os01g45760,,,gene:HORVU.MOREX.r3.3HG0233610
AT1G05580,LOC_Os01g45770,,,gene:HORVU.MOREX.r3.3HG0233730
AT1G05590,LOC_Os01g45780,,,gene:HORVU.MOREX.r3.3HG0234140
AT1G05600,LOC_Os01g45790,,,gene:HORVU.MOREX.r3.3HG0240560
AT1G05610,LOC_Os01g45940,,,gene:HORVU.MOREX.r3.3HG0240960
AT1G05615,LOC_Os01g46060,,,gene:HORVU.MOREX.r3.3HG0249430
AT1G05620,LOC_Os01g46080,,,gene:HORVU.MOREX.r3.3HG0251090
AT1G05630,LOC_Os01g46130,,,gene:HORVU.MOREX.r3.3HG0252020
AT1G05640,LOC_Os01g46240,,,gene:HORVU.MOREX.r3.3HG0252840
AT1G05650,LOC_Os01g46410,,,gene:HORVU.MOREX.r3.3HG0253090
AT1G05660,LOC_Os01g46700,,,gene:HORVU.MOREX.r3.3HG0254940
AT1G05670,LOC_Os01g46750,,,gene:HORVU.MOREX.r3.3HG0254990
AT1G05690,LOC_Os01g47430,,,gene:HORVU.MOREX.r3.3HG0255260
AT1G05710,LOC_Os01g47440,,,gene:HORVU.MOREX.r3.3HG0257840
AT1G05780,LOC_Os01g47520,,,gene:HORVU.MOREX.r3.3HG0266740
AT1G05800,LOC_Os01g47530,,,gene:HORVU.MOREX.r3.3HG0272120
AT1G05805,LOC_Os01g47540,,,gene:HORVU.MOREX.r3.3HG0275040
AT1G05820,LOC_Os01g47550,,,gene:HORVU.MOREX.r3.3HG0275910
AT1G05830,LOC_Os01g47560,,,gene:HORVU.MOREX.r3.3HG0275930
AT1G05860,LOC_Os01g47570,,,gene:HORVU.MOREX.r3.3HG0276050
AT1G05880,LOC_Os01g47580,,,gene:HORVU.MOREX.r3.3HG0276610
AT1G05900,LOC_Os01g47650,,,gene:HORVU.MOREX.r3.3HG0276940
AT1G05910,LOC_Os01g47800,,,gene:HORVU.MOREX.r3.3HG0278490
AT1G05960,LOC_Os01g48070,,,gene:HORVU.MOREX.r3.3HG0285020
AT1G05970,LOC_Os01g48130,,,gene:HORVU.MOREX.r3.3HG0285550
AT1G05990,LOC_Os01g48490,,,gene:HORVU.MOREX.r3.3HG0285780
AT1G06000,LOC_Os01g48500,,,gene:HORVU.MOREX.r3.3HG0286340
AT1G06020,LOC_Os01g48520,,,gene:HORVU.MOREX.r3.3HG0286650
AT1G06030,LOC_Os01g48530,,,gene:HORVU.MOREX.r3.3HG0286660
AT1G06090,LOC_Os01g48580,,,gene:HORVU.MOREX.r3.3HG0286770
AT1G06110,LOC_Os01g48590,,,gene:HORVU.MOREX.r3.3HG0288900
AT1G06130,LOC_Os01g48610,,,gene:HORVU.MOREX.r3.3HG0289950
AT1G06148,LOC_Os01g48620,,,gene:HORVU.MOREX.r3.3HG0290910
AT1G06160,LOC_Os01g48640,,,gene:HORVU.MOREX.r3.3HG0291690
AT1G06170,LOC_Os01g48650,,,gene:HORVU.MOREX.r3.3HG0294140
AT1G06180,LOC_Os01g48660,,,gene:HORVU.MOREX.r3.3HG0294430
AT1G06230,LOC_Os01g48680,,,gene:HORVU.MOREX.r3.3HG0295310
AT1G06360,LOC_Os01g48690,,,gene:HORVU.MOREX.r3.3HG0297030
AT1G06400,LOC_Os01g48700,,,gene:HORVU.MOREX.r3.3HG0299600
AT1G06450,LOC_Os01g48810,,,gene:HORVU.MOREX.r3.3HG0300100
AT1G06460,LOC_Os01g49120,,,gene:HORVU.MOREX.r3.3HG0300310
AT1G06470,LOC_Os01g50400,,,gene:HORVU.MOREX.r3.3HG0300380
AT1G06475,LOC_Os01g50820,,,gene:HORVU.MOREX.r3.3HG0301110
AT1G06480,LOC_Os01g50830,,,gene:HORVU.MOREX.r3.3HG0301370
AT1G06490,LOC_Os01g50930,,,gene:HORVU.MOREX.r3.3HG0301960
AT1G06520,LOC_Os01g50950,,,gene:HORVU.MOREX.r3.3HG0302460
AT1G06590,LOC_Os01g50960,,,gene:HORVU.MOREX.r3.3HG0303060
AT1G06610,LOC_Os01g51010,,,gene:HORVU.MOREX.r3.3HG0303330
AT1G06620,LOC_Os01g51780,,,gene:HORVU.MOREX.r3.3HG0303360
AT1G06630,LOC_Os01g51790,,,gene:HORVU.MOREX.r3.3HG0303500
AT1G06690,LOC_Os01g52330,,,gene:HORVU.MOREX.r3.3HG0303550
AT1G06710,LOC_Os01g52760,,,gene:HORVU.MOREX.r3.3HG0303990
AT1G06730,LOC_Os01g53230,,,gene:HORVU.MOREX.r3.3HG0304770
AT1G06780,LOC_Os01g53790,,,gene:HORVU.MOREX.r3.3HG0304950
AT1G06790,LOC_Os01g53970,,,gene:HORVU.MOREX.r3.3HG0305050
AT1G06800,LOC_Os01g54119,,,gene:HORVU.MOREX.r3.3HG0305390
AT1G06820,LOC_Os01g54210,,,gene:HORVU.MOREX.r3.3HG0305960
AT1G06830,LOC_Os01g54300,,,gene:HORVU.MOREX.r3.3HG0306830
AT1G06840,LOC_Os01g54570,,,gene:HORVU.MOREX.r3.3HG0306920
AT1G06850,LOC_Os01g54610,,,gene:HORVU.MOREX.r3.3HG0307700
AT1G06860,LOC_Os01g54620,,,gene:HORVU.MOREX.r3.3HG0308360
AT1G06870,LOC_Os01g54630,,,gene:HORVU.MOREX.r3.3HG0308420
AT1G06880,LOC_Os01g54640,,,gene:HORVU.MOREX.r3.3HG0309130
AT1G06890,LOC_Os01g54650,,,gene:HORVU.MOREX.r3.3HG0309620
AT1G06900,LOC_Os01g54660,,,gene:HORVU.MOREX.r3.3HG0310660
AT1G06910,LOC_Os01g54670,,,gene:HORVU.MOREX.r3.3HG0311550
AT1G06920,LOC_Os01g54680,,,gene:HORVU.MOREX.r3.3HG0311570
AT1G06990,LOC_Os01g54690,,,gene:HORVU.MOREX.r3.3HG0312160
AT1G07010,LOC_Os01g54700,,,gene:HORVU.MOREX.r3.3HG0312440
AT1G07110,LOC_Os01g54714,,,gene:HORVU.MOREX.r3.3HG0312690
AT1G07270,LOC_Os01g54740,,,gene:HORVU.MOREX.r3.3HG0313920
AT1G07290,LOC_Os01g54750,,,gene:HORVU.MOREX.r3.3HG0314660
AT1G07350,LOC_Os01g54760,,,gene:HORVU.MOREX.r3.3HG0314760
AT1G07380,LOC_Os01g54770,,,gene:HORVU.MOREX.r3.3HG0314770
AT1G07430,LOC_Os01g54784,,,gene:HORVU.MOREX.r3.3HG0314780
AT1G07450,LOC_Os01g54800,,,gene:HORVU.MOREX.r3.3HG0314810
AT1G07485,LOC_Os01g54810,,,gene:HORVU.MOREX.r3.3HG0314840
AT1G07510,LOC_Os01g54820,,,gene:HORVU.MOREX.r3.3HG0315570
AT1G07520,LOC_Os01g54830,,,gene:HORVU.MOREX.r3.3HG0315990
AT1G07530,LOC_Os01g54850,,,gene:HORVU.MOREX.r3.3HG0316680
AT1G07540,LOC_Os01g54860,,,gene:HORVU.MOREX.r3.3HG0316860
AT1G07560,LOC_Os01g54870,,,gene:HORVU.MOREX.r3.3HG0316960
AT1G07570,LOC_Os01g54880,,,gene:HORVU.MOREX.r3.3HG0317310
AT1G07590,LOC_Os01g54890,,,gene:HORVU.MOREX.r3.3HG0317780
AT1G07620,LOC_Os01g54900,,,gene:HORVU.MOREX.r3.3HG0317920
AT1G07630,LOC_Os01g54910,,,gene:HORVU.MOREX.r3.3HG0318510
AT1G07640,LOC_Os01g54920,,,gene:HORVU.MOREX.r3.3HG0318930
AT1G07645,LOC_Os01g54930,,,gene:HORVU.MOREX.r3.3HG0319060
AT1G07650,LOC_Os01g54940,,,gene:HORVU.MOREX.r3.3HG0319320
AT1G07680,LOC_Os01g54950,,,gene:HORVU.MOREX.r3.3HG0319620
AT1G07690,LOC_Os01g54960,,,gene:HORVU.MOREX.r3.3HG0320000
AT1G07700,LOC_Os01g54969,,,gene:HORVU.MOREX.r3.3HG0322170
AT1G07705,LOC_Os01g54990,,,gene:HORVU.MOREX.r3.3HG0322180
AT1G07710,LOC_Os01g55000,,,gene:HORVU.MOREX.r3.3HG0322390
AT1G07720,LOC_Os01g55010,,,gene:HORVU.MOREX.r3.3HG0322410
AT1G07760,LOC_Os01g55020,,,gene:HORVU.MOREX.r3.3HG0323760
AT1G07810,LOC_Os01g55030,,,gene:HORVU.MOREX.r3.3HG0324200
AT1G07870,LOC_Os01g55040,,,gene:HORVU.MOREX.r3.3HG0325760
AT1G08060,LOC_Os01g55050,,,gene:HORVU.MOREX.r3.3HG0328840
AT1G08065,LOC_Os01g55060,,,gene:HORVU.MOREX.r3.3HG0328960
AT1G08100,LOC_Os01g55070,,,gene:HORVU.MOREX.r3.3HG0329080
AT1G08110,LOC_Os01g55080,,,gene:HORVU.MOREX.r3.3HG0329230
AT1G08165,LOC_Os01g55090,,,gene:HORVU.MOREX.r3.3HG0330820
AT1G08210,LOC_Os01g55094,,,gene:HORVU.MOREX.r3.4HG0331840
AT1G08320,LOC_Os01g55100,,,gene:HORVU.MOREX.r3.4HG0332230
AT1G08340,LOC_Os01g55110,,,gene:HORVU.MOREX.r3.4HG0332240
AT1G08350,LOC_Os01g55120,,,gene:HORVU.MOREX.r3.4HG0332260
AT1G08390,LOC_Os01g55130,,,gene:HORVU.MOREX.r3.4HG0332290
AT1G08440,LOC_Os01g55140,,,gene:HORVU.MOREX.r3.4HG0332500
AT1G08450,LOC_Os01g55150,,,gene:HORVU.MOREX.r3.4HG0332530
AT1G08460,LOC_Os01g55160,,,gene:HORVU.MOREX.r3.4HG0333190
AT1G08465,LOC_Os01g55180,,,gene:HORVU.MOREX.r3.4HG0333220
AT1G08470,LOC_Os01g55190,,,gene:HORVU.MOREX.r3.4HG0333450
AT1G08520,LOC_Os01g55200,,,gene:HORVU.MOREX.r3.4HG0333870
AT1G08570,LOC_Os01g55220,,,gene:HORVU.MOREX.r3.4HG0333950
AT1G08580,LOC_Os01g55240,,,gene:HORVU.MOREX.r3.4HG0334080
AT1G08600,LOC_Os01g55250,,,gene:HORVU.MOREX.r3.4HG0334220
AT1G08620,LOC_Os01g55260,,,gene:HORVU.MOREX.r3.4HG0334230
AT1G08640,LOC_Os01g55270,,,gene:HORVU.MOREX.r3.4HG0334460
AT1G08650,LOC_Os01g55350,,,gene:HORVU.MOREX.r3.4HG0334860
AT1G08730,LOC_Os01g55360,,,gene:HORVU.MOREX.r3.4HG0334900
AT1G08750,LOC_Os01g55370,,,gene:HORVU.MOREX.r3.4HG0334920
AT1G08780,LOC_Os01g55480,,,gene:HORVU.MOREX.r3.4HG0334930
AT1G08790,LOC_Os01g55570,,,gene:HORVU.MOREX.r3.4HG0334940
AT1G08800,LOC_Os01g55670,,,gene:HORVU.MOREX.r3.4HG0335150
AT1G08820,LOC_Os01g55720,,,gene:HORVU.MOREX.r3.4HG0335810
AT1G08830,LOC_Os01g56130,,,gene:HORVU.MOREX.r3.4HG0335830
AT1G08840,LOC_Os01g56150,,,gene:HORVU.MOREX.r3.4HG0335900
AT1G08860,LOC_Os01g56310,,,gene:HORVU.MOREX.r3.4HG0336020
AT1G08880,LOC_Os01g56320,,,gene:HORVU.MOREX.r3.4HG0336160
AT1G08890,LOC_Os01g56370,,,gene:HORVU.MOREX.r3.4HG0336830
AT1G08900,LOC_Os01g56590,,,gene:HORVU.MOREX.r3.4HG0336870
AT1G08910,LOC_Os01g56820,,,gene:HORVU.MOREX.r3.4HG0336890
AT1G08920,LOC_Os01g56830,,,gene:HORVU.MOREX.r3.4HG0336900
AT1G08930,LOC_Os01g57210,,,gene:HORVU.MOREX.r3.4HG0338860
AT1G08980,LOC_Os01g57260,,,gene:HORVU.MOREX.r3.4HG0339730
AT1G08985,LOC_Os01g57324,,,gene:HORVU.MOREX.r3.4HG0340200
AT1G09000,LOC_Os01g57350,,,gene:HORVU.MOREX.r3.4HG0340210
AT1G09010,LOC_Os01g57580,,,gene:HORVU.MOREX.r3.4HG0342530
AT1G09040,LOC_Os01g57620,,,gene:HORVU.MOREX.r3.4HG0342760
AT1G09050,LOC_Os01g58024,,,gene:HORVU.MOREX.r3.4HG0342810
AT1G09080,LOC_Os01g58100,,,gene:HORVU.MOREX.r3.4HG0342820
AT1G09090,LOC_Os01g58140,,,gene:HORVU.MOREX.r3.4HG0343160
AT1G09130,LOC_Os01g58170,,,gene:HORVU.MOREX.r3.4HG0343180
AT1G09150,LOC_Os01g58220,,,gene:HORVU.MOREX.r3.4HG0343400
AT1G09155,LOC_Os01g58670,,,gene:HORVU.MOREX.r3.4HG0343420
AT1G09157,LOC_Os01g58680,,,gene:HORVU.MOREX.r3.4HG0343660
AT1G09160,LOC_Os01g58810,,,gene:HORVU.MOREX.r3.4HG0343710
AT1G09176,LOC_Os01g59040,,,gene:HORVU.MOREX.r3.4HG0345200
AT1G09200,LOC_Os01g59220,,,gene:HORVU.MOREX.r3.4HG0347190
AT1G09210,LOC_Os01g59350,,,gene:HORVU.MOREX.r3.4HG0348300
AT1G09220,LOC_Os01g59360,,,gene:HORVU.MOREX.r3.4HG0349470
AT1G09230,LOC_Os01g59400,,,gene:HORVU.MOREX.r3.4HG0349520
AT1G09240,LOC_Os01g59410,,,gene:HORVU.MOREX.r3.4HG0360060
AT1G09250,LOC_Os01g59420,,,gene:HORVU.MOREX.r3.4HG0370350
AT1G09260,LOC_Os01g59430,,,gene:HORVU.MOREX.r3.4HG0383040
AT1G09280,LOC_Os01g59440,,,gene:HORVU.MOREX.r3.4HG0383800
AT1G09370,LOC_Os01g59450,,,gene:HORVU.MOREX.r3.4HG0384700
AT1G09390,LOC_Os01g59460,,,gene:HORVU.MOREX.r3.4HG0384790
AT1G09415,LOC_Os01g59470,,,gene:HORVU.MOREX.r3.4HG0387610
AT1G09440,LOC_Os01g59520,,,gene:HORVU.MOREX.r3.4HG0387650
AT1G09480,LOC_Os01g59530,,,gene:HORVU.MOREX.r3.4HG0388180
AT1G09530,LOC_Os01g59540,,,gene:HORVU.MOREX.r3.4HG0388950
AT1G09575,LOC_Os01g59550,,,gene:HORVU.MOREX.r3.4HG0391150
AT1G09640,LOC_Os01g59600,,,gene:HORVU.MOREX.r3.4HG0391280
AT1G09730,LOC_Os01g59660,,,gene:HORVU.MOREX.r3.4HG0392440
AT1G09760,LOC_Os01g59700,,,gene:HORVU.MOREX.r3.4HG0393620
AT1G09770,LOC_Os01g59950,,,gene:HORVU.MOREX.r3.4HG0394350
AT1G09780,LOC_Os01g60000,,,gene:HORVU.MOREX.r3.4HG0394380
AT1G09920,LOC_Os01g60270,,,gene:HORVU.MOREX.r3.4HG0394480
AT1G09950,LOC_Os01g60280,,,gene:HORVU.MOREX.r3.4HG0396060
AT1G09980,LOC_Os01g60400,,,gene:HORVU.MOREX.r3.4HG0396180
AT1G09995,LOC_Os01g60490,,,gene:HORVU.MOREX.r3.4HG0396800
AT1G10060,LOC_Os01g60549,,,gene:HORVU.MOREX.r3.4HG0397970
AT1G10070,LOC_Os01g61080,,,gene:HORVU.MOREX.r3.4HG0398860
AT1G10090,LOC_Os01g61150,,,gene:HORVU.MOREX.r3.4HG0398930
AT1G10095,LOC_Os01g61220,,,gene:HORVU.MOREX.r3.4HG0399510
AT1G10110,LOC_Os01g61230,,,gene:HORVU.MOREX.r3.4HG0401500
AT1G10120,LOC_Os01g61250,,,gene:HORVU.MOREX.r3.4HG0401890
AT1G10130,LOC_Os01g61260,,,gene:HORVU.MOREX.r3.4HG0402390
AT1G10140,LOC_Os01g61270,,,gene:HORVU.MOREX.r3.4HG0403100
AT1G10150,LOC_Os01g61290,,,gene:HORVU.MOREX.r3.4HG0405370
AT1G10170,LOC_Os01g61300,,,gene:HORVU.MOREX.r3.4HG0405740
AT1G10180,LOC_Os01g61310,,,gene:HORVU.MOREX.r3.4HG0405920
AT1G10190,LOC_Os01g61320,,,gene:HORVU.MOREX.r3.4HG0406470
AT1G10210,LOC_Os01g61330,,,gene:HORVU.MOREX.r3.4HG0408140
AT1G10240,LOC_Os01g61335,,,gene:HORVU.MOREX.r3.4HG0408230
AT1G10280,LOC_Os01g61340,,,gene:HORVU.MOREX.r3.4HG0411190
AT1G10300,LOC_Os01g61814,,,gene:HORVU.MOREX.r3.4HG0411620
AT1G10360,LOC_Os01g61870,,,gene:HORVU.MOREX.r3.4HG0413220
AT1G10385,LOC_Os01g61980,,,gene:HORVU.MOREX.r3.4HG0413660
AT1G10390,LOC_Os01g62500,,,gene:HORVU.MOREX.r3.4HG0413970
AT1G10400,LOC_Os01g62890,,,gene:HORVU.MOREX.r3.4HG0414080
AT1G10417,LOC_Os01g63250,,,gene:HORVU.MOREX.r3.4HG0414100
AT1G10430,LOC_Os01g63370,,,gene:HORVU.MOREX.r3.4HG0414130
AT1G10450,LOC_Os01g63420,,,gene:HORVU.MOREX.r3.4HG0415110
AT1G10460,LOC_Os01g63630,,,gene:HORVU.MOREX.r3.4HG0415130
AT1G10470,LOC_Os01g63940,,,gene:HORVU.MOREX.r3.4HG0415290
AT1G10480,LOC_Os01g64750,,,gene:HORVU.MOREX.r3.4HG0415340
AT1G10490,LOC_Os01g65120,,,gene:HORVU.MOREX.r3.4HG0415350
AT1G10520,LOC_Os01g65520,,,gene:HORVU.MOREX.r3.4HG0415570
AT1G10570,LOC_Os01g66200,,,gene:HORVU.MOREX.r3.4HG0415960
AT1G10586,LOC_Os01g66544,,,gene:HORVU.MOREX.r3.4HG0415970
AT1G10610,LOC_Os01g66910,,,gene:HORVU.MOREX.r3.4HG0417520
AT1G10630,LOC_Os01g66970,,,gene:HORVU.MOREX.r3.5HG0424060
AT1G10640,LOC_Os01g67360,,,gene:HORVU.MOREX.r3.5HG0424150
AT1G10660,LOC_Os01g67740,,,gene:HORVU.MOREX.r3.5HG0424230
AT1G10682,LOC_Os01g67750,,,gene:HORVU.MOREX.r3.5HG0424290
AT1G10690,LOC_Os01g68160,,,gene:HORVU.MOREX.r3.5HG0424490
AT1G10700,LOC_Os01g68320,,,gene:HORVU.MOREX.r3.5HG0424830
AT1G10710,LOC_Os01g68324,,,gene:HORVU.MOREX.r3.5HG0425660
AT1G10750,LOC_Os01g68760,,,gene:HORVU.MOREX.r3.5HG0425710
AT1G10760,LOC_Os01g68770,,,gene:HORVU.MOREX.r3.5HG0425940
AT1G10810,LOC_Os01g68810,,,gene:HORVU.MOREX.r3.5HG0425950
AT1G10890,LOC_Os01g69060,,,gene:HORVU.MOREX.r3.5HG0425990
AT1G10920,LOC_Os01g69910,,,gene:HORVU.MOREX.r3.5HG0426030
AT1G10960,LOC_Os01g70060,,,gene:HORVU.MOREX.r3.5HG0426160
AT1G11000,LOC_Os01g70280,,,gene:HORVU.MOREX.r3.5HG0426180
AT1G11040,LOC_Os01g70940,,,gene:HORVU.MOREX.r3.5HG0426690
AT1G11060,LOC_Os01g71490,,,gene:HORVU.MOREX.r3.5HG0428610
AT1G11090,LOC_Os01g72210,,,gene:HORVU.MOREX.r3.5HG0429890
AT1G11112,LOC_Os01g72500,,,gene:HORVU.MOREX.r3.5HG0430270
AT1G11125,LOC_Os01g74030,,,gene:HORVU.MOREX.r3.5HG0432280
AT1G11130,LOC_Os01g74240,,,gene:HORVU.MOREX.r3.5HG0432290
AT1G11160,LOC_Os01g74250,,,gene:HORVU.MOREX.r3.5HG0432370
AT1G11180,LOC_Os01g74310,,,gene:HORVU.MOREX.r3.5HG0432380
AT1G11230,LOC_Os01g74460,,,gene:HORVU.MOREX.r3.5HG0432400
AT1G11250,LOC_Os01g74680,,,gene:HORVU.MOREX.r3.5HG0432540
AT1G11260,LOC_Os02g01110,,,gene:HORVU.MOREX.r3.5HG0432550
AT1G11270,LOC_Os02g01170,,,gene:HORVU.MOREX.r3.5HG0432680
AT1G11310,LOC_Os02g01540,,,gene:HORVU.MOREX.r3.5HG0442710
AT1G11340,LOC_Os02g01690,,,gene:HORVU.MOREX.r3.5HG0453260
AT1G11350,LOC_Os02g01800,,,gene:HORVU.MOREX.r3.5HG0458220
AT1G11362,LOC_Os02g02250,,,gene:HORVU.MOREX.r3.5HG0460530
AT1G11370,LOC_Os02g02350,,,gene:HORVU.MOREX.r3.5HG0463140
AT1G11440,LOC_Os02g02410,,,gene:HORVU.MOREX.r3.5HG0466140
AT1G11450,LOC_Os02g02424,,,gene:HORVU.MOREX.r3.5HG0471620
AT1G11475,LOC_Os02g02550,,,gene:HORVU.MOREX.r3.5HG0474220
AT1G11520,LOC_Os02g02560,,,gene:HORVU.MOREX.r3.5HG0475280
AT1G11572,LOC_Os02g02570,,,gene:HORVU.MOREX.r3.5HG0475770
AT1G11580,LOC_Os02g02580,,,gene:HORVU.MOREX.r3.5HG0475890
AT1G11590,LOC_Os02g02590,,,gene:HORVU.MOREX.r3.5HG0476180
AT1G11660,LOC_Os02g02600,,,gene:HORVU.MOREX.r3.5HG0476360
AT1G11670,LOC_Os02g02620,,,gene:HORVU.MOREX.r3.5HG0476460
AT1G11710,LOC_Os02g02650,,,gene:HORVU.MOREX.r3.5HG0476690
AT1G11720,LOC_Os02g02660,,,gene:HORVU.MOREX.r3.5HG0476870
AT1G11760,LOC_Os02g02670,,,gene:HORVU.MOREX.r3.5HG0477220
AT1G11860,LOC_Os02g02710,,,gene:HORVU.MOREX.r3.5HG0479280
AT1G11870,LOC_Os02g02790,,,gene:HORVU.MOREX.r3.5HG0480940
AT1G11880,LOC_Os02g02840,,,gene:HORVU.MOREX.r3.5HG0481120
AT1G11890,LOC_Os02g02850,,,gene:HORVU.MOREX.r3.5HG0482590
AT1G11900,LOC_Os02g02860,,,gene:HORVU.MOREX.r3.5HG0482980
AT1G11905,LOC_Os02g02870,,,gene:HORVU.MOREX.r3.5HG0483880
AT1G11910,LOC_Os02g02880,,,gene:HORVU.MOREX.r3.5HG0484150
AT1G11920,LOC_Os02g02910,,,gene:HORVU.MOREX.r3.5HG0484170
AT1G11930,LOC_Os02g02980,,,gene:HORVU.MOREX.r3.5HG0484180
AT1G12000,LOC_Os02g03050,,,gene:HORVU.MOREX.r3.5HG0484750
AT1G12100,LOC_Os02g03070,,,gene:HORVU.MOREX.r3.5HG0484830
AT1G12110,LOC_Os02g03370,,,gene:HORVU.MOREX.r3.5HG0484850
AT1G12120,LOC_Os02g03380,,,gene:HORVU.MOREX.r3.5HG0484900
AT1G12160,LOC_Os02g03390,,,gene:HORVU.MOREX.r3.5HG0484950
AT1G12240,LOC_Os02g03400,,,gene:HORVU.MOREX.r3.5HG0485460
AT1G12330,LOC_Os02g03410,,,gene:HORVU.MOREX.r3.5HG0485510
AT1G12340,LOC_Os02g03420,,,gene:HORVU.MOREX.r3.5HG0485580
AT1G12360,LOC_Os02g03430,,,gene:HORVU.MOREX.r3.5HG0485660
AT1G12370,LOC_Os02g03440,,,gene:HORVU.MOREX.r3.5HG0488190
AT1G12380,LOC_Os02g03790,,,gene:HORVU.MOREX.r3.5HG0488230
AT1G12390,LOC_Os02g03830,,,gene:HORVU.MOREX.r3.5HG0489320
AT1G12410,LOC_Os02g04380,,,gene:HORVU.MOREX.r3.5HG0489380
AT1G12411,LOC_Os02g05370,,,gene:HORVU.MOREX.r3.5HG0489850
AT1G12420,LOC_Os02g05480,,,gene:HORVU.MOREX.r3.5HG0489890
AT1G12423,LOC_Os02g05490,,,gene:HORVU.MOREX.r3.5HG0490020
AT1G12430,LOC_Os02g05590,,,gene:HORVU.MOREX.r3.5HG0490570
AT1G12450,LOC_Os02g05600,,,gene:HORVU.MOREX.r3.5HG0491620
AT1G12451,LOC_Os02g05630,,,gene:HORVU.MOREX.r3.5HG0492560
AT1G12470,LOC_Os02g05660,,,gene:HORVU.MOREX.r3.5HG0492630
AT1G12480,LOC_Os02g06550,,,gene:HORVU.MOREX.r3.5HG0492750
AT1G12500,LOC_Os02g06790,,,gene:HORVU.MOREX.r3.5HG0492820
AT1G12510,LOC_Os02g07250,,,gene:HORVU.MOREX.r3.5HG0493130
AT1G12520,LOC_Os02g08018,,,gene:HORVU.MOREX.r3.5HG0494710
AT1G12530,LOC_Os02g08310,,,gene:HORVU.MOREX.r3.5HG0496840
AT1G12540,LOC_Os02g08330,,,gene:HORVU.MOREX.r3.5HG0496850
AT1G12550,LOC_Os02g08340,,,gene:HORVU.MOREX.r3.5HG0496870
AT1G12570,LOC_Os02g08350,,,gene:HORVU.MOREX.r3.5HG0496890
AT1G12580,LOC_Os02g08360,,,gene:HORVU.MOREX.r3.5HG0497940
AT1G12590,LOC_Os02g08410,,,gene:HORVU.MOREX.r3.5HG0499780
AT1G12600,LOC_Os02g08420,,,gene:HORVU.MOREX.r3.5HG0499880
AT1G12610,LOC_Os02g08440,,,gene:HORVU.MOREX.r3.5HG0501480
AT1G12620,LOC_Os02g09359,,,gene:HORVU.MOREX.r3.5HG0502310
AT1G12630,LOC_Os02g09580,,,gene:HORVU.MOREX.r3.5HG0505740
AT1G12640,LOC_Os02g09620,,,gene:HORVU.MOREX.r3.5HG0507330
AT1G12650,LOC_Os02g09630,,,gene:HORVU.MOREX.r3.5HG0508300
AT1G12660,LOC_Os02g09640,,,gene:HORVU.MOREX.r3.5HG0509590
AT1G12663,LOC_Os02g09650,,,gene:HORVU.MOREX.r3.5HG0509660
AT1G12665,LOC_Os02g09690,,,gene:HORVU.MOREX.r3.5HG0509720
AT1G12672,LOC_Os02g09720,,,gene:HORVU.MOREX.r3.5HG0509740
AT1G12680,LOC_Os02g10110,,,gene:HORVU.MOREX.r3.5HG0510640
AT1G12700,LOC_Os02g10230,,,gene:HORVU.MOREX.r3.5HG0510700
AT1G12710,LOC_Os02g10340,,,gene:HORVU.MOREX.r3.5HG0510860
AT1G12730,LOC_Os02g10360,,,gene:HORVU.MOREX.r3.5HG0510990
AT1G12740,LOC_Os02g10400,,,gene:HORVU.MOREX.r3.5HG0512930
AT1G12750,LOC_Os02g10440,,,gene:HORVU.MOREX.r3.5HG0513650
AT1G12760,LOC_Os02g10460,,,gene:HORVU.MOREX.r3.5HG0513910
AT1G12770,LOC_Os02g10470,,,gene:HORVU.MOREX.r3.5HG0513960
AT1G12775,LOC_Os02g10490,,,gene:HORVU.MOREX.r3.5HG0515020
AT1G12780,LOC_Os02g10500,,,gene:HORVU.MOREX.r3.5HG0515230
