,ZM_PC1,ZMPC2,ZM_PC3
SEEDGWAS4840:MRG:4:250105127,3.455422718,-3.109928853,1.342581949
SEEDGWAS4841:MRG:4:250105128,2.684101182,1.631176861,-3.438825233
SEEDGWAS4842:MRG:4:250105129,3.451134558,1.509817059,-3.171964585
SEEDGWAS4843:MRG:4:250105130,2.718776271,1.702489773,-3.282712274
SEEDGWAS4844:MRG:4:250105132,3.291973753,1.338012891,-3.621080533
SEEDGWAS4845:MRG:4:250105133,2.825068379,1.162949157,-3.136395222
SEEDGWAS4847:MRG:4:250105135,0.351697827,-2.578905224,0.403572635
SEEDGWAS4848:MRG:4:250105136,1.380894227,-1.492285499,2.022647132
SEEDGWAS4849:MRG:4:250105137,1.380894227,-1.492285499,2.022647132
SEEDGWAS4850:MRG:4:250105139,1.843669458,0.932036523,-1.495616028
SEEDGWAS4851:MRG:4:250105140,5.477940532,0.56996993,-2.398871849
SEEDGWAS4852:MRG:4:250105141,3.408119207,1.390273654,-0.530457274
SEEDGWAS4853:MRG:4:250105145,2.297935832,-0.963905924,1.045875305
SEEDGWAS4854:MRG:4:250105146,2.297935832,-0.963905924,1.045875305
SEEDGWAS4855:MRG:4:250105147,2.297935832,-0.963905924,1.045875305
SEEDGWAS4856:MRG:4:250105148,2.297935832,-0.963905924,1.045875305
SEEDGWAS4857:MRG:4:250105150,0.993771774,0.634188169,0.657249687
SEEDGWAS4858:MRG:4:250105151,3.143661869,0.19121605,-0.491509582
SEEDGWAS4859:MRG:4:250105152,1.126191825,1.324133956,0.206244107
SEEDGWAS486:MRG:4:250059278,-0.145375127,0.410608157,-2.741809569
SEEDGWAS4860:MRG:4:250105153,3.143661869,0.19121605,-0.491509582
SEEDGWAS4861:MRG:4:250105155,1.559633753,0.008072308,0.647567297
SEEDGWAS4862:MRG:4:250105157,0.993771774,0.634188169,0.657249687
SEEDGWAS4863:MRG:4:250105158,1.711849949,0.194307364,0.662968312
SEEDGWAS4864:MRG:4:250105159,1.66268976,-0.353693778,0.842015247
SEEDGWAS4865:MRG:4:250105160,1.66268976,-0.353693778,0.842015247
SEEDGWAS4866:MRG:4:250105162,0.993771774,0.634188169,0.657249687
SEEDGWAS4867:MRG:4:250105163,3.32632784,0.835879652,-0.175072737
SEEDGWAS4868:MRG:4:250105166,3.361539553,-1.90061278,1.170622503
SEEDGWAS4869:MRG:4:250105169,2.352579158,0.703051059,0.585700715
SEEDGWAS487:MRG:4:250059279,0.042326051,0.826614262,-2.674387057
SEEDGWAS4870:MRG:4:250105171,-1.438846269,-1.454167696,0.741272996
SEEDGWAS4870:MRG:4:250105172,-1.438846269,-1.454167696,0.741272996
SEEDGWAS4871:MRG:4:250105175,1.268365019,-1.977330119,1.753830856
SEEDGWAS4872:MRG:4:250105176,1.268365019,-1.977330119,1.753830856
SEEDGWAS4873:MRG:4:250105177,1.380894227,-1.492285499,2.022647132
SEEDGWAS4874:MRG:4:250105181,1.948753577,-2.42385687,2.190784083
SEEDGWAS4875:MRG:4:250105186,1.380894227,-1.492285499,2.022647132
SEEDGWAS4876:MRG:4:250105187,1.380894227,-1.492285499,2.022647132
SEEDGWAS4877:MRG:4:250105191,0.455419225,1.426444963,0.915971027
SEEDGWAS4878:MRG:4:250105193,2.956975611,-0.289419041,1.107169343
SEEDGWAS4879:MRG:4:250105194,4.11705057,-1.861224401,1.52180708
SEEDGWAS488:MRG:4:250059280,0.302212961,1.055032305,-2.639353306
SEEDGWAS4880:MRG:4:250105195,0.219720547,0.990286804,1.510063355
SEEDGWAS4883:MRG:4:250096166,-2.071082422,1.005391615,-1.69121233
SEEDGWAS4884:MRG:4:250096167,-2.113683792,0.670347626,-1.751069264
SEEDGWAS4885:MRG:4:250096311,-0.415036204,3.699510557,-2.212046673
SEEDGWAS4886:MRG:4:250095971,-0.133110519,0.469264325,1.53265527
SEEDGWAS4887:MRG:4:250095984,-1.584311502,3.797573083,0.312241898
SEEDGWAS4889:MRG:4:250096015,-2.842100178,3.270264522,0.561239194
SEEDGWAS489:MRG:4:250059281,0.381047607,2.243442613,-2.497756623
SEEDGWAS4890:MRG:4:250096021,-1.497922295,2.459626707,-2.290640187
SEEDGWAS4891:MRG:4:250096153,-2.547185953,3.307719233,0.984698029
SEEDGWAS4893:MRG:4:250096763,3.83892132,-2.168055121,1.824640377
SEEDGWAS4894:MRG:4:250096908,3.455422718,-3.109928853,1.342581949
SEEDGWAS4895:MRG:4:250105038,0.719796145,1.278327344,-2.7972492
SEEDGWAS4896:MRG:4:250105039,0.719796145,1.278327344,-2.7972492
SEEDGWAS4899:MRG:4:250095988,2.33705978,0.826698472,0.429374892
SEEDGWAS49:MRG:4:250054479,-4.910483992,2.086049279,2.591148418
SEEDGWAS490:MRG:4:250059282,-1.462018483,-0.146255775,-3.162126544
SEEDGWAS4900:MRG:4:250095989,2.486798336,0.937218832,0.226212147
SEEDGWAS4901:MRG:4:250095997,1.033470826,1.315393527,0.422741212
SEEDGWAS4903:MRG:4:250096002,3.56803744,2.477703877,-2.791429575
SEEDGWAS4904:MRG:4:250096005,2.238550454,0.683985095,-0.232941503
SEEDGWAS4905:MRG:4:250096010,1.738215372,1.292581704,0.482422548
SEEDGWAS4906:MRG:4:250096017,1.576258043,1.136476648,0.533169824
SEEDGWAS4907:MRG:4:250096050,1.167416931,1.488697445,0.413932172
SEEDGWAS4908:MRG:4:250096098,1.078630403,-1.108136967,0.609788635
SEEDGWAS4909:MRG:4:250096099,1.685445158,0.274584075,0.044536388
SEEDGWAS491:MRG:4:250059283,-0.172330121,1.323928664,-2.748750524
SEEDGWAS4911:MRG:4:250096126,3.989449196,0.150388536,-0.0932364
SEEDGWAS4912:MRG:4:250096130,3.361539553,-1.90061278,1.170622503
SEEDGWAS4914:MRG:4:250096136,0.013278643,1.562628083,0.890487198
SEEDGWAS4915:MRG:4:250096137,-0.018393005,0.982883089,1.30105307
SEEDGWAS4916:MRG:4:250096141,-0.761898502,3.029215443,0.209932775
SEEDGWAS4917:MRG:4:250096142,-0.761898502,3.029215443,0.209932775
SEEDGWAS4918:MRG:4:250096143,0.129702938,1.061882605,1.138537661
SEEDGWAS4919:MRG:4:250096150,3.640796941,-2.663035559,2.214868882
SEEDGWAS492:MRG:4:250059284,-0.240815032,-3.417713571,0.364467655
SEEDGWAS4920:MRG:4:250096157,1.199301733,2.094731512,0.307764857
SEEDGWAS4921:MRG:4:250096159,0.81512917,1.592302548,-3.242100833
SEEDGWAS4922:MRG:4:250096160,-0.700058991,3.112677761,0.365907689
SEEDGWAS4923:MRG:4:250096169,1.492438825,1.736844657,0.300803672
SEEDGWAS4924:MRG:4:250096236,1.554859769,-0.349886057,1.819572867
SEEDGWAS4925:MRG:4:250096241,1.50817821,-1.008448045,2.140887497
SEEDGWAS4926:MRG:4:250096256,4.662356416,2.048047758,-3.627713605
SEEDGWAS4927:MRG:4:250096280,2.775098488,0.880259228,-0.165626852
SEEDGWAS4928:MRG:4:250096281,2.775098488,0.880259228,-0.165626852
SEEDGWAS4929:MRG:4:250096292,0.899124785,1.30207363,0.672813691
SEEDGWAS493:MRG:4:250059285,0.365909278,-0.596469348,-0.081187315
SEEDGWAS4930:MRG:4:250096304,1.708590287,2.302577133,-0.27643295
SEEDGWAS4931:MRG:4:250096307,2.014772507,1.303685536,0.170846651
SEEDGWAS4931:MRG:4:250096308,2.014772507,1.303685536,0.170846651
SEEDGWAS4932:MRG:4:250096313,1.554859769,-0.349886057,1.819572867
SEEDGWAS4933:MRG:4:250096524,0.654729488,0.822669779,0.868320277
SEEDGWAS4935:MRG:4:250096546,3.238792674,0.866419079,-0.03864812
SEEDGWAS4936:MRG:4:250096550,1.66268976,-0.353693778,0.842015247
SEEDGWAS4937:MRG:4:250096552,1.492438825,1.736844657,0.300803672
SEEDGWAS4938:MRG:4:250096630,1.234620665,1.883248884,0.227120885
SEEDGWAS4939:MRG:4:250096631,2.103293752,1.730229272,-0.190765238
SEEDGWAS4940:MRG:4:250096643,2.030177914,0.401165956,1.059560482
SEEDGWAS4941:MRG:4:250096650,2.24112208,1.026039656,0.352123971
SEEDGWAS4942:MRG:4:250096682,2.24112208,1.026039656,0.352123971
SEEDGWAS4943:MRG:4:250096698,2.876273457,0.467090875,-0.722819701
SEEDGWAS4944:MRG:4:250096782,2.353284254,1.237067566,0.034310473
SEEDGWAS4945:MRG:4:250096786,1.587231246,-1.281414817,2.047982582
SEEDGWAS4946:MRG:4:250096826,1.064859516,-3.045330369,1.198734486
SEEDGWAS4947:MRG:4:250096862,2.747322082,1.622006524,0.025932861
SEEDGWAS4948:MRG:4:250096871,1.193083878,0.493424857,1.096441468
SEEDGWAS4949:MRG:4:250096874,0.504332374,0.115154462,1.41838929
SEEDGWAS4950:MRG:4:250096878,1.081290696,-0.408579145,1.951248224
SEEDGWAS4951:MRG:4:250096895,1.064859516,-3.045330369,1.198734486
SEEDGWAS4952:MRG:4:250096896,3.408119207,1.390273654,-0.530457274
SEEDGWAS4953:MRG:4:250096924,2.452080098,1.22844969,0.18921353
SEEDGWAS4954:MRG:4:250104997,1.554859769,-0.349886057,1.819572867
SEEDGWAS4955:MRG:4:250105016,1.554859769,-0.349886057,1.819572867
SEEDGWAS4956:MRG:4:250105018,1.183774829,2.310460822,-1.69121042
SEEDGWAS4957:MRG:4:250105115,3.32632784,0.835879652,-0.175072737
SEEDGWAS4958:MRG:4:250105131,5.759638705,-0.326720199,-1.508364877
SEEDGWAS4960:MRG:4:250095991,2.033937139,0.170192017,-0.246090245
SEEDGWAS4964:MRG:4:250096037,3.83892132,-2.168055121,1.824640377
SEEDGWAS4965:MRG:4:250096038,3.605190049,-1.975220022,1.861594998
SEEDGWAS4966:MRG:4:250096044,3.605190049,-1.975220022,1.861594998
SEEDGWAS4967:MRG:4:250096047,3.148680218,-0.498214207,1.417995097
SEEDGWAS4968:MRG:4:250096049,3.035657773,-2.132129996,2.150940625
SEEDGWAS4971:MRG:4:250096119,3.417485398,-0.142352828,-0.403788996
SEEDGWAS4972:MRG:4:250096128,1.965554962,-2.845206201,0.508994847
SEEDGWAS4973:MRG:4:250096156,3.344474196,-0.442591665,0.518498149
SEEDGWAS4974:MRG:4:250096162,2.379965852,-4.253953331,1.648653738
SEEDGWAS4975:MRG:4:250096175,2.256253717,-0.126932395,1.104464569
SEEDGWAS4976:MRG:4:250096176,2.481150199,-1.175595,1.502321779
SEEDGWAS4977:MRG:4:250096179,2.683332346,-0.978147035,1.279601577
SEEDGWAS4978:MRG:4:250096183,1.493772821,-3.477548168,1.148290538
SEEDGWAS4980:MRG:4:250096224,-1.068295726,-2.259775593,1.436865519
SEEDGWAS4980:MRG:4:250096225,-1.068295726,-2.259775593,1.436865519
SEEDGWAS4981:MRG:4:250096230,1.50817821,-1.008448045,2.140887497
SEEDGWAS4982:MRG:4:250096231,1.50817821,-1.008448045,2.140887497
SEEDGWAS4983:MRG:4:250096232,0.093923335,1.291328172,0.173721845
SEEDGWAS4984:MRG:4:250096248,1.554859769,-0.349886057,1.819572867
SEEDGWAS4985:MRG:4:250096253,2.248599226,-2.76200096,2.402559965
SEEDGWAS4986:MRG:4:250096258,5.477940532,0.56996993,-2.398871849
SEEDGWAS4986:MRG:4:250096259,5.477940532,0.56996993,-2.398871849
SEEDGWAS4988:MRG:4:250096265,5.141270438,0.719996716,-2.125034644
SEEDGWAS4989:MRG:4:250096276,5.394507541,0.109276126,-1.483671613
SEEDGWAS4990:MRG:4:250096286,-0.285794621,0.235157004,-0.047278006
SEEDGWAS4991:MRG:4:250096293,3.73383192,0.757800669,-0.14368633
SEEDGWAS4992:MRG:4:250096301,2.891021497,1.084513186,-0.14282697
SEEDGWAS4993:MRG:4:250096316,2.790363394,-0.451755703,1.535298042
SEEDGWAS4994:MRG:4:250096353,2.183018019,-0.061835355,1.490982467
SEEDGWAS4995:MRG:4:250096356,2.183018019,-0.061835355,1.490982467
SEEDGWAS4996:MRG:4:250096357,2.183018019,-0.061835355,1.490982467
SEEDGWAS4997:MRG:4:250096361,2.583901661,-0.130184394,1.432728662
SEEDGWAS4998:MRG:4:250096362,2.583901661,-0.130184394,1.432728662
SEEDGWAS4999:MRG:4:250096363,3.07124439,-0.292733965,1.242849973
SEEDGWAS5:MRG:4:250054449,-3.383540274,2.218595786,2.042486405
SEEDGWAS500:MRG:4:250059293,-1.666787463,1.739678193,-1.919590368
SEEDGWAS5000:MRG:4:250096364,2.583901661,-0.130184394,1.432728662
SEEDGWAS5001:MRG:4:250096367,3.07124439,-0.292733965,1.242849973
SEEDGWAS5002:MRG:4:250096369,2.790363394,-0.451755703,1.535298042
SEEDGWAS5003:MRG:4:250096380,3.285927086,-2.222463108,1.190124117
SEEDGWAS5004:MRG:4:250096383,2.583901661,-0.130184394,1.432728662
SEEDGWAS5005:MRG:4:250096386,2.649062408,-0.182175478,1.404240701
SEEDGWAS5006:MRG:4:250096387,3.07124439,-0.292733965,1.242849973
SEEDGWAS5007:MRG:4:250096390,3.07124439,-0.292733965,1.242849973
SEEDGWAS5008:MRG:4:250096394,2.583901661,-0.130184394,1.432728662
SEEDGWAS5009:MRG:4:250096395,3.07124439,-0.292733965,1.242849973
SEEDGWAS501:MRG:4:250059294,-0.149790756,1.452525887,-2.131150712
SEEDGWAS5010:MRG:4:250096397,1.005089393,0.808422781,1.242914278
SEEDGWAS5011:MRG:4:250096413,1.706323841,1.177487556,0.464451391
SEEDGWAS5012:MRG:4:250096414,1.706323841,1.177487556,0.464451391
SEEDGWAS5013:MRG:4:250096427,3.802753399,-0.452237985,0.961884305
SEEDGWAS5014:MRG:4:250096437,3.464430426,-0.180501423,0.960991976
SEEDGWAS5015:MRG:4:250096440,3.464430426,-0.180501423,0.960991976
SEEDGWAS5016:MRG:4:250096441,3.464430426,-0.180501423,0.960991976
SEEDGWAS5017:MRG:4:250096442,3.464430426,-0.180501423,0.960991976
SEEDGWAS5018:MRG:4:250096444,3.464430426,-0.180501423,0.960991976
SEEDGWAS5019:MRG:4:250096445,3.144056717,-0.506554163,1.191218782
SEEDGWAS502:MRG:4:250059295,-2.327188608,2.020721148,-0.753270796
SEEDGWAS5020:MRG:4:250096446,3.144056717,-0.506554163,1.191218782
SEEDGWAS5022:MRG:4:250096487,2.956975611,-0.289419041,1.107169343
SEEDGWAS5023:MRG:4:250096492,3.464430426,-0.180501423,0.960991976
SEEDGWAS5023:MRG:4:250096493,3.464430426,-0.180501423,0.960991976
SEEDGWAS5024:MRG:4:250096514,2.256253717,-0.126932395,1.104464569
SEEDGWAS5025:MRG:4:250096516,2.953555965,-0.862649715,1.118969086
SEEDGWAS5026:MRG:4:250096519,0.501608397,-2.73739589,2.578188902
SEEDGWAS5027:MRG:4:250096528,3.079819863,0.522639726,-0.116882476
SEEDGWAS5028:MRG:4:250096547,3.361987731,0.487245159,0.015121068
SEEDGWAS5029:MRG:4:250096558,3.455422718,-3.109928853,1.342581949
SEEDGWAS503:MRG:4:250059296,-2.327188608,2.020721148,-0.753270796
SEEDGWAS5030:MRG:4:250096561,3.870537668,-1.411844794,1.495560073
SEEDGWAS5031:MRG:4:250096569,3.361987731,0.487245159,0.015121068
SEEDGWAS5032:MRG:4:250096607,2.57003292,0.267015189,-0.116046684
SEEDGWAS5033:MRG:4:250096608,2.57003292,0.267015189,-0.116046684
SEEDGWAS5034:MRG:4:250096609,1.965554962,-2.845206201,0.508994847
SEEDGWAS5035:MRG:4:250096618,-0.45755231,2.670620111,0.559686932
SEEDGWAS5036:MRG:4:250096619,0.78835747,1.256113803,0.911988703
SEEDGWAS5037:MRG:4:250096621,2.953555965,-0.862649715,1.118969086
SEEDGWAS5038:MRG:4:250096622,2.166341765,-1.207940616,2.110496151
SEEDGWAS5039:MRG:4:250096641,3.464430426,-0.180501423,0.960991976
SEEDGWAS504:MRG:4:250059297,-2.327188608,2.020721148,-0.753270796
SEEDGWAS5040:MRG:4:250096646,2.166341765,-1.207940616,2.110496151
SEEDGWAS5041:MRG:4:250096652,3.398428415,-0.89060574,1.30466885
SEEDGWAS5042:MRG:4:250096654,3.464430426,-0.180501423,0.960991976
SEEDGWAS5043:MRG:4:250096655,3.990313139,-0.819992831,1.181270411
SEEDGWAS5044:MRG:4:250096658,3.464430426,-0.180501423,0.960991976
SEEDGWAS5045:MRG:4:250096660,3.398428415,-0.89060574,1.30466885
SEEDGWAS5046:MRG:4:250096664,0.351697827,-2.578905224,0.403572635
SEEDGWAS5046:MRG:4:250096665,0.351697827,-2.578905224,0.403572635
SEEDGWAS5047:MRG:4:250096668,3.417485398,-0.142352828,-0.403788996
SEEDGWAS5048:MRG:4:250096680,3.802753399,-0.452237985,0.961884305
SEEDGWAS5049:MRG:4:250096685,3.990313139,-0.819992831,1.181270411
SEEDGWAS5050:MRG:4:250096690,3.464430426,-0.180501423,0.960991976
SEEDGWAS5051:MRG:4:250096692,3.398428415,-0.89060574,1.30466885
SEEDGWAS5052:MRG:4:250096696,2.97293794,0.165340314,0.340099818
SEEDGWAS5052:MRG:4:250096697,2.97293794,0.165340314,0.340099818
SEEDGWAS5053:MRG:4:250096732,3.240516477,-0.599997655,1.399858308
SEEDGWAS5054:MRG:4:250096733,3.240516477,-0.599997655,1.399858308
SEEDGWAS5055:MRG:4:250096735,3.969622347,-1.702550469,1.553232069
SEEDGWAS5056:MRG:4:250096749,2.370745449,-0.292191482,1.431346597
SEEDGWAS5057:MRG:4:250096778,0.669245919,-2.204523786,1.051995939
SEEDGWAS5058:MRG:4:250096788,3.066125818,-1.169755949,1.786299886
SEEDGWAS506:MRG:4:250059298,-3.545956465,1.042296899,-0.54276088
SEEDGWAS5060:MRG:4:250096796,4.440470927,-1.301975233,0.977678466
SEEDGWAS5061:MRG:4:250096799,3.969622347,-1.702550469,1.553232069
SEEDGWAS5062:MRG:4:250096812,4.440470927,-1.301975233,0.977678466
SEEDGWAS5063:MRG:4:250096813,3.240516477,-0.599997655,1.399858308
SEEDGWAS5064:MRG:4:250096863,0.351697827,-2.578905224,0.403572635
SEEDGWAS5065:MRG:4:250096869,0.351697827,-2.578905224,0.403572635
SEEDGWAS5066:MRG:4:250096873,0.504332374,0.115154462,1.41838929
SEEDGWAS5067:MRG:4:250096876,0.504332374,0.115154462,1.41838929
SEEDGWAS5068:MRG:4:250096893,3.240516477,-0.599997655,1.399858308
SEEDGWAS5069:MRG:4:250096913,3.035657773,-2.132129996,2.150940625
SEEDGWAS507:MRG:4:250059299,-2.711069728,1.783338211,-0.77328145
SEEDGWAS5070:MRG:4:250096917,1.268365019,-1.977330119,1.753830856
SEEDGWAS5071:MRG:4:250096918,1.268365019,-1.977330119,1.753830856
SEEDGWAS5072:MRG:4:250096919,1.380894227,-1.492285499,2.022647132
SEEDGWAS5073:MRG:4:250096922,2.947891028,1.549965384,-0.006407049
SEEDGWAS5074:MRG:4:250096928,2.633359913,1.428821857,0.035178771
SEEDGWAS5075:MRG:4:250096943,0.89225469,-0.807103686,0.275132668
SEEDGWAS5076:MRG:4:250096944,4.118992443,-2.113975437,1.713004877
SEEDGWAS5077:MRG:4:250096945,3.623265576,0.252086044,-0.041941698
SEEDGWAS5078:MRG:4:250096948,0.351697827,-2.578905224,0.403572635
SEEDGWAS5079:MRG:4:250096950,3.240516477,-0.599997655,1.399858308
SEEDGWAS508:MRG:4:250059300,-2.279025128,2.240242203,-0.75689646
SEEDGWAS5080:MRG:4:250096951,0.89225469,-0.807103686,0.275132668
SEEDGWAS5081:MRG:4:250096954,3.958477331,-2.519617004,1.886153703
SEEDGWAS5082:MRG:4:250104986,2.956975611,-0.289419041,1.107169343
SEEDGWAS5083:MRG:4:250104989,0.351697827,-2.578905224,0.403572635
SEEDGWAS5084:MRG:4:250104990,2.955117847,0.383572471,0.206577306
SEEDGWAS5085:MRG:4:250104994,-0.774354916,-2.821429831,-0.096485883
SEEDGWAS5086:MRG:4:250105002,-0.774354916,-2.821429831,-0.096485883
SEEDGWAS5087:MRG:4:250105006,2.956975611,-0.289419041,1.107169343
SEEDGWAS5088:MRG:4:250105012,1.965554962,-2.845206201,0.508994847
SEEDGWAS5089:MRG:4:250105013,0.351697827,-2.578905224,0.403572635
SEEDGWAS509:MRG:4:250059301,-3.545956465,1.042296899,-0.54276088
SEEDGWAS5090:MRG:4:250105035,3.870537668,-1.411844794,1.495560073
SEEDGWAS5091:MRG:4:250105049,0.89225469,-0.807103686,0.275132668
SEEDGWAS5092:MRG:4:250105050,0.89225469,-0.807103686,0.275132668
SEEDGWAS5093:MRG:4:250105056,3.802753399,-0.452237985,0.961884305
SEEDGWAS5094:MRG:4:250105059,1.637791295,1.582726229,0.522354123
SEEDGWAS5095:MRG:4:250105060,3.479965621,-1.474157423,1.073135735
SEEDGWAS5096:MRG:4:250105062,2.834092011,-0.289777364,1.327369547
SEEDGWAS5097:MRG:4:250105064,3.455422718,-3.109928853,1.342581949
SEEDGWAS5098:MRG:4:250105065,1.965554962,-2.845206201,0.508994847
SEEDGWAS5099:MRG:4:250105067,3.802753399,-0.452237985,0.961884305
SEEDGWAS510:MRG:4:250059302,-0.240815032,-3.417713571,0.364467655
SEEDGWAS5100:MRG:4:250105075,2.611596835,-1.220817384,1.860313364
SEEDGWAS5101:MRG:4:250105076,3.464430426,-0.180501423,0.960991976
SEEDGWAS5103:MRG:4:250105138,3.066125818,-1.169755949,1.786299886
SEEDGWAS5104:MRG:4:250105143,3.32632784,0.835879652,-0.175072737
SEEDGWAS5105:MRG:4:250105144,1.144313347,0.483704989,0.775674845
SEEDGWAS5106:MRG:4:250105149,1.711849949,0.194307364,0.662968312
SEEDGWAS5107:MRG:4:250105154,3.62959336,0.394618487,-0.430921641
SEEDGWAS5108:MRG:4:250105156,1.126191825,1.324133956,0.206244107
SEEDGWAS5109:MRG:4:250105164,3.32632784,0.835879652,-0.175072737
SEEDGWAS5110:MRG:4:250105165,2.687219211,-1.562734763,1.933431172
SEEDGWAS5111:MRG:4:250105167,3.398428415,-0.89060574,1.30466885
SEEDGWAS5112:MRG:4:250105168,2.352579158,0.703051059,0.585700715
SEEDGWAS5113:MRG:4:250105170,1.711849949,0.194307364,0.662968312
SEEDGWAS5114:MRG:4:250105173,1.268365019,-1.977330119,1.753830856
SEEDGWAS5114:MRG:4:250105174,1.268365019,-1.977330119,1.753830856
SEEDGWAS5115:MRG:4:250105178,1.948753577,-2.42385687,2.190784083
SEEDGWAS5116:MRG:4:250105179,1.380894227,-1.492285499,2.022647132
SEEDGWAS5117:MRG:4:250105180,1.948753577,-2.42385687,2.190784083
SEEDGWAS5118:MRG:4:250105182,1.948753577,-2.42385687,2.190784083
SEEDGWAS5119:MRG:4:250105183,1.268365019,-1.977330119,1.753830856
SEEDGWAS5120:MRG:4:250105184,1.380894227,-1.492285499,2.022647132
SEEDGWAS5121:MRG:4:250105185,1.380894227,-1.492285499,2.022647132
SEEDGWAS5122:MRG:4:250105188,1.380894227,-1.492285499,2.022647132
SEEDGWAS5123:MRG:4:250105189,3.035657773,-2.132129996,2.150940625
SEEDGWAS5124:MRG:4:250105190,3.035657773,-2.132129996,2.150940625
SEEDGWAS5125:MRG:4:250105192,3.774351828,-1.518102318,1.577749994
SEEDGWAS5127:MRG:4:250096634,3.041679916,2.078969469,-1.086329804
SEEDGWAS5128:MRG:4:250096678,3.187189861,0.592494955,-0.202497597
SEEDGWAS513:MRG:4:250059305,0.352072359,-1.042058493,1.101591383
SEEDGWAS5131:MRG:4:250105019,3.775595519,1.092458246,-0.557447693
SEEDGWAS5132:MRG:4:250105081,3.100767146,0.396191185,0.114006389
SEEDGWAS5136:MRG:4:250096268,5.141270438,0.719996716,-2.125034644
SEEDGWAS5137:MRG:4:250096271,3.708524798,-1.551882838,0.204816986
SEEDGWAS5138:MRG:4:250096273,3.708524798,-1.551882838,0.204816986
SEEDGWAS5139:MRG:4:250096299,2.956165069,0.383577357,0.342813783
SEEDGWAS5140:MRG:4:250096354,3.702704156,-3.393089802,2.638347956
SEEDGWAS5141:MRG:4:250096376,3.702704156,-3.393089802,2.638347956
SEEDGWAS5142:MRG:4:250096420,3.612912467,-0.430628008,0.945178544
SEEDGWAS5143:MRG:4:250096421,3.464430426,-0.180501423,0.960991976
SEEDGWAS5144:MRG:4:250096481,3.056143447,-0.192483533,1.112136656
SEEDGWAS5145:MRG:4:250096527,4.047859258,-0.250932252,0.049426389
SEEDGWAS5146:MRG:4:250096557,4.440470927,-1.301975233,0.977678466
SEEDGWAS5147:MRG:4:250096639,3.522546659,-0.528522595,0.978006718
SEEDGWAS5148:MRG:4:250096663,4.440470927,-1.301975233,0.977678466
SEEDGWAS5150:MRG:4:250096792,4.440470927,-1.301975233,0.977678466
SEEDGWAS5151:MRG:4:250096794,4.440470927,-1.301975233,0.977678466
SEEDGWAS5152:MRG:4:250096898,4.442035215,-2.581453298,2.160244321
SEEDGWAS5153:MRG:4:250096902,3.474852493,0.226277745,0.021184304
SEEDGWAS5154:MRG:4:250096942,3.623160455,0.162983227,0.128516817
SEEDGWAS5155:MRG:4:250105028,3.174879335,0.356617264,0.035947751
SEEDGWAS5156:MRG:4:250105030,3.775595519,1.092458246,-0.557447693
SEEDGWAS5157:MRG:4:250105036,3.240516477,-0.599997655,1.399858308
SEEDGWAS5158:MRG:4:250105046,3.599980156,-0.044673608,-0.078325945
SEEDGWAS5159:MRG:4:250105048,3.479965621,-1.474157423,1.073135735
SEEDGWAS516:MRG:4:250059308,-0.003683972,-1.172956658,-4.034120632
SEEDGWAS5160:MRG:4:250096255,4.662356416,2.048047758,-3.627713605
SEEDGWAS5161:MRG:4:250096675,3.775595519,1.092458246,-0.557447693
SEEDGWAS5162:MRG:4:250096755,3.775595519,1.092458246,-0.557447693
SEEDGWAS5163:MRG:4:250105042,3.370645314,0.67958791,-0.26145241
SEEDGWAS5164:MRG:4:250105069,5.477940532,0.56996993,-2.398871849
SEEDGWAS5165:MRG:4:250096400,2.464002325,0.242244068,-1.64572918
SEEDGWAS5166:MRG:4:250096882,5.265743446,-0.768715961,-1.756926748
SEEDGWAS5167:MRG:4:250096741,1.064859516,-3.045330369,1.198734486
SEEDGWAS5168:MRG:4:250096870,0.351697827,-2.578905224,0.403572635
SEEDGWAS5169:MRG:4:250104996,0.351697827,-2.578905224,0.403572635
SEEDGWAS517:MRG:4:250059309,1.048969235,-0.722971788,-3.498185574
SEEDGWAS5170:MRG:4:250105015,3.455422718,-3.109928853,1.342581949
SEEDGWAS5171:MRG:4:250105017,0.474414313,1.803555375,-1.266394118
SEEDGWAS5172:MRG:4:250105066,-0.240815032,-3.417713571,0.364467655
SEEDGWAS5173:MRG:4:250105117,-0.240815032,-3.417713571,0.364467655
SEEDGWAS518:MRG:4:250059310,0.367165576,-0.480918075,-3.520078315
SEEDGWAS5187:MRG:4:250105202,-0.133110519,0.469264325,1.53265527
SEEDGWAS5189:MRG:4:250105204,0.828322921,3.505623187,-0.586746798
SEEDGWAS519:MRG:4:250059311,0.302212961,1.055032305,-2.639353306
SEEDGWAS5190:MRG:4:250105205,1.589675092,1.110528871,0.186838809
SEEDGWAS5191:MRG:4:250105206,2.486798336,0.937218832,0.226212147
SEEDGWAS5192:MRG:4:250105207,-0.149228124,2.218389227,0.432096393
SEEDGWAS5193:MRG:4:250105208,-1.151238811,2.754185501,0.331231076
SEEDGWAS5194:MRG:4:250105367,0.944613215,-0.009977175,1.30713552
SEEDGWAS5195:MRG:4:250105368,1.248909599,1.897865117,-1.492521532
SEEDGWAS5196:MRG:4:250105369,-3.044340946,-4.25335689,3.872084258
SEEDGWAS5197:MRG:4:250105370,3.041679916,2.078969469,-1.086329804
SEEDGWAS5199:MRG:4:250105372,-2.256780867,0.351713701,2.674956573
SEEDGWAS52:MRG:4:250054481,-2.880461199,1.283582012,-0.733454874
