Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,soilN,HORVU.MOREX.r3.7HG0664490,"chr7H:81529145\G,\A",0.001329061,downstream,19410,chr7H,81529145
barley,soilN,HORVU.MOREX.r3.5HG0485460,"chr5H:454072965\T,\C",0.001337633,upstream,4683,chr5H,454072965
barley,soilN,HORVU.MOREX.r3.2HG0110000,"chr2H:31546161\G,\C",0.001342582,in_gene,0,chr2H,31546161
barley,soilN,HORVU.MOREX.r3.6HG0538870,"chr6H:2400421\T,\C",0.001343494,in_gene,0,chr6H,2400421
barley,soilN,HORVU.MOREX.r3.2HG0190040,"chr2H:597561518\A,\G",0.001343894,downstream,17292,chr2H,597561518
barley,soilN,HORVU.MOREX.r3.5HG0463140,"chr5H:313580138\A,\G",0.001344241,downstream,5156,chr5H,313580138
barley,soilN,HORVU.MOREX.r3.5HG0510640,"chr5H:527085650\G,\A",0.001347764,in_gene,0,chr5H,527085650
barley,soilN,HORVU.MOREX.r3.1HG0078630,"chr1H:481896154\T,\C",0.001353034,in_gene,0,chr1H,481896154
barley,soilN,HORVU.MOREX.r3.7HG0648650,"chr7H:26869859\T,\C",0.001361164,downstream,5076,chr7H,26869859
barley,soilN,HORVU.MOREX.r3.7HG0744420,"chr7H:613737750\A,\G",0.001362872,upstream,9869,chr7H,613737750
barley,soilN,HORVU.MOREX.r3.4HG0334220,"chr4H:7990149\C,\T",0.001370946,in_gene,0,chr4H,7990149
barley,soilN,HORVU.MOREX.r3.7HG0745580,"chr7H:615995442\A,\G",0.00137133,in_gene,0,chr7H,615995442
barley,soilN,HORVU.MOREX.r3.4HG0415570,"chr4H:602417124\G,\A",0.001371978,in_gene,0,chr4H,602417124
barley,soilN,HORVU.MOREX.r3.7HG0643200,"chr7H:16267353\C,\G",0.001373139,in_gene,0,chr7H,16267353
barley,soilN,HORVU.MOREX.r3.5HG0492630,"chr5H:484005042\G,\T",0.001379817,in_gene,0,chr5H,484005042
barley,soilN,HORVU.MOREX.r3.6HG0552470,"chr6H:33516743\G,\A",0.00138106,downstream,2222,chr6H,33516743
barley,soilN,HORVU.MOREX.r3.3HG0300100,"chr3H:539613301\T,\C",0.001383853,downstream,62,chr3H,539613301
barley,soilN,HORVU.MOREX.r3.1HG0010330,"chr1H:24146259\A,\C",0.001385215,downstream,5568,chr1H,24146259
barley,soilN,HORVU.MOREX.r3.4HG0332530,"chr4H:3368099\A,\G",0.001389981,in_gene,0,chr4H,3368099
barley,soilN,HORVU.MOREX.r3.2HG0166930,"chr2H:466892801\T,\C",0.001392272,downstream,10723,chr2H,466892801
barley,soilN,HORVU.MOREX.r3.2HG0105560,"chr2H:21081523\G,\T",0.001395041,upstream,299,chr2H,21081523
barley,soilN,HORVU.MOREX.r3.1HG0005040,"chr1H:9933893\G,\A",0.001395382,downstream,5821,chr1H,9933893
barley,soilN,HORVU.MOREX.r3.4HG0401500,"chr4H:555974358\T,\A",0.001396712,in_gene,0,chr4H,555974358
barley,soilN,HORVU.MOREX.r3.1HG0005040,"chr1H:9933905\A,\T",0.00140713,downstream,5833,chr1H,9933905
barley,soilN,HORVU.MOREX.r3.6HG0557060,"chr6H:51884957\T,\C",0.001415546,upstream,1629,chr6H,51884957
barley,soilN,HORVU.MOREX.r3.6HG0557060,"chr6H:51884966\G,\A",0.001415546,upstream,1620,chr6H,51884966
barley,soilN,HORVU.MOREX.r3.1HG0060360,"chr1H:402005812\G,\A",0.001422211,upstream,5363,chr1H,402005812
barley,soilN,HORVU.MOREX.r3.7HG0736720,"chr7H:596441841\A,\G",0.001422418,downstream,4426,chr7H,596441841
barley,soilN,HORVU.MOREX.r3.7HG0752890,"chr7H:632111307\C,\A",0.001424226,in_gene,0,chr7H,632111307
barley,soilN,HORVU.MOREX.r3.3HG0303360,"chr3H:552474360\G,\A",0.001430963,upstream,9224,chr3H,552474360
barley,soilN,HORVU.MOREX.r3.3HG0303360,"chr3H:552474369\A,\G",0.001430963,upstream,9215,chr3H,552474369
barley,soilN,HORVU.MOREX.r3.3HG0303360,"chr3H:552474280\C,\T",0.001430963,upstream,9304,chr3H,552474280
barley,soilN,HORVU.MOREX.r3.3HG0303360,"chr3H:552474285\T,\C",0.001430963,upstream,9299,chr3H,552474285
barley,soilN,HORVU.MOREX.r3.6HG0547800,"chr6H:19925262\T,\C",0.001435117,downstream,5504,chr6H,19925262
barley,soilN,HORVU.MOREX.r3.6HG0609250,"chr6H:473409213\G,\A",0.00143533,downstream,13908,chr6H,473409213
barley,soilN,HORVU.MOREX.r3.5HG0528200,"chr5H:567374650\T,\C",0.001436642,upstream,1239,chr5H,567374650
barley,soilN,HORVU.MOREX.r3.7HG0730680,"chr7H:578701378\C,\G",0.001439471,upstream,91,chr7H,578701378
barley,soilN,HORVU.MOREX.r3.7HG0730680,"chr7H:578701434\C,\T",0.001439471,upstream,35,chr7H,578701434
barley,soilN,HORVU.MOREX.r3.5HG0516400,"chr5H:541047547\C,\T",0.001443249,in_gene,0,chr5H,541047547
barley,soilN,HORVU.MOREX.r3.7HG0745580,"chr7H:615995443\C,\T",0.001454376,in_gene,0,chr7H,615995443
barley,soilN,HORVU.MOREX.r3.1HG0051230,"chr1H:342078300\G,\T",0.001455465,upstream,17436,chr1H,342078300
barley,soilN,HORVU.MOREX.r3.5HG0516400,"chr5H:541047550\C,\T",0.001458275,in_gene,0,chr5H,541047550
barley,soilN,HORVU.MOREX.r3.7HG0647690,"chr7H:24812092\A,\G",0.001459398,downstream,14686,chr7H,24812092
barley,soilN,HORVU.MOREX.r3.2HG0106680,"chr2H:23838417\T,\A",0.001461426,downstream,6467,chr2H,23838417
barley,soilN,HORVU.MOREX.r3.6HG0630710,"chr6H:555659475\A,\G",0.001464107,in_gene,0,chr6H,555659475
barley,soilN,HORVU.MOREX.r3.4HG0343710,"chr4H:47976060\G,\A",0.001465255,upstream,21586,chr4H,47976060
barley,soilN,HORVU.MOREX.r3.5HG0496890,"chr5H:493592734\A,\G",0.00146607,downstream,18779,chr5H,493592734
barley,soilN,HORVU.MOREX.r3.6HG0600030,"chr6H:407111851\C,\A",0.001478638,downstream,23371,chr6H,407111851
barley,soilN,HORVU.MOREX.r3.2HG0177570,"chr2H:538880500\G,\C",0.001480315,upstream,9677,chr2H,538880500
barley,soilN,HORVU.MOREX.r3.3HG0322410,"chr3H:601334602\C,\G",0.001490736,upstream,846,chr3H,601334602
barley,soilN,HORVU.MOREX.r3.4HG0336020,"chr4H:13417348\C,\G",0.001490951,upstream,21264,chr4H,13417348
barley,soilN,HORVU.MOREX.r3.3HG0222580,"chr3H:8827004\C,\A",0.001494051,in_gene,0,chr3H,8827004
barley,soilN,HORVU.MOREX.r3.3HG0228030,"chr3H:18757189\T,\C",0.001504549,downstream,3496,chr3H,18757189
barley,soilN,HORVU.MOREX.r3.1HG0064880,"chr1H:426025870\G,\A",0.001510171,downstream,6739,chr1H,426025870
barley,soilN,HORVU.MOREX.r3.2HG0203810,"chr2H:632761564\G,\A",0.001516078,in_gene,0,chr2H,632761564
barley,soilN,HORVU.MOREX.r3.5HG0526140,"chr5H:562867388\A,\G",0.001518804,in_gene,0,chr5H,562867388
barley,soilN,HORVU.MOREX.r3.4HG0396180,"chr4H:531095694\A,\G",0.001526542,downstream,7149,chr4H,531095694
barley,soilN,HORVU.MOREX.r3.2HG0110380,"chr2H:32354918\T,\G",0.001529522,upstream,7387,chr2H,32354918
barley,soilN,HORVU.MOREX.r3.7HG0744530,"chr7H:613928843\C,\T",0.001530431,upstream,4816,chr7H,613928843
barley,soilN,HORVU.MOREX.r3.6HG0542960,"chr6H:12260146\C,\T",0.001530611,upstream,1610,chr6H,12260146
barley,soilN,HORVU.MOREX.r3.1HG0012680,"chr1H:31472550\G,\A",0.001530936,downstream,23613,chr1H,31472550
barley,soilN,HORVU.MOREX.r3.7HG0740480,"chr7H:605368871\G,\C",0.00153759,upstream,22251,chr7H,605368871
barley,soilN,HORVU.MOREX.r3.1HG0002630,"chr1H:5382557\A,\G",0.001539337,upstream,9386,chr1H,5382557
barley,soilN,HORVU.MOREX.r3.7HG0664770,"chr7H:82406455\T,\C",0.001546395,downstream,829,chr7H,82406455
barley,soilN,HORVU.MOREX.r3.4HG0370350,"chr4H:301258067\A,\G",0.001550235,downstream,13290,chr4H,301258067
barley,soilN,HORVU.MOREX.r3.5HG0484170,"chr5H:446743617\G,\C",0.001557154,downstream,10304,chr5H,446743617
barley,soilN,HORVU.MOREX.r3.3HG0223800,"chr3H:10606930\C,\G",0.001567599,downstream,15839,chr3H,10606930
barley,soilN,HORVU.MOREX.r3.4HG0394350,"chr4H:517930211\C,\T",0.001568418,downstream,21800,chr4H,517930211
barley,soilN,HORVU.MOREX.r3.3HG0316860,"chr3H:589996165\C,\T",0.001568432,downstream,1627,chr3H,589996165
barley,soilN,HORVU.MOREX.r3.4HG0398930,"chr4H:545189485\C,\A",0.001571934,upstream,1053,chr4H,545189485
barley,soilN,HORVU.MOREX.r3.5HG0453260,"chr5H:211033522\G,\C",0.001593303,upstream,19250,chr5H,211033522
barley,soilN,HORVU.MOREX.r3.5HG0453260,"chr5H:211033545\C,\T",0.001593303,upstream,19227,chr5H,211033545
barley,soilN,HORVU.MOREX.r3.2HG0203360,"chr2H:631417642\G,\T",0.001597058,in_gene,0,chr2H,631417642
barley,soilN,HORVU.MOREX.r3.4HG0402390,"chr4H:560409121\C,\A",0.001599589,upstream,549,chr4H,560409121
barley,soilN,HORVU.MOREX.r3.1HG0003260,"chr1H:6692220\C,\A",0.001600916,downstream,185,chr1H,6692220
barley,soilN,HORVU.MOREX.r3.3HG0307700,"chr3H:565597408\A,\C",0.001602149,downstream,11873,chr3H,565597408
barley,soilN,HORVU.MOREX.r3.2HG0207580,"chr2H:641779418\G,\A",0.001623081,downstream,12173,chr2H,641779418
barley,soilN,HORVU.MOREX.r3.2HG0215070,"chr2H:657632161\G,\T",0.001624144,upstream,9380,chr2H,657632161
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037457\T,\C",0.001634053,in_gene,0,chr2H,626037457
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037467\G,\T",0.001634053,in_gene,0,chr2H,626037467
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037485\A,\G",0.001634053,in_gene,0,chr2H,626037485
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037488\A,\G",0.001634053,in_gene,0,chr2H,626037488
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037489\G,\A",0.001634053,in_gene,0,chr2H,626037489
barley,soilN,HORVU.MOREX.r3.1HG0013050,"chr1H:32370760\C,\A",0.001639723,upstream,2951,chr1H,32370760
barley,soilN,HORVU.MOREX.r3.2HG0210320,"chr2H:647575121\C,\G",0.001641126,upstream,9875,chr2H,647575121
barley,soilN,HORVU.MOREX.r3.7HG0730440,"chr7H:578030749\A,\G",0.001643148,upstream,15451,chr7H,578030749
barley,soilN,HORVU.MOREX.r3.3HG0314810,"chr3H:586466258\C,\T",0.00164485,downstream,4290,chr3H,586466258
barley,soilN,HORVU.MOREX.r3.3HG0322390,"chr3H:601255512\C,\G",0.001647767,upstream,3061,chr3H,601255512
barley,soilN,HORVU.MOREX.r3.1HG0084370,"chr1H:494182467\C,\G",0.001648221,in_gene,0,chr1H,494182467
barley,soilN,HORVU.MOREX.r3.5HG0484850,"chr5H:451168696\A,\C",0.001650464,in_gene,0,chr5H,451168696
barley,soilN,HORVU.MOREX.r3.2HG0208160,"chr2H:642916624\C,\T",0.001660065,downstream,3454,chr2H,642916624
barley,soilN,HORVU.MOREX.r3.5HG0476690,"chr5H:409315244\C,\A",0.001662986,downstream,10185,chr5H,409315244
barley,soilN,HORVU.MOREX.r3.1HG0079040,"chr1H:482730593\A,\T",0.001664221,downstream,35,chr1H,482730593
barley,soilN,HORVU.MOREX.r3.7HG0716880,"chr7H:505608396\C,\G",0.001668159,upstream,163,chr7H,505608396
barley,soilN,HORVU.MOREX.r3.3HG0323760,"chr3H:604549024\G,\A",0.001671672,in_gene,0,chr3H,604549024
barley,soilN,HORVU.MOREX.r3.2HG0141500,"chr2H:217288861\C,\T",0.001674275,upstream,1507,chr2H,217288861
barley,soilN,HORVU.MOREX.r3.6HG0546550,"chr6H:17475473\G,\A",0.001674954,in_gene,0,chr6H,17475473
barley,soilN,HORVU.MOREX.r3.5HG0426180,"chr5H:14487020\C,\T",0.001705586,downstream,12348,chr5H,14487020
barley,soilN,HORVU.MOREX.r3.5HG0432290,"chr5H:36711941\T,\G",0.00170719,upstream,21314,chr5H,36711941
barley,soilN,HORVU.MOREX.r3.2HG0179410,"chr2H:548282074\A,\T",0.001709351,upstream,245,chr2H,548282074
barley,soilN,HORVU.MOREX.r3.4HG0334860,"chr4H:9816144\C,\T",0.001711623,in_gene,0,chr4H,9816144
barley,soilN,HORVU.MOREX.r3.5HG0426180,"chr5H:14487063\T,\A",0.001712898,downstream,12391,chr5H,14487063
barley,soilN,HORVU.MOREX.r3.2HG0109520,"chr2H:30310580\T,\C",0.001714731,downstream,3629,chr2H,30310580
barley,soilN,HORVU.MOREX.r3.2HG0109760,"chr2H:30911333\G,\A",0.001722656,downstream,7845,chr2H,30911333
barley,soilN,HORVU.MOREX.r3.2HG0108690,"chr2H:28375533\T,\C",0.001724288,downstream,10664,chr2H,28375533
barley,soilN,HORVU.MOREX.r3.5HG0484180,"chr5H:446760938\C,\T",0.001725931,upstream,3312,chr5H,446760938
barley,soilN,HORVU.MOREX.r3.2HG0205310,"chr2H:636962801\G,\T",0.001735184,in_gene,0,chr2H,636962801
barley,soilN,HORVU.MOREX.r3.4HG0333870,"chr4H:6707152\T,\C",0.001744334,in_gene,0,chr4H,6707152
barley,soilN,HORVU.MOREX.r3.1HG0092820,"chr1H:509848534\G,\A",0.001744626,in_gene,0,chr1H,509848534
barley,soilN,HORVU.MOREX.r3.3HG0257840,"chr3H:211424243\T,\C",0.001745078,downstream,898,chr3H,211424243
barley,soilN,HORVU.MOREX.r3.7HG0729260,"chr7H:573904087\T,\C",0.001745609,upstream,5958,chr7H,573904087
barley,soilN,HORVU.MOREX.r3.3HG0221460,"chr3H:6281898\T,\A",0.00175156,downstream,20700,chr3H,6281898
barley,soilN,HORVU.MOREX.r3.7HG0659250,"chr7H:60004117\G,\A",0.001761934,downstream,10513,chr7H,60004117
barley,soilN,HORVU.MOREX.r3.3HG0226460,"chr3H:15305114\G,\A",0.001763665,in_gene,0,chr3H,15305114
barley,soilN,HORVU.MOREX.r3.7HG0710790,"chr7H:466379544\C,\T",0.001766762,downstream,10430,chr7H,466379544
barley,soilN,HORVU.MOREX.r3.5HG0489850,"chr5H:474892080\G,\A",0.001775377,downstream,269,chr5H,474892080
barley,soilN,HORVU.MOREX.r3.3HG0276610,"chr3H:404776947\T,\C",0.001776099,upstream,24537,chr3H,404776947
barley,soilN,HORVU.MOREX.r3.7HG0719170,"chr7H:522761433\C,\T",0.001776103,in_gene,0,chr7H,522761433
barley,soilN,HORVU.MOREX.r3.5HG0499780,"chr5H:502847207\A,\G",0.001776876,upstream,2227,chr5H,502847207
barley,soilN,HORVU.MOREX.r3.2HG0115020,"chr2H:49647822\G,\T",0.001779293,downstream,140,chr2H,49647822
barley,soilN,HORVU.MOREX.r3.2HG0210320,"chr2H:647575127\T,\C",0.001780716,upstream,9869,chr2H,647575127
barley,soilN,HORVU.MOREX.r3.3HG0306920,"chr3H:563310715\C,\T",0.001783412,upstream,539,chr3H,563310715
barley,soilN,HORVU.MOREX.r3.5HG0492630,"chr5H:484010684\G,\A",0.001784261,downstream,1749,chr5H,484010684
barley,soilN,HORVU.MOREX.r3.4HG0415570,"chr4H:602417000\G,\T",0.00178636,in_gene,0,chr4H,602417000
barley,soilN,HORVU.MOREX.r3.5HG0471620,"chr5H:378711694\A,\C",0.001793231,upstream,13222,chr5H,378711694
barley,soilN,HORVU.MOREX.r3.3HG0317780,"chr3H:591546552\G,\A",0.001800826,in_gene,0,chr3H,591546552
barley,soilN,HORVU.MOREX.r3.2HG0140720,"chr2H:210160982\A,\T",0.001803817,downstream,631,chr2H,210160982
barley,soilN,HORVU.MOREX.r3.2HG0140720,"chr2H:210161057\G,\C",0.001803817,downstream,706,chr2H,210161057
barley,soilN,HORVU.MOREX.r3.6HG0541100,"chr6H:7605216\T,\G",0.001807734,upstream,10477,chr6H,7605216
barley,soilN,HORVU.MOREX.r3.1HG0006160,"chr1H:12731036\G,\A",0.001808613,in_gene,0,chr1H,12731036
barley,soilN,HORVU.MOREX.r3.6HG0539970,"chr6H:4329130\C,\T",0.001817572,upstream,4804,chr6H,4329130
barley,soilN,HORVU.MOREX.r3.6HG0625600,"chr6H:542859906\C,\G",0.001818252,in_gene,0,chr6H,542859906
barley,soilN,HORVU.MOREX.r3.7HG0649570,"chr7H:28348152\G,\C",0.001818591,upstream,4005,chr7H,28348152
barley,soilN,HORVU.MOREX.r3.7HG0703120,"chr7H:411354161\G,\A",0.001821836,upstream,22584,chr7H,411354161
barley,soilN,HORVU.MOREX.r3.3HG0322390,"chr3H:601260386\T,\C",0.00182355,downstream,83,chr3H,601260386
barley,soilN,HORVU.MOREX.r3.5HG0489380,"chr5H:473452421\C,\T",0.001826317,downstream,1474,chr5H,473452421
barley,soilN,HORVU.MOREX.r3.5HG0489380,"chr5H:473452419\C,\G",0.001826317,downstream,1472,chr5H,473452419
barley,soilN,HORVU.MOREX.r3.3HG0323760,"chr3H:604549033\G,\A",0.001829613,in_gene,0,chr3H,604549033
barley,soilN,HORVU.MOREX.r3.3HG0323760,"chr3H:604549054\A,\T",0.001829613,in_gene,0,chr3H,604549054
barley,soilN,HORVU.MOREX.r3.3HG0323760,"chr3H:604549075\C,\T",0.001829613,in_gene,0,chr3H,604549075
barley,soilN,HORVU.MOREX.r3.3HG0323760,"chr3H:604549078\C,\A",0.001829613,in_gene,0,chr3H,604549078
barley,soilN,HORVU.MOREX.r3.7HG0729270,"chr7H:573922638\G,\A",0.001829784,upstream,547,chr7H,573922638
barley,soilN,HORVU.MOREX.r3.2HG0211790,"chr2H:651149928\G,\C",0.001831357,upstream,20076,chr2H,651149928
barley,soilN,HORVU.MOREX.r3.5HG0521490,"chr5H:552128468\C,\T",0.001831665,downstream,1112,chr5H,552128468
barley,soilN,HORVU.MOREX.r3.3HG0313920,"chr3H:584284569\G,\A",0.001835855,upstream,14513,chr3H,584284569
barley,soilN,HORVU.MOREX.r3.2HG0111350,"chr2H:35598675\T,\C",0.001837018,upstream,5715,chr2H,35598675
barley,soilN,HORVU.MOREX.r3.2HG0126910,"chr2H:108698961\G,\A",0.001838064,in_gene,0,chr2H,108698961
barley,soilN,HORVU.MOREX.r3.5HG0424060,"chr5H:8594212\C,\G",0.001846352,downstream,39,chr5H,8594212
barley,soilN,HORVU.MOREX.r3.4HG0343160,"chr4H:44408331\C,\A",0.001847007,downstream,18748,chr4H,44408331
barley,soilN,HORVU.MOREX.r3.7HG0653870,"chr7H:42103750\C,\T",0.001847565,upstream,6086,chr7H,42103750
barley,soilN,HORVU.MOREX.r3.2HG0125800,"chr2H:102219848\C,\T",0.001849645,upstream,2939,chr2H,102219848
barley,soilN,HORVU.MOREX.r3.3HG0300380,"chr3H:540616779\C,\T",0.001856377,downstream,23483,chr3H,540616779
barley,soilN,HORVU.MOREX.r3.6HG0625830,"chr6H:543295525\A,\T",0.001857144,in_gene,0,chr6H,543295525
barley,soilN,HORVU.MOREX.r3.5HG0466140,"chr5H:334601999\G,\T",0.001861544,in_gene,0,chr5H,334601999
barley,soilN,HORVU.MOREX.r3.5HG0513960,"chr5H:536245328\C,\T",0.001861812,in_gene,0,chr5H,536245328
barley,soilN,HORVU.MOREX.r3.3HG0227780,"chr3H:17977690\G,\A",0.001861885,downstream,4488,chr3H,17977690
barley,soilN,HORVU.MOREX.r3.2HG0213820,"chr2H:654815326\T,\C",0.001862704,upstream,21480,chr2H,654815326
barley,soilN,HORVU.MOREX.r3.5HG0490020,"chr5H:475289003\T,\G",0.001868893,upstream,5523,chr5H,475289003
barley,soilN,HORVU.MOREX.r3.5HG0490020,"chr5H:475289013\G,\T",0.001868893,upstream,5513,chr5H,475289013
barley,soilN,HORVU.MOREX.r3.5HG0490020,"chr5H:475289017\C,\T",0.001868893,upstream,5509,chr5H,475289017
barley,soilN,HORVU.MOREX.r3.5HG0490020,"chr5H:475289041\G,\T",0.001868893,upstream,5485,chr5H,475289041
barley,soilN,HORVU.MOREX.r3.4HG0383040,"chr4H:434656805\T,\C",0.001875046,downstream,3339,chr4H,434656805
barley,soilN,HORVU.MOREX.r3.5HG0526210,"chr5H:563014498\C,\A",0.001888131,upstream,19975,chr5H,563014498
barley,soilN,HORVU.MOREX.r3.6HG0538810,"chr6H:2358551\C,\T",0.00188815,upstream,438,chr6H,2358551
barley,soilN,HORVU.MOREX.r3.1HG0006230,"chr1H:12827641\G,\A",0.001890333,downstream,41,chr1H,12827641
barley,soilN,HORVU.MOREX.r3.1HG0087170,"chr1H:499029383\T,\C",0.001891696,in_gene,0,chr1H,499029383
barley,soilN,HORVU.MOREX.r3.5HG0510860,"chr5H:527328084\C,\T",0.001893376,in_gene,0,chr5H,527328084
barley,soilN,HORVU.MOREX.r3.1HG0007460,"chr1H:15197701\C,\G",0.001894384,upstream,22371,chr1H,15197701
barley,soilN,HORVU.MOREX.r3.3HG0315570,"chr3H:587896265\T,\C",0.001894837,in_gene,0,chr3H,587896265
barley,soilN,HORVU.MOREX.r3.6HG0625810,"chr6H:543264448\G,\A",0.00190334,downstream,649,chr6H,543264448
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19181476\G,\A",0.001904953,downstream,12408,chr3H,19181476
barley,soilN,HORVU.MOREX.r3.5HG0485460,"chr5H:454072782\T,\C",0.001906483,upstream,4866,chr5H,454072782
barley,soilN,HORVU.MOREX.r3.4HG0332500,"chr4H:3356219\T,\C",0.001911008,downstream,809,chr4H,3356219
barley,soilN,HORVU.MOREX.r3.4HG0334460,"chr4H:8927357\C,\T",0.001911745,in_gene,0,chr4H,8927357
barley,soilN,HORVU.MOREX.r3.2HG0096810,"chr2H:2916857\T,\A",0.001915502,downstream,385,chr2H,2916857
barley,soilN,HORVU.MOREX.r3.4HG0343160,"chr4H:44408381\C,\T",0.001929394,downstream,18798,chr4H,44408381
barley,soilN,HORVU.MOREX.r3.1HG0055240,"chr1H:368630190\C,\T",0.001932886,upstream,15016,chr1H,368630190
barley,soilN,HORVU.MOREX.r3.5HG0474220,"chr5H:395040293\C,\A",0.001934823,upstream,14216,chr5H,395040293
barley,soilN,HORVU.MOREX.r3.4HG0388950,"chr4H:481076797\C,\T",0.001937399,in_gene,0,chr4H,481076797
barley,soilN,HORVU.MOREX.r3.7HG0668770,"chr7H:105718471\G,\A",0.001939689,downstream,11114,chr7H,105718471
barley,soilN,HORVU.MOREX.r3.6HG0620610,"chr6H:528196020\C,\T",0.001948647,upstream,10319,chr6H,528196020
barley,soilN,HORVU.MOREX.r3.6HG0610930,"chr6H:483858640\G,\A",0.001951501,in_gene,0,chr6H,483858640
barley,soilN,HORVU.MOREX.r3.5HG0453260,"chr5H:211033546\T,\G",0.001952315,upstream,19226,chr5H,211033546
barley,soilN,HORVU.MOREX.r3.4HG0414100,"chr4H:598652092\T,\C",0.001954244,downstream,11047,chr4H,598652092
barley,soilN,HORVU.MOREX.r3.3HG0319060,"chr3H:594097453\A,\C",0.00195684,upstream,5238,chr3H,594097453
barley,soilN,HORVU.MOREX.r3.5HG0536140,"chr5H:582871033\T,\C",0.001957418,upstream,5937,chr5H,582871033
barley,soilN,HORVU.MOREX.r3.2HG0201230,"chr2H:626037462\A,\G",0.001958613,in_gene,0,chr2H,626037462
barley,soilN,HORVU.MOREX.r3.3HG0285020,"chr3H:463270966\C,\G",0.001960862,upstream,11067,chr3H,463270966
barley,soilN,HORVU.MOREX.r3.6HG0625840,"chr6H:543308705\T,\G",0.001965511,upstream,5063,chr6H,543308705
barley,soilN,HORVU.MOREX.r3.3HG0318510,"chr3H:592785918\T,\A",0.001965792,downstream,346,chr3H,592785918
barley,soilN,HORVU.MOREX.r3.5HG0535530,"chr5H:581893526\A,\G",0.001967253,downstream,424,chr5H,581893526
barley,soilN,HORVU.MOREX.r3.7HG0750280,"chr7H:625059626\C,\T",0.001968813,upstream,23910,chr7H,625059626
barley,soilN,HORVU.MOREX.r3.1HG0008310,"chr1H:19439527\G,\C",0.001972173,in_gene,0,chr1H,19439527
barley,soilN,HORVU.MOREX.r3.1HG0008310,"chr1H:19439584\C,\T",0.001972173,in_gene,0,chr1H,19439584
barley,soilN,HORVU.MOREX.r3.6HG0539220,"chr6H:2949963\A,\G",0.001975117,upstream,1268,chr6H,2949963
barley,soilN,HORVU.MOREX.r3.4HG0396800,"chr4H:535912664\A,\G",0.001978151,downstream,21881,chr4H,535912664
barley,soilN,HORVU.MOREX.r3.1HG0083880,"chr1H:493431102\G,\T",0.001982689,upstream,2616,chr1H,493431102
barley,soilN,HORVU.MOREX.r3.6HG0584690,"chr6H:259885878\C,\T",0.001984512,upstream,23081,chr6H,259885878
barley,soilN,HORVU.MOREX.r3.2HG0100750,"chr2H:12058619\A,\T",0.001986492,upstream,1418,chr2H,12058619
barley,soilN,HORVU.MOREX.r3.5HG0425660,"chr5H:12134935\C,\G",0.001988721,downstream,9323,chr5H,12134935
barley,soilN,HORVU.MOREX.r3.4HG0415350,"chr4H:601788637\T,\G",0.001994304,upstream,21412,chr4H,601788637
barley,soilN,HORVU.MOREX.r3.3HG0230070,"chr3H:22478090\T,\G",0.001997353,downstream,294,chr3H,22478090
barley,soilN,HORVU.MOREX.r3.5HG0485460,"chr5H:454072778\A,\G",0.002001036,upstream,4870,chr5H,454072778
barley,soilN,HORVU.MOREX.r3.7HG0653530,"chr7H:41175015\T,\C",0.002001709,in_gene,0,chr7H,41175015
barley,soilN,HORVU.MOREX.r3.3HG0304770,"chr3H:556942483\G,\T",0.002002377,upstream,6648,chr3H,556942483
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19170796\C,\T",0.002016007,downstream,1728,chr3H,19170796
barley,soilN,HORVU.MOREX.r3.6HG0561250,"chr6H:75231001\T,\C",0.002016229,upstream,6463,chr6H,75231001
barley,soilN,HORVU.MOREX.r3.4HG0342530,"chr4H:40259257\T,\G",0.002016283,upstream,3170,chr4H,40259257
barley,soilN,HORVU.MOREX.r3.5HG0480940,"chr5H:434150641\T,\C",0.002017824,downstream,3136,chr5H,434150641
barley,soilN,HORVU.MOREX.r3.6HG0539970,"chr6H:4329112\G,\A",0.002023359,upstream,4822,chr6H,4329112
barley,soilN,HORVU.MOREX.r3.7HG0648780,"chr7H:27154596\A,\G",0.00202337,downstream,131,chr7H,27154596
barley,soilN,HORVU.MOREX.r3.3HG0286770,"chr3H:473232145\C,\T",0.002023743,downstream,12631,chr3H,473232145
barley,soilN,HORVU.MOREX.r3.3HG0300310,"chr3H:540369558\G,\A",0.002024451,upstream,17176,chr3H,540369558
barley,soilN,HORVU.MOREX.r3.3HG0300310,"chr3H:540369581\G,\A",0.002024451,upstream,17153,chr3H,540369581
barley,soilN,HORVU.MOREX.r3.2HG0177340,"chr2H:537414592\G,\A",0.002024887,upstream,10111,chr2H,537414592
barley,soilN,HORVU.MOREX.r3.4HG0398860,"chr4H:545044325\A,\G",0.002027168,in_gene,0,chr4H,545044325
barley,soilN,HORVU.MOREX.r3.3HG0309620,"chr3H:570924490\G,\T",0.0020285,upstream,21791,chr3H,570924490
barley,soilN,HORVU.MOREX.r3.6HG0616500,"chr6H:512742129\A,\G",0.00202964,downstream,587,chr6H,512742129
