,maize_ph,maize_cec
SEEDGWAS3351:MRG:4:250069622,71,156
SEEDGWAS3352:MRG:4:250064311,NA,NA
SEEDGWAS3353:MRG:4:250064312,61,190
SEEDGWAS3354:MRG:4:250064313,NA,NA
SEEDGWAS3355:MRG:4:250064314,52,154
SEEDGWAS3357:MRG:4:250064315,59,94
SEEDGWAS3358:MRG:4:250064316,NA,NA
SEEDGWAS3359:MRG:4:250064317,NA,NA
SEEDGWAS3361:MRG:4:250064318,47,118
SEEDGWAS3362:MRG:4:250064319,55,124
SEEDGWAS3364:MRG:4:250064320,53,163
SEEDGWAS3365:MRG:4:250064321,52,142
SEEDGWAS3366:MRG:4:250064322,52,154
SEEDGWAS3374:MRG:4:250069624,76,220
SEEDGWAS3379:MRG:4:250064326,74,201
SEEDGWAS3380:MRG:4:250064327,74,201
SEEDGWAS3381:MRG:4:250069626,NA,NA
SEEDGWAS3384:MRG:4:250064328,60,204
SEEDGWAS3386:MRG:4:250064329,NA,NA
SEEDGWAS3388:MRG:4:250064331,66,220
SEEDGWAS3391:MRG:4:250064332,74,295
SEEDGWAS3392:MRG:4:250064333,NA,NA
SEEDGWAS3393:MRG:4:250069631,67,240
SEEDGWAS3394:MRG:4:250069632,67,248
SEEDGWAS3395:MRG:4:250064334,62,257
SEEDGWAS3396:MRG:4:250064336,67,248
SEEDGWAS3397:MRG:4:250069633,69,246
SEEDGWAS3398:MRG:4:250069634,NA,NA
SEEDGWAS3399:MRG:4:250069635,65,260
SEEDGWAS340:MRG:4:250059092,59,220
SEEDGWAS3400:MRG:4:250064337,71,298
SEEDGWAS3401:MRG:4:250064338,69,245
SEEDGWAS3402:MRG:4:250064339,69,245
SEEDGWAS3403:MRG:4:250069636,68,256
SEEDGWAS3404:MRG:4:250069637,68,271
SEEDGWAS3405:MRG:4:250069638,68,254
SEEDGWAS3406:MRG:4:250069639,69,267
SEEDGWAS3407:MRG:4:250064340,69,267
SEEDGWAS3408:MRG:4:250064341,69,279
SEEDGWAS341:MRG:4:250059093,59,220
SEEDGWAS3410:MRG:4:250069640,66,253
SEEDGWAS3411:MRG:4:250069641,66,207
SEEDGWAS3412:MRG:4:250064342,NA,NA
SEEDGWAS3413:MRG:4:250064343,NA,NA
SEEDGWAS3426:MRG:4:250064354,65,263
SEEDGWAS3427:MRG:4:250064355,65,263
SEEDGWAS3428:MRG:4:250064356,65,183
SEEDGWAS343:MRG:4:250059094,66,226
SEEDGWAS3435:MRG:4:250064361,58,194
SEEDGWAS3436:MRG:4:250064362,57,185
SEEDGWAS3447:MRG:4:250064369,78,203
SEEDGWAS345:MRG:4:250059095,51,241
SEEDGWAS3451:MRG:4:250064372,54,205
SEEDGWAS3452:MRG:4:250064373,58,199
SEEDGWAS3453:MRG:4:250064374,58,199
SEEDGWAS3454:MRG:4:250069650,NA,NA
SEEDGWAS3462:MRG:4:250064379,59,217
SEEDGWAS348:MRG:4:250059096,53,105
SEEDGWAS349:MRG:4:250059097,53,101
SEEDGWAS3494:MRG:4:250064423,69,234
SEEDGWAS3495:MRG:4:250069672,71,249
SEEDGWAS3496:MRG:4:250064424,62,269
SEEDGWAS3497:MRG:4:250069673,58,254
SEEDGWAS3499:MRG:4:250064425,74,204
SEEDGWAS350:MRG:4:250059098,54,121
SEEDGWAS352:MRG:4:250059099,54,137
SEEDGWAS353:MRG:4:250059101,NA,NA
SEEDGWAS354:MRG:4:250059102,NA,NA
SEEDGWAS3556:MRG:4:250069677,66,280
SEEDGWAS357:MRG:4:250059104,NA,NA
SEEDGWAS3592:MRG:4:250069707,62,285
SEEDGWAS3594:MRG:4:250069709,70,228
SEEDGWAS3595:MRG:4:250069710,78,239
SEEDGWAS3596:MRG:4:250064468,60,255
SEEDGWAS3597:MRG:4:250064470,69,303
SEEDGWAS3598:MRG:4:250064472,69,303
SEEDGWAS3599:MRG:4:250069711,64,255
SEEDGWAS3600:MRG:4:250064473,60,264
SEEDGWAS3606:MRG:4:250069713,79,198
SEEDGWAS3607:MRG:4:250064476,66,247
SEEDGWAS3608:MRG:4:250064477,51,248
SEEDGWAS3609:MRG:4:250069714,78,172
SEEDGWAS3610:MRG:4:250069715,76,179
SEEDGWAS3611:MRG:4:250064478,66,220
SEEDGWAS3612:MRG:4:250069716,NA,NA
SEEDGWAS3614:MRG:4:250064479,63,214
SEEDGWAS3616:MRG:4:250064481,64,232
SEEDGWAS3617:MRG:4:250064482,65,205
SEEDGWAS3618:MRG:4:250069748,73,232
SEEDGWAS3619:MRG:4:250064483,64,232
SEEDGWAS3620:MRG:4:250069750,60,184
SEEDGWAS3621:MRG:4:250064484,63,214
SEEDGWAS3622:MRG:4:250069751,78,224
SEEDGWAS3623:MRG:4:250064485,75,203
SEEDGWAS3624:MRG:4:250064486,75,203
SEEDGWAS3627:MRG:4:250069754,73,244
SEEDGWAS3628:MRG:4:250069755,68,253
SEEDGWAS3629:MRG:4:250069756,68,250
SEEDGWAS3630:MRG:4:250069757,73,244
SEEDGWAS3632:MRG:4:250064487,66,247
SEEDGWAS3633:MRG:4:250069760,79,157
SEEDGWAS3636:MRG:4:250069762,NA,NA
SEEDGWAS3638:MRG:4:250064488,61,266
SEEDGWAS3639:MRG:4:250069763,68,257
SEEDGWAS3640:MRG:4:250069764,70,242
SEEDGWAS3641:MRG:4:250069765,69,249
SEEDGWAS3644:MRG:4:250069766,69,229
SEEDGWAS3646:MRG:4:250064490,83,180
SEEDGWAS3647:MRG:4:250069767,63,226
SEEDGWAS3651:MRG:4:250069768,68,275
SEEDGWAS3652:MRG:4:250069769,77,173
SEEDGWAS3653:MRG:4:250069770,69,252
SEEDGWAS3654:MRG:4:250064493,70,195
SEEDGWAS3655:MRG:4:250069771,75,223
SEEDGWAS3656:MRG:4:250069772,60,237
SEEDGWAS3657:MRG:4:250069773,60,237
SEEDGWAS3658:MRG:4:250064494,59,212
SEEDGWAS3659:MRG:4:250064495,67,221
SEEDGWAS3660:MRG:4:250069774,81,141
SEEDGWAS367:MRG:4:250059145,56,114
SEEDGWAS3675:MRG:4:250064507,51,172
SEEDGWAS3676:MRG:4:250064508,52,190
SEEDGWAS368:MRG:4:250059146,NA,NA
SEEDGWAS3682:MRG:4:250069778,70,292
SEEDGWAS3683:MRG:4:250069779,72,270
SEEDGWAS3687:MRG:4:250069781,65,262
SEEDGWAS3690:MRG:4:250064509,58,196
SEEDGWAS3692:MRG:4:250069785,66,254
SEEDGWAS3693:MRG:4:250064541,64,260
SEEDGWAS3694:MRG:4:250069786,66,226
SEEDGWAS3696:MRG:4:250064542,56,193
SEEDGWAS3697:MRG:4:250064543,56,193
SEEDGWAS3698:MRG:4:250069788,59,251
SEEDGWAS3699:MRG:4:250069789,58,245
SEEDGWAS3700:MRG:4:250069790,65,237
SEEDGWAS3701:MRG:4:250069791,57,237
SEEDGWAS3702:MRG:4:250069792,57,237
SEEDGWAS3704:MRG:4:250069793,57,237
SEEDGWAS3705:MRG:4:250064544,73,236
SEEDGWAS3706:MRG:4:250069795,72,222
SEEDGWAS3708:MRG:4:250069796,60,245
SEEDGWAS3709:MRG:4:250069797,73,252
SEEDGWAS3710:MRG:4:250069798,64,269
SEEDGWAS3711:MRG:4:250069799,64,269
SEEDGWAS3712:MRG:4:250069800,64,269
SEEDGWAS3713:MRG:4:250069801,66,281
SEEDGWAS3714:MRG:4:250069802,67,254
SEEDGWAS3715:MRG:4:250069803,65,278
SEEDGWAS3716:MRG:4:250069804,65,213
SEEDGWAS3717:MRG:4:250069805,72,281
SEEDGWAS3718:MRG:4:250069806,77,269
SEEDGWAS3720:MRG:4:250069808,62,232
SEEDGWAS3721:MRG:4:250069809,68,274
SEEDGWAS3722:MRG:4:250064545,NA,NA
SEEDGWAS3723:MRG:4:250069810,70,289
SEEDGWAS3724:MRG:4:250064546,66,277
SEEDGWAS3725:MRG:4:250069811,66,277
SEEDGWAS3726:MRG:4:250064547,78,144
SEEDGWAS3727:MRG:4:250069812,60,212
SEEDGWAS3728:MRG:4:250064548,71,249
SEEDGWAS373:MRG:4:250059149,55,184
SEEDGWAS3730:MRG:4:250064549,58,226
SEEDGWAS3731:MRG:4:250069814,57,244
SEEDGWAS3733:MRG:4:250069815,67,231
SEEDGWAS3734:MRG:4:250064550,62,245
SEEDGWAS3735:MRG:4:250069816,62,292
SEEDGWAS3736:MRG:4:250069817,76,206
SEEDGWAS3737:MRG:4:250069818,65,256
SEEDGWAS3739:MRG:4:250064551,NA,NA
SEEDGWAS3740:MRG:4:250069819,67,259
SEEDGWAS3742:MRG:4:250069820,62,282
SEEDGWAS3744:MRG:4:250064552,NA,NA
SEEDGWAS3745:MRG:4:250069821,76,206
SEEDGWAS3746:MRG:4:250064553,NA,NA
SEEDGWAS3748:MRG:4:250064555,59,223
SEEDGWAS3750:MRG:4:250069823,74,283
SEEDGWAS3751:MRG:4:250069824,66,235
SEEDGWAS3753:MRG:4:250069825,75,234
SEEDGWAS3754:MRG:4:250064556,69,188
SEEDGWAS3756:MRG:4:250069826,62,243
SEEDGWAS3757:MRG:4:250069827,76,206
SEEDGWAS3758:MRG:4:250069828,75,223
SEEDGWAS376:MRG:4:250059151,NA,NA
SEEDGWAS3762:MRG:4:250069829,71,225
SEEDGWAS3763:MRG:4:250064559,NA,NA
SEEDGWAS3765:MRG:4:250069830,58,213
SEEDGWAS3767:MRG:4:250069831,70,233
SEEDGWAS3768:MRG:4:250064560,63,293
SEEDGWAS3769:MRG:4:250069832,70,273
SEEDGWAS3770:MRG:4:250069833,67,324
SEEDGWAS3771:MRG:4:250069834,70,273
SEEDGWAS3772:MRG:4:250064561,56,240
SEEDGWAS3774:MRG:4:250064562,62,302
SEEDGWAS3775:MRG:4:250069835,67,275
SEEDGWAS3776:MRG:4:250064563,63,264
SEEDGWAS3777:MRG:4:250069836,67,275
SEEDGWAS3778:MRG:4:250069837,70,273
SEEDGWAS3779:MRG:4:250069838,70,274
SEEDGWAS3780:MRG:4:250069839,71,233
SEEDGWAS3782:MRG:4:250069840,69,257
SEEDGWAS3783:MRG:4:250069841,NA,NA
SEEDGWAS3786:MRG:4:250069842,63,241
SEEDGWAS3787:MRG:4:250069843,74,250
SEEDGWAS3790:MRG:4:250064564,NA,NA
SEEDGWAS3794:MRG:4:250064567,NA,NA
SEEDGWAS3795:MRG:4:250064568,72,203
SEEDGWAS3796:MRG:4:250064569,72,203
SEEDGWAS3798:MRG:4:250064570,65,275
SEEDGWAS3799:MRG:4:250064571,66,195
SEEDGWAS38:MRG:4:250054474,65,201
SEEDGWAS3800:MRG:4:250069877,77,202
SEEDGWAS3803:MRG:4:250069878,76,181
SEEDGWAS3804:MRG:4:250064574,72,232
SEEDGWAS3806:MRG:4:250064576,NA,NA
SEEDGWAS3809:MRG:4:250064578,79,196
SEEDGWAS3810:MRG:4:250064579,79,198
SEEDGWAS3811:MRG:4:250064580,81,188
SEEDGWAS3813:MRG:4:250064581,77,195
SEEDGWAS3816:MRG:4:250064583,79,188
SEEDGWAS3818:MRG:4:250069882,77,195
SEEDGWAS3819:MRG:4:250064584,79,183
SEEDGWAS3820:MRG:4:250064585,59,267
SEEDGWAS3821:MRG:4:250064587,80,232
SEEDGWAS3822:MRG:4:250064588,79,183
SEEDGWAS3823:MRG:4:250069883,81,184
SEEDGWAS3824:MRG:4:250064589,72,232
SEEDGWAS3825:MRG:4:250064590,82,227
SEEDGWAS3826:MRG:4:250064591,78,183
SEEDGWAS3827:MRG:4:250064592,76,221
SEEDGWAS3828:MRG:4:250064593,65,241
SEEDGWAS3829:MRG:4:250069884,86,167
SEEDGWAS3830:MRG:4:250064594,77,201
SEEDGWAS3831:MRG:4:250064595,78,181
SEEDGWAS3832:MRG:4:250064596,76,238
SEEDGWAS3833:MRG:4:250064597,NA,NA
SEEDGWAS3836:MRG:4:250064598,64,271
SEEDGWAS3837:MRG:4:250064599,63,261
SEEDGWAS3838:MRG:4:250064600,77,215
SEEDGWAS3839:MRG:4:250064601,63,187
SEEDGWAS3840:MRG:4:250064602,NA,NA
SEEDGWAS3841:MRG:4:250064603,55,197
SEEDGWAS3842:MRG:4:250069885,52,128
SEEDGWAS3845:MRG:4:250064606,50,190
SEEDGWAS3846:MRG:4:250064607,51,200
SEEDGWAS3848:MRG:4:250064609,50,240
SEEDGWAS3849:MRG:4:250064610,49,223
SEEDGWAS3850:MRG:4:250064611,50,254
SEEDGWAS3853:MRG:4:250064612,52,177
SEEDGWAS3854:MRG:4:250064613,53,187
SEEDGWAS3855:MRG:4:250064614,54,267
SEEDGWAS3856:MRG:4:250064615,50,260
SEEDGWAS3857:MRG:4:250064616,51,229
SEEDGWAS3858:MRG:4:250064617,50,254
SEEDGWAS3859:MRG:4:250064618,50,260
SEEDGWAS3860:MRG:4:250064619,50,260
SEEDGWAS3861:MRG:4:250064620,52,295
SEEDGWAS3862:MRG:4:250064621,51,229
SEEDGWAS3864:MRG:4:250064622,53,112
SEEDGWAS3865:MRG:4:250064623,51,138
SEEDGWAS3866:MRG:4:250064624,71,211
SEEDGWAS3867:MRG:4:250064625,80,184
SEEDGWAS3868:MRG:4:250064626,79,196
SEEDGWAS3869:MRG:4:250064627,71,184
SEEDGWAS3870:MRG:4:250064628,73,207
SEEDGWAS3871:MRG:4:250064629,50,254
SEEDGWAS3872:MRG:4:250064630,79,183
SEEDGWAS3873:MRG:4:250064631,51,231
SEEDGWAS3874:MRG:4:250064632,NA,NA
SEEDGWAS3875:MRG:4:250069886,63,214
SEEDGWAS3876:MRG:4:250069887,62,197
SEEDGWAS3877:MRG:4:250069888,54,215
SEEDGWAS3879:MRG:4:250069889,53,239
SEEDGWAS3881:MRG:4:250069891,59,220
SEEDGWAS3882:MRG:4:250069892,59,220
SEEDGWAS3883:MRG:4:250064633,59,220
SEEDGWAS3884:MRG:4:250064634,59,220
SEEDGWAS3885:MRG:4:250064635,62,218
SEEDGWAS3886:MRG:4:250069893,62,218
SEEDGWAS3887:MRG:4:250064636,59,234
SEEDGWAS3888:MRG:4:250065557,59,234
SEEDGWAS3889:MRG:4:250065559,64,229
SEEDGWAS3890:MRG:4:250065560,66,237
SEEDGWAS3891:MRG:4:250065561,66,237
SEEDGWAS3892:MRG:4:250069894,67,188
SEEDGWAS3893:MRG:4:250065562,67,188
SEEDGWAS3894:MRG:4:250065563,65,173
SEEDGWAS3895:MRG:4:250069895,67,188
SEEDGWAS3896:MRG:4:250065564,71,188
SEEDGWAS3897:MRG:4:250065565,70,182
SEEDGWAS3898:MRG:4:250069896,70,182
SEEDGWAS3899:MRG:4:250065566,70,182
SEEDGWAS3900:MRG:4:250065567,70,182
SEEDGWAS3901:MRG:4:250065568,68,208
SEEDGWAS3902:MRG:4:250065569,68,227
SEEDGWAS3903:MRG:4:250065570,68,229
SEEDGWAS3904:MRG:4:250065571,68,229
SEEDGWAS3905:MRG:4:250065572,70,182
SEEDGWAS3906:MRG:4:250069897,70,182
SEEDGWAS3907:MRG:4:250069898,68,229
SEEDGWAS3908:MRG:4:250069899,68,229
SEEDGWAS3909:MRG:4:250065573,68,229
SEEDGWAS3910:MRG:4:250065574,68,229
SEEDGWAS3911:MRG:4:250065575,73,194
SEEDGWAS3912:MRG:4:250065576,73,190
SEEDGWAS3913:MRG:4:250065577,69,224
SEEDGWAS3914:MRG:4:250065578,69,224
SEEDGWAS3915:MRG:4:250065579,69,224
SEEDGWAS3916:MRG:4:250065580,69,224
SEEDGWAS3917:MRG:4:250065581,72,204
SEEDGWAS3918:MRG:4:250069900,70,182
SEEDGWAS3919:MRG:4:250065582,70,250
SEEDGWAS3922:MRG:4:250065583,68,217
SEEDGWAS3923:MRG:4:250065584,71,197
SEEDGWAS3924:MRG:4:250065585,74,209
SEEDGWAS3925:MRG:4:250069901,79,171
SEEDGWAS3926:MRG:4:250065586,79,171
SEEDGWAS3927:MRG:4:250069903,73,213
SEEDGWAS3928:MRG:4:250069904,73,213
SEEDGWAS3929:MRG:4:250065587,77,221
SEEDGWAS3930:MRG:4:250069905,77,221
SEEDGWAS3931:MRG:4:250069906,77,221
SEEDGWAS3932:MRG:4:250065588,73,236
SEEDGWAS3933:MRG:4:250069907,72,237
SEEDGWAS3934:MRG:4:250069908,58,229
SEEDGWAS3935:MRG:4:250065589,77,202
SEEDGWAS3936:MRG:4:250065590,77,202
SEEDGWAS3938:MRG:4:250065591,77,196
SEEDGWAS3939:MRG:4:250065592,77,207
SEEDGWAS3940:MRG:4:250065593,77,207
SEEDGWAS3942:MRG:4:250065594,77,196
SEEDGWAS3943:MRG:4:250069909,78,198
SEEDGWAS3944:MRG:4:250069910,75,205
SEEDGWAS3945:MRG:4:250069911,76,209
SEEDGWAS3946:MRG:4:250069912,76,209
SEEDGWAS3947:MRG:4:250069913,75,214
SEEDGWAS3948:MRG:4:250065595,77,195
SEEDGWAS3949:MRG:4:250065596,77,221
SEEDGWAS3951:MRG:4:250065597,52,226
SEEDGWAS3954:MRG:4:250065598,52,208
SEEDGWAS3955:MRG:4:250065599,50,260
SEEDGWAS3956:MRG:4:250065600,54,267
SEEDGWAS3957:MRG:4:250065601,51,208
SEEDGWAS3959:MRG:4:250065603,52,221
SEEDGWAS3960:MRG:4:250065604,69,222
SEEDGWAS3961:MRG:4:250069914,59,220
SEEDGWAS3962:MRG:4:250065605,55,242
SEEDGWAS3966:MRG:4:250065607,76,194
SEEDGWAS3969:MRG:4:250069917,59,242
SEEDGWAS3970:MRG:4:250069918,65,261
SEEDGWAS3971:MRG:4:250069919,65,218
SEEDGWAS3972:MRG:4:250065609,66,237
SEEDGWAS3974:MRG:4:250065611,65,261
SEEDGWAS3975:MRG:4:250065613,64,231
SEEDGWAS3976:MRG:4:250065614,63,212
SEEDGWAS3977:MRG:4:250065615,78,170
SEEDGWAS3978:MRG:4:250065616,50,111
SEEDGWAS3985:MRG:4:250065618,59,93
SEEDGWAS3986:MRG:4:250065619,64,231
SEEDGWAS3987:MRG:4:250069923,73,225
SEEDGWAS3988:MRG:4:250065620,62,197
SEEDGWAS3989:MRG:4:250069924,64,232
SEEDGWAS399:MRG:4:250059171,59,159
SEEDGWAS3990:MRG:4:250065621,67,253
SEEDGWAS3991:MRG:4:250065622,NA,NA
SEEDGWAS3995:MRG:4:250065625,NA,NA
SEEDGWAS3997:MRG:4:250065627,78,181
SEEDGWAS3998:MRG:4:250065628,75,196
SEEDGWAS3999:MRG:4:250065629,NA,NA
SEEDGWAS4:MRG:4:250054448,NA,NA
SEEDGWAS4000:MRG:4:250065630,62,206
SEEDGWAS4001:MRG:4:250065631,NA,NA
SEEDGWAS4002:MRG:4:250065632,71,169
SEEDGWAS4003:MRG:4:250065633,71,174
SEEDGWAS4004:MRG:4:250065634,69,177
SEEDGWAS4005:MRG:4:250065635,62,194
SEEDGWAS4006:MRG:4:250065636,77,195
SEEDGWAS4007:MRG:4:250065637,66,237
SEEDGWAS4008:MRG:4:250065638,66,237
SEEDGWAS401:MRG:4:250059173,57,222
SEEDGWAS4010:MRG:4:250065639,56,149
SEEDGWAS4011:MRG:4:250065640,52,188
SEEDGWAS4012:MRG:4:250065641,52,183
SEEDGWAS4013:MRG:4:250065642,53,207
SEEDGWAS4014:MRG:4:250065643,53,205
SEEDGWAS4015:MRG:4:250065644,53,180
SEEDGWAS4016:MRG:4:250065645,64,163
SEEDGWAS4017:MRG:4:250065646,64,163
SEEDGWAS4018:MRG:4:250065648,53,173
SEEDGWAS4019:MRG:4:250065649,77,196
SEEDGWAS402:MRG:4:250059174,65,185
SEEDGWAS4020:MRG:4:250065650,59,220
SEEDGWAS4021:MRG:4:250065651,65,212
SEEDGWAS4022:MRG:4:250065652,66,237
SEEDGWAS4023:MRG:4:250064795,80,168
SEEDGWAS4024:MRG:4:250064796,60,215
SEEDGWAS4025:MRG:4:250064798,60,215
SEEDGWAS4026:MRG:4:250064799,60,215
SEEDGWAS4027:MRG:4:250064800,60,215
SEEDGWAS4029:MRG:4:250064801,NA,NA
SEEDGWAS403:MRG:4:250059175,65,188
SEEDGWAS4030:MRG:4:250064802,52,170
SEEDGWAS4031:MRG:4:250064803,67,177
SEEDGWAS4032:MRG:4:250064804,68,202
SEEDGWAS4033:MRG:4:250064805,69,208
SEEDGWAS4034:MRG:4:250064806,77,213
SEEDGWAS4039:MRG:4:250064809,77,200
SEEDGWAS404:MRG:4:250059176,57,240
SEEDGWAS4040:MRG:4:250064811,60,231
SEEDGWAS4041:MRG:4:250064812,60,231
SEEDGWAS4042:MRG:4:250064813,70,192
SEEDGWAS4045:MRG:4:250064814,75,193
SEEDGWAS4046:MRG:4:250064815,77,188
SEEDGWAS4051:MRG:4:250064820,60,231
SEEDGWAS4053:MRG:4:250064821,69,279
SEEDGWAS4054:MRG:4:250064822,67,255
SEEDGWAS4055:MRG:4:250069932,66,260
SEEDGWAS4056:MRG:4:250064823,NA,NA
SEEDGWAS4057:MRG:4:250069933,61,296
SEEDGWAS4058:MRG:4:250064824,66,253
SEEDGWAS4059:MRG:4:250064825,75,201
SEEDGWAS4060:MRG:4:250064826,75,210
SEEDGWAS4069:MRG:4:250064836,75,193
SEEDGWAS407:MRG:4:250059177,NA,NA
SEEDGWAS4070:MRG:4:250064837,74,210
SEEDGWAS409:MRG:4:250059178,56,174
SEEDGWAS4110:MRG:4:250064867,55,169
SEEDGWAS4111:MRG:4:250069938,77,199
SEEDGWAS4112:MRG:4:250069939,74,214
SEEDGWAS4113:MRG:4:250064868,58,254
SEEDGWAS4114:MRG:4:250064869,60,205
SEEDGWAS4128:MRG:4:250064877,64,242
SEEDGWAS4137:MRG:4:250069947,NA,NA
SEEDGWAS414:MRG:4:250059182,66,224
SEEDGWAS4140:MRG:4:250064882,65,249
SEEDGWAS4141:MRG:4:250064883,55,258
SEEDGWAS4150:MRG:4:250068605,60,197
SEEDGWAS4151:MRG:4:250069951,77,192
SEEDGWAS4152:MRG:4:250069952,63,226
SEEDGWAS4153:MRG:4:250069953,63,226
SEEDGWAS4154:MRG:4:250069954,61,258
SEEDGWAS4156:MRG:4:250068607,68,222
SEEDGWAS4157:MRG:4:250068608,62,230
SEEDGWAS4158:MRG:4:250068609,75,166
SEEDGWAS4159:MRG:4:250068610,77,219
SEEDGWAS416:MRG:4:250059184,66,210
SEEDGWAS4160:MRG:4:250068611,74,215
SEEDGWAS4161:MRG:4:250069955,NA,NA
SEEDGWAS4162:MRG:4:250068612,64,233
SEEDGWAS4164:MRG:4:250069957,71,222
SEEDGWAS4165:MRG:4:250069958,NA,NA
SEEDGWAS417:MRG:4:250059186,50,183
SEEDGWAS4170:MRG:4:250069959,72,165
SEEDGWAS4171:MRG:4:250069960,67,248
SEEDGWAS4172:MRG:4:250069961,NA,NA
SEEDGWAS4173:MRG:4:250068617,NA,NA
SEEDGWAS4174:MRG:4:250069962,72,222
SEEDGWAS4175:MRG:4:250069963,60,208
SEEDGWAS4176:MRG:4:250069964,60,208
SEEDGWAS4177:MRG:4:250068619,60,208
SEEDGWAS4178:MRG:4:250069965,79,216
SEEDGWAS4179:MRG:4:250069966,71,264
SEEDGWAS418:MRG:4:250059187,61,157
SEEDGWAS4180:MRG:4:250068620,71,295
SEEDGWAS4181:MRG:4:250069967,64,231
SEEDGWAS4182:MRG:4:250069968,59,217
SEEDGWAS4183:MRG:4:250069969,59,217
SEEDGWAS4184:MRG:4:250068621,NA,NA
SEEDGWAS4185:MRG:4:250068622,69,262
SEEDGWAS4186:MRG:4:250069970,75,248
SEEDGWAS4187:MRG:4:250062821,62,243
SEEDGWAS4188:MRG:4:250062822,78,220
SEEDGWAS4189:MRG:4:250068623,60,208
SEEDGWAS419:MRG:4:250059188,NA,NA
SEEDGWAS4190:MRG:4:250062823,81,146
SEEDGWAS4191:MRG:4:250062824,NA,NA
SEEDGWAS4192:MRG:4:250068624,62,215
SEEDGWAS4195:MRG:4:250068626,51,181
SEEDGWAS421:MRG:4:250059190,58,241
SEEDGWAS4210:MRG:4:250068639,70,254
SEEDGWAS4211:MRG:4:250068640,NA,NA
SEEDGWAS4214:MRG:4:250068643,81,205
SEEDGWAS4216:MRG:4:250068644,54,206
SEEDGWAS4217:MRG:4:250062829,73,294
SEEDGWAS4218:MRG:4:250068645,69,229
SEEDGWAS4219:MRG:4:250068646,70,250
SEEDGWAS4223:MRG:4:250068648,66,187
SEEDGWAS4224:MRG:4:250068649,78,229
SEEDGWAS4225:MRG:4:250062830,58,245
SEEDGWAS4226:MRG:4:250062831,73,236
SEEDGWAS4227:MRG:4:250062832,73,236
SEEDGWAS4228:MRG:4:250068650,60,212
SEEDGWAS4229:MRG:4:250068651,66,261
SEEDGWAS423:MRG:4:250059192,57,176
SEEDGWAS4230:MRG:4:250062833,73,252
SEEDGWAS4231:MRG:4:250062834,59,251
SEEDGWAS4232:MRG:4:250062835,58,245
SEEDGWAS4233:MRG:4:250068652,68,277
SEEDGWAS4234:MRG:4:250062836,65,213
SEEDGWAS4235:MRG:4:250062837,NA,NA
SEEDGWAS4236:MRG:4:250062838,62,200
SEEDGWAS4237:MRG:4:250062839,70,273
SEEDGWAS4238:MRG:4:250062840,67,246
SEEDGWAS4239:MRG:4:250062841,62,281
SEEDGWAS4240:MRG:4:250062842,NA,NA
SEEDGWAS4241:MRG:4:250062843,70,292
SEEDGWAS4242:MRG:4:250068654,62,226
SEEDGWAS4243:MRG:4:250062844,62,263
SEEDGWAS4244:MRG:4:250062845,79,216
SEEDGWAS4245:MRG:4:250062846,70,292
SEEDGWAS4246:MRG:4:250062847,62,238
SEEDGWAS4247:MRG:4:250062848,67,279
SEEDGWAS4249:MRG:4:250062849,62,200
SEEDGWAS425:MRG:4:250059193,54,162
SEEDGWAS4250:MRG:4:250068655,60,208
SEEDGWAS4251:MRG:4:250068656,55,229
SEEDGWAS4253:MRG:4:250062850,58,213
SEEDGWAS4254:MRG:4:250068657,62,263
SEEDGWAS4255:MRG:4:250062851,69,273
SEEDGWAS4257:MRG:4:250062852,68,261
SEEDGWAS4258:MRG:4:250068658,66,255
SEEDGWAS4259:MRG:4:250062853,67,281
SEEDGWAS426:MRG:4:250059194,57,209
SEEDGWAS4260:MRG:4:250068659,59,217
SEEDGWAS4262:MRG:4:250068660,NA,NA
SEEDGWAS4263:MRG:4:250068661,58,213
SEEDGWAS4264:MRG:4:250068662,66,268
SEEDGWAS4265:MRG:4:250068663,71,303
SEEDGWAS4266:MRG:4:250062854,72,290
SEEDGWAS4267:MRG:4:250062855,NA,NA
SEEDGWAS4268:MRG:4:250062856,63,241
SEEDGWAS4269:MRG:4:250068664,63,241
SEEDGWAS427:MRG:4:250059195,56,130
SEEDGWAS4270:MRG:4:250068665,63,241
SEEDGWAS4271:MRG:4:250068666,70,227
SEEDGWAS4272:MRG:4:250068667,73,167
SEEDGWAS4273:MRG:4:250062857,62,243
SEEDGWAS4281:MRG:4:250095978,74,210
SEEDGWAS4283:MRG:4:250095980,61,198
SEEDGWAS4283:MRG:4:250095981,61,198
SEEDGWAS4284:MRG:4:250095983,69,248
SEEDGWAS4285:MRG:4:250095985,71,264
SEEDGWAS4286:MRG:4:250095986,74,201
SEEDGWAS4287:MRG:4:250095987,60,224
SEEDGWAS4288:MRG:4:250095990,72,252
SEEDGWAS429:MRG:4:250059197,63,209
SEEDGWAS4293:MRG:4:250095999,71,238
SEEDGWAS4295:MRG:4:250096004,59,347
SEEDGWAS4296:MRG:4:250096006,72,270
SEEDGWAS4297:MRG:4:250096007,NA,NA
SEEDGWAS4299:MRG:4:250096011,60,229
SEEDGWAS430:MRG:4:250059198,71,374
SEEDGWAS4300:MRG:4:250096013,66,234
SEEDGWAS4301:MRG:4:250096014,68,213
SEEDGWAS4302:MRG:4:250096016,68,258
SEEDGWAS4303:MRG:4:250096018,62,279
SEEDGWAS4309:MRG:4:250096026,64,208
