GeneID	GeneName	Family_Subfamily	Protein_class	GO_MF	GO_BP	GO_CC
Zm00001eb193100	Putative subtilase family protein	OS02G0779900 PROTEIN (PTHR10795:SF406)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	extracellular region(GO:0005576)
Zm00001eb389520	D-3-phosphoglycerate dehydrogenase	"D-3-PHOSPHOGLYCERATE DEHYDROGENASE 2, CHLOROPLASTIC (PTHR42938:SF46)"	dehydrogenase(PC00092)	"phosphoglycerate dehydrogenase activity(GO:0004617);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)"	L-serine biosynthetic process(GO:0006564);amino acid biosynthetic process(GO:0008652)	chloroplast(GO:0009507);plastid(GO:0009536);chloroplast stroma(GO:0009570)
Zm00001eb289320	Transcription repressor MYB6	TRANSCRIPTION FACTOR MYB8-RELATED (PTHR47999:SF127)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);regulation of lignin biosynthetic process(GO:1901141)	nucleus(GO:0005634)
Zm00001eb336650	Protein kinase domain-containing protein	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR48005:SF24)		nucleotide binding(GO:0000166);peptide receptor activity(GO:0001653);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
Zm00001eb326880	LRR receptor-like serine_threonine-protein kinase RPK2	OS07G0602700 PROTEIN (PTHR27000:SF811)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)	plasma membrane(GO:0005886)
Zm00001eb082560	L-ascorbate peroxidase	"L-ASCORBATE PEROXIDASE 7, CHLOROPLASTIC-RELATED (PTHR31356:SF64)"		peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);L-ascorbate peroxidase activity(GO:0016688);heme binding(GO:0020037);metal ion binding(GO:0046872)	response to reactive oxygen species(GO:0000302);response to oxidative stress(GO:0006979);cellular response to oxidative stress(GO:0034599);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	chloroplast(GO:0009507)
Zm00001eb344980	Pectin lyase-like superfamily protein	OS05G0587000 PROTEIN (PTHR31339:SF58)	lyase(PC00144)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);lyase activity(GO:0016829)"	carbohydrate metabolic process(GO:0005975)	
Zm00001eb167830	Putative leucine-rich repeat receptor-like protein kinase family protein	"LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED (PTHR48053:SF71)"		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);signaling receptor activity(GO:0038023)	hormone-mediated signaling pathway(GO:0009755)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb185130	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 3	PROTEIN G1-LIKE3 (PTHR31165:SF43)		DNA binding(GO:0003677)	mRNA transcription(GO:0009299);response to light stimulus(GO:0009416)	nucleus(GO:0005634)
Zm00001eb002570	4-coumarate--CoA ligase	PEROXISOMAL OPC-8:0-COA LIGASE 1 (PTHR24096:SF413)	ligase(PC00142)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);4-coumarate-CoA ligase activity(GO:0016207);CoA-ligase activity(GO:0016405);ligase activity(GO:0016874);trans-cinnamate-CoA ligase activity(GO:0106290)	phenylpropanoid metabolic process(GO:0009698)	peroxisome(GO:0005777)
Zm00001eb032800	E3 ubiquitin-protein ligase RMA	RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR12313:SF0)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin-like protein conjugating enzyme binding(GO:0044390);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567);ERAD pathway(GO:0036503)	cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);endomembrane system(GO:0012505)
Zm00001eb112180	Protein NRT1_ PTR FAMILY 4.4	PROTEIN NRT1_ PTR FAMILY 4.4 (PTHR11654:SF198)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb428660	Methyltransferase	METHYLTRANSFERASE (PTHR10108:SF1049)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);transferase activity(GO:0016740)	methylation(GO:0032259)	cytoplasm(GO:0005737);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
Zm00001eb093490	Integral membrane protein like	OS12G0154000 PROTEIN (PTHR11132:SF329)	secondary carrier transporter(PC00258)	UDP-galactose transmembrane transporter activity(GO:0005459);antiporter activity(GO:0015297)	transmembrane transport(GO:0055085);UDP-galactose transmembrane transport(GO:0072334)	Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb061860	Calcium-dependent protein kinase 7	CALCIUM-DEPENDENT PROTEIN KINASE 8 (PTHR24349:SF346)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb240670	Peroxidase	PEROXIDASE 64 (PTHR31235:SF181)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
Zm00001eb152390	Peptide transporter PTR2	PROTEIN NRT1_ PTR FAMILY 1.2 (PTHR11654:SF625)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb055110	RNA-binding (RRM_RBD_RNP motifs) family protein	RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN (PTHR32343:SF29)	RNA splicing factor(PC00148)			
Zm00001eb244600	NPH3 domain-containing protein	ROOT PHOTOTROPISM PROTEIN 3 (PTHR32370:SF6)			protein ubiquitination(GO:0016567)	
Zm00001eb014110	NAD(P)-binding Rossmann-fold superfamily protein	UDP-ARABINOSE 4-EPIMERASE 3-RELATED (PTHR43725:SF38)	epimerase/racemase(PC00096)	UDP-glucose 4-epimerase activity(GO:0003978);isomerase activity(GO:0016853)	galactose metabolic process(GO:0006012)	
Zm00001eb361520	non-specific serine_threonine protein kinase	PROTEIN BRASSINOSTEROID INSENSITIVE 1 (PTHR48053:SF11)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);signaling receptor activity(GO:0038023)	response to light stimulus(GO:0009416);detection of brassinosteroid stimulus(GO:0009729);brassinosteroid mediated signaling pathway(GO:0009742);hormone-mediated signaling pathway(GO:0009755);post-embryonic development(GO:0009791)	plasma membrane(GO:0005886)
Zm00001eb058360	GNAT transcription factor	OS12G0561600 PROTEIN (PTHR43072:SF48)	acetyltransferase(PC00038)	"transferase activity(GO:0016740);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb212430	Calcium-dependent protein kinase 7	CALCIUM-DEPENDENT PROTEIN KINASE 8 (PTHR24349:SF346)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb330610	Potassium transporter	POTASSIUM TRANSPORTER 9-RELATED (PTHR30540:SF142)	transporter(PC00227)	potassium ion transmembrane transporter activity(GO:0015079)	monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805)	membrane(GO:0016020)
Zm00001eb163690	Exostosin family protein	EXOSTOSIN FAMILY PROTEIN (PTHR11062:SF99)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)		Golgi membrane(GO:0000139)
Zm00001eb401400	Ras-related protein RABA4a	RAS-RELATED PROTEIN RABA4A (PTHR47978:SF37)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)		endosome(GO:0005768);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505)
Zm00001eb257750	Carboxypeptidase	SERINE CARBOXYPEPTIDASE 24 (PTHR11802:SF25)	serine protease(PC00203)			
Zm00001eb042070	Endoglucanase	ENDOGLUCANASE 18-RELATED (PTHR22298:SF22)		"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	
Zm00001eb405560	Secondary cell wall glycosyltransferase family 47	EXOSTOSIN FAMILY PROTEIN (PTHR11062:SF99)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)		Golgi membrane(GO:0000139)
Zm00001eb260050	Pectin lyase-like superfamily protein	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31339:SF4)	lyase(PC00144)	"catalytic activity(GO:0003824);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);lyase activity(GO:0016829)"	carbohydrate metabolic process(GO:0005975)	
Zm00001eb336090	Carboxypeptidase	CARBOXYPEPTIDASE (PTHR11802:SF106)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	
Zm00001eb023610	Protein NRT1_ PTR FAMILY 6.3	PROTEIN NRT1_ PTR FAMILY 6.3 (PTHR11654:SF507)	transporter(PC00227)	nitrate transmembrane transporter activity(GO:0015112);transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);response to nitrate(GO:0010167);nitrate transmembrane transport(GO:0015706);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb073810	Argonaute1c	"ARGONAUTE-1, ISOFORM A (PTHR22891:SF174)"	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA endonuclease activity(GO:0004521)	regulatory ncRNA-mediated gene silencing(GO:0031047)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb426260	Putative DUF231 domain containing family protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 2 (PTHR32285:SF208)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)		Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
Zm00001eb326840	NAD(P)-binding Rossmann-fold superfamily protein	OS07G0601900 PROTEIN (PTHR10366:SF696)	dehydratase(PC00091)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	defense response(GO:0006952);toxin catabolic process(GO:0009407);defense response to fungus(GO:0050832)	
Zm00001eb430620	protein-serine_threonine phosphatase (Fragment)	PROTEIN PHOSPHATASE 2C 63-RELATED (PTHR47992:SF83)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb304390	Protein NRT1_ PTR FAMILY 7.2	PROTEIN NRT1_ PTR FAMILY 7.2 (PTHR11654:SF652)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb198820	Tubby-like F-box protein	TUBBY-LIKE F-BOX PROTEIN 1 (PTHR16517:SF86)	scaffold/adaptor protein(PC00226)			
Zm00001eb256740	Protein kinase domain-containing protein	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE ER2 (PTHR48056:SF24)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);receptor serine/threonine kinase binding(GO:0033612)	regulation of cell growth(GO:0001558);heat acclimation(GO:0010286)	plasma membrane(GO:0005886);membrane(GO:0016020)
