,AT_PC1,AT_PC2,AT_PC3,AT_ph,AT_cec,AT_maprecip,AT_matemp,AT_am_roots_colonized,AT_am_rel_abundance_colonization,T_soilN
9788,-0.359433989,-0.72654826,-0.120527675,57,299,760,8.858333588,0.115457103,0.600958705,790
9789,-0.523865789,-0.925699414,0.20825569,55,290,808,8.125,NA,NA,692
9790,-0.304525442,-0.557530452,0.083445279,65,282,735,8.658332825,NA,NA,579
9791,-0.304525442,-0.557530452,0.083445279,55,264,750,8.658332825,NA,NA,775
9792,-0.359433989,-0.72654826,-0.120527675,56,281,743,8.766666412,0.115457103,0.600958705,767
9793,-0.359433989,-0.72654826,-0.120527675,56,277,735,8.691666603,0.115457103,0.600958705,855
9794,-0.359433989,-0.72654826,-0.120527675,64,321,743,9.091667175,0.115457103,0.600958705,557
9795,-0.743598479,-1.477517517,0.233412209,65,299,771,8.691666603,NA,NA,539
9796,-0.523865789,-0.925699414,0.20825569,65,290,808,8.333333015,NA,NA,472
9797,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,8.829166412,0.115457103,0.600958705,NA
9798,-0.359433989,-0.72654826,-0.120527675,58,288,760,8.699999809,0.115457103,0.600958705,684
9799,-0.523865789,-0.925699414,0.20825569,64,294,808,8.362500191,NA,NA,450
9800,-0.359433989,-0.72654826,-0.120527675,58,288,760,8.699999809,0.115457103,0.600958705,684
9801,-0.359433989,-0.72654826,-0.120527675,58,288,760,8.699999809,0.115457103,0.600958705,684
9802,-0.359433989,-0.72654826,-0.120527675,65,298,743,8.662500381,0.115457103,0.600958705,620
9803,-1.011149868,-1.419938488,0.244122618,62,284,870,8.583333015,NA,NA,413
9804,-0.523865789,-0.925699414,0.20825569,63,303,816,8.412500381,NA,NA,780
9805,-0.359433989,-0.72654826,-0.120527675,56,281,743,8.766666412,0.115457103,0.600958705,767
9806,-0.359433989,-0.72654826,-0.120527675,56,271,735,8.887499809,0.115457103,0.600958705,718
9807,-0.304525442,-0.557530452,0.083445279,67,276,750,8.833333015,NA,NA,576
9808,-0.359433989,-0.72654826,-0.120527675,64,321,743,9.091667175,0.115457103,0.600958705,557
9809,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,9.166666985,0.115457103,0.600958705,NA
9810,-0.359433989,-0.72654826,-0.120527675,NA,NA,743,9.100000381,0.115457103,0.600958705,NA
9811,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,9.166666985,0.115457103,0.600958705,NA
9812,-0.359433989,-0.72654826,-0.120527675,65,268,760,9.129166603,0.115457103,0.600958705,624
9813,-1.011149868,-1.419938488,0.244122618,60,280,837,8.158332825,NA,NA,681
9814,-1.011149868,-1.419938488,0.244122618,63,291,816,8.120833397,NA,NA,446
9815,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,8.829166412,0.115457103,0.600958705,NA
9816,-0.359433989,-0.72654826,-0.120527675,59,277,760,8.583333015,0.115457103,0.600958705,843
9817,-0.944738654,5.829048084,0.609132779,63,234,596,15.98333359,0.166732997,0.408903092,272
9819,-0.212548693,2.614385903,-1.0820258,61,305,608,9.920833588,NA,NA,619
9820,1.215422087,4.176064871,-1.296357228,72,229,389,11.63333321,NA,NA,345
9821,-1.725521253,0.802632178,0.279692815,62,313,872,12.77499962,NA,NA,485
9822,0.851603377,3.893763423,-1.199826377,71,215,402,13.30416679,0.133279994,0.528680146,559
9823,-4.108967672,1.472269823,-0.385426878,57,270,964,12.8708334,0.259354115,0.61393708,1019
9824,-1.859963199,0.254044272,-0.800689611,61,305,815,7.875,0.115457103,0.600958705,619
9825,1.154317641,5.353394469,-0.503203027,NA,NA,400,14.28750038,0.133279994,0.528680146,NA
9826,-3.4066069,1.357501751,1.631887587,66,307,1007,12.02916718,0.192325905,0.595708787,349
9827,-3.436736672,-2.714305751,1.050774977,59,298,1191,10.4958334,0.201674193,0.646012485,550
9828,-1.71112392,2.20652064,0.877414768,62,307,946,10.1875,NA,NA,345
9830,0.645481482,5.314064105,0.128336354,68,211,647,11.2541666,NA,NA,317
9831,1.531326555,6.345867614,1.071426074,72,212,438,14.39583302,0.264116108,0.330698997,297
9832,1.172767763,5.158697821,-0.436823421,75,226,404,13.72500038,0.264116108,0.330698997,398
9833,1.208008396,4.853800405,-1.098080055,72,242,350,14.01249981,0.133279994,0.528680146,239
9834,0.973389368,4.463871939,-0.874906437,NA,NA,380,13.77916622,0.264116108,0.330698997,NA
9835,-2.861629022,3.531250245,1.490882732,57,220,970,13.14999962,0.153037205,0.530736446,397
9836,1.477945868,3.759728179,-0.043607501,67,228,418,11.125,0.268123686,0.330698997,557
9837,-0.761510506,6.000955081,1.473086126,61,227,662,14.20416641,0.133279994,0.528680146,478
9838,0.020777759,4.002706897,-0.689811898,72,244,522,12.14166641,NA,NA,414
9839,1.208008396,4.853800405,-1.098080055,69,231,374,12.32083321,0.133279994,0.528680146,558
9840,1.561889094,3.805985611,0.240555856,68,223,430,11.97083378,0.240002498,0.30701068,470
9841,0.851603377,3.893763423,-1.199826377,66,235,424,11.60833359,0.133279994,0.528680146,566
9843,0.973389368,4.463871939,-0.874906437,NA,NA,401,14.02916622,0.264116108,0.330698997,NA
9844,-0.011951474,2.3731119,0.320463411,75,280,635,13.70416641,0.190853894,0.394863456,491
9845,1.154317641,5.353394469,-0.503203027,72,226,380,14.20416641,0.133279994,0.528680146,250
9846,-0.818163395,0.841805477,-1.343738692,63,281,608,10.25,0.205455795,0.516496301,530
9847,-3.484037136,1.275665854,-0.617615337,NA,NA,936,13.08749962,0.115457103,0.600958705,NA
9848,-0.782716408,4.44427943,-0.149402519,60,241,714,13.44999981,NA,NA,565
9849,0.851603377,3.893763423,-1.199826377,65,250,528,11.28750038,0.133279994,0.528680146,496
9850,-3.340171577,-2.142134916,0.367041749,66,237,1180,7.362500191,0.259354115,0.61393708,588
9851,-3.770855435,-1.256796319,1.310110467,62,276,1292,8.329166412,0.192325905,0.595708787,544
9852,1.004995289,5.370239108,-0.389376329,NA,NA,404,14.36250019,NA,NA,NA
9853,-3.819814325,0.616704582,-0.367366088,59,327,976,13.1875,0.115457103,0.600958705,908
9854,-4.108967672,1.472269823,-0.385426878,61,300,964,13.1208334,0.259354115,0.61393708,899
9855,0.973389368,4.463871939,-0.874906437,73,208,396,13.64166641,0.264116108,0.330698997,359
9856,0.973389368,4.463871939,-0.874906437,73,230,374,13.72083378,0.264116108,0.330698997,330
9857,1.190357813,5.578764268,-0.134025229,NA,NA,399,14.375,NA,NA,NA
9858,-0.033945186,2.186221533,-0.931617727,57,242,799,8.237500191,0.207930595,0.449428082,683
9859,1.154317641,5.353394469,-0.503203027,NA,NA,395,13.91666698,0.133279994,0.528680146,NA
9860,-0.072722188,2.099139983,-1.092911997,69,227,602,9.995833397,0.109013602,0.523103118,463
9861,1.396515361,4.921652002,-0.514018978,74,242,392,13.07916641,NA,NA,301
9862,1.004995289,5.370239108,-0.389376329,NA,NA,415,14.17916679,NA,NA,NA
9864,-1.666530281,3.206737523,0.582142291,67,280,740,14.63749981,NA,NA,466
9866,0.120691227,1.581201705,-1.40821407,66,221,569,9.350000381,0.205455795,0.516496301,562
9867,1.327126316,4.241803175,-1.053924517,66,234,394,11.3791666,0.190853894,0.394863456,560
9868,-1.725521253,0.802632178,0.279692815,64,301,846,11.63749981,NA,NA,534
9869,-1.747900481,5.505053786,1.348144633,60,245,741,14.13333321,NA,NA,389
9870,1.150079435,4.188641854,0.292928006,76,219,458,15.10833359,NA,NA,361
9871,-0.613763062,1.833955243,-0.517902173,61,240,666,9.137499809,0.264116108,0.330698997,622
9873,-0.568222037,6.574878986,1.399656628,65,202,633,15.88333321,0.133279994,0.528680146,275
9874,-0.071907667,2.948031141,-1.086175584,73,309,608,10.16250038,NA,NA,360
9875,-4.108967672,1.472269823,-0.385426878,55,311,964,12.42083359,0.259354115,0.61393708,1043
9876,0.360961481,3.807684439,-0.055539286,66,237,600,10.97916698,NA,NA,534
9877,-3.165520182,-0.396973985,-0.321657761,60,292,1049,7.466666698,0.115457103,0.600958705,729
9878,1.259451611,4.899099394,-0.567343732,74,229,413,12.3791666,0.204907894,0.449428082,406
9879,0.72941177,7.381853821,-0.732370983,78,179,293,16.58749962,NA,NA,191
9880,-1.600368225,2.070685881,-0.91964787,69,294,697,11.63749981,0.145025402,0.47001186,512
9881,-1.273425555,1.413348202,-0.160770273,67,237,723,10.6291666,0.256222099,0.484887421,334
9882,1.208008396,4.853800405,-1.098080055,69,245,374,12.66666698,0.133279994,0.528680146,478
9883,-0.477021437,0.794959163,-0.987058511,71,265,707,8.1875,0.145025402,0.47001186,381
9885,0.03006863,2.110477639,-1.010725967,70,246,612,10.04166698,0.153037205,0.530736446,461
9886,-2.780421885,-2.523295854,0.471151537,66,313,980,9.004166603,0.2464073,0.516496301,518
9887,0.494524888,3.078058484,-1.323473539,74,249,532,12.41249943,0.264116108,0.330698997,248
9888,1.327126316,4.241803175,-1.053924517,72,246,396,12.13333321,0.190853894,0.394863456,278
9890,-2.601120168,-0.398687777,-0.639283314,64,299,979,10.40416622,0.115457103,0.600958705,656
9891,-1.385019314,3.036770578,0.138963546,61,313,707,13.64583302,NA,NA,503
9892,-4.689854328,-0.088416919,1.957403822,55,315,1274,10.59166622,0.115457103,0.600958705,617
9894,-3.486783203,-3.9418598,1.20946586,61,324,1448,6.620833397,0.201674193,0.646012485,623
9895,-1.983286972,2.461249921,0.538696103,67,294,816,13.97916698,NA,NA,474
9897,0.449213715,4.227189494,-0.716335051,69,234,559,12.29166698,NA,NA,420
9898,0.197675364,2.362795154,-0.999308848,68,242,653,8.604166985,0.133279994,0.528680146,381
9899,-3.610044941,-4.734038859,1.240207092,60,294,1255,7.120833397,0.201674193,0.646012485,632
9900,-0.741174602,7.555066906,1.399987483,73,176,533,18.59166718,NA,NA,208
9901,-0.544619293,1.105662619,-1.041004794,62,251,687,7.945833206,0.145025402,0.47001186,581
9902,1.396515361,4.921652002,-0.514018978,73,251,392,12.80000019,NA,NA,320
9903,-0.818163395,0.841805477,-1.343738692,67,252,624,8.887499809,0.205455795,0.516496301,527
9904,1.327126316,4.241803175,-1.053924517,70,252,396,12.15833378,0.190853894,0.394863456,456
9905,-0.71305996,1.458306292,-0.900944909,58,238,666,7.879166603,NA,NA,642
9906,-1.227004729,5.421582588,-0.758352902,NA,NA,545,16.95416641,NA,NA,NA
9908,-1.703231233,-0.228657338,-1.409169635,72,260,763,10.33333302,NA,NA,491
9909,-1.490529573,-0.071171303,-1.698028043,69,260,739,10.05416679,NA,NA,493
9910,-1.801972725,-0.456464451,-1.327581782,57,255,773,10.15833378,NA,NA,543
9911,-1.442116427,-1.102186063,-0.357207099,61,324,895,9,0.259354115,0.61393708,783
9912,-1.310490394,-0.416933126,-0.265534653,59,334,831,10.15833282,0.259354115,0.61393708,537
9914,-1.532484271,-0.779011348,-0.670427729,68,285,840,10.2458334,NA,NA,530
9915,-1.752342906,-0.848116561,-0.994354263,59,296,807,9.583333015,0.259354115,0.61393708,704
9917,-1.039923703,-0.237101584,0.02475293,60,331,807,10.60833359,0.259354115,0.61393708,406
9918,-1.240635928,-0.291516949,-0.29864392,66,289,803,10.39166641,NA,NA,564
9920,-0.423387544,0.768089934,-0.612290566,72,260,698,10.52083302,NA,NA,492
9921,-0.991155948,0.458007274,-1.057518524,72,241,718,10.58333302,NA,NA,590
9924,-0.423387544,0.768089934,-0.612290566,71,272,678,10.6291666,NA,NA,584
9925,-0.650828257,0.411522589,-0.512218855,72,262,688,10.49166679,NA,NA,569
9926,-0.159891594,0.925989959,-1.0121095,74,272,625,10.38333321,NA,NA,637
9927,-2.158492983,1.271370187,-0.159899536,69,285,825,12.54166698,0.146380007,0.616228521,457
9928,-2.158492983,1.271370187,-0.159899536,72,281,845,11.92916679,0.146380007,0.616228521,449
9929,-1.552212547,2.539134455,-0.158729284,NA,NA,699,13.48333359,NA,NA,NA
9930,-1.401984117,3.241042585,0.803561217,68,259,755,13.3708334,0.190853894,0.394863456,427
9932,-1.706423959,2.673541771,1.223266776,72,252,850,12.6916666,0.133279994,0.528680146,355
9933,-1.326804531,3.47884662,0.161253409,69,272,672,14.07916641,0.209540099,0.30701068,510
9935,-1.263008287,0.111887143,-1.730621211,NA,NA,704,10.17083359,NA,NA,NA
9937,-1.466299284,-0.105777559,-1.812518989,60,265,727,9.804166794,NA,NA,515
9938,-1.263008287,0.111887143,-1.730621211,NA,NA,712,10.34583378,NA,NA,NA
9939,0.92940312,5.41139624,-0.152430208,75,226,451,14.0666666,0.265020311,0.368687928,255
9941,-5.506408067,3.34854115,1.165670509,NA,NA,1235,14.27083302,NA,NA,NA
9942,1.406199796,3.575805459,-0.048135138,68,237,431,11.0625,NA,NA,454
9943,-0.014414074,5.798898055,-0.094357132,68,214,502,15.20416641,NA,NA,284
9944,-1.572884584,6.873705178,-0.01704304,65,209,522,17.83749962,NA,NA,483
9945,1.14655605,3.20884184,-1.186793664,67,250,466,10.01249981,0.145025402,0.47001186,510
9946,-0.293542923,6.861773503,1.29509107,NA,NA,544,16.91250038,NA,NA,NA
9947,-0.613763062,1.833955243,-0.517902173,65,214,683,11.02916622,0.264116108,0.330698997,452
9948,0.197675364,2.362795154,-0.999308848,67,255,467,10.66666698,0.133279994,0.528680146,438
9949,-4.689854328,-0.088416919,1.957403822,56,333,1274,11.35000038,0.115457103,0.600958705,768
9950,-3.486783203,-3.9418598,1.20946586,61,345,1448,5.050000191,0.201674193,0.646012485,743
9951,4.78416856,-2.390794005,1.364956033,64,310,608,2.700000048,0.105928697,0.746570289,635
9952,4.78416856,-2.390794005,1.364956033,67,303,608,2.729166746,0.105928697,0.746570289,616
9953,5.212213092,-2.284232134,1.89542474,64,302,598,2.616666794,0.152240798,0.549706042,560
9955,6.639509726,-1.53128286,1.750258496,68,390,411,2.329166651,NA,NA,369
9956,6.639509726,-1.53128286,1.750258496,70,396,406,2.466666698,NA,NA,330
9957,5.492305711,-1.103486167,2.056111643,71,308,525,4.695833206,NA,NA,568
9958,5.045254238,-1.471039706,1.010099973,63,338,516,4.304166794,NA,NA,752
9959,5.045254238,-1.471039706,1.010099973,63,338,516,4.304166794,NA,NA,752
9960,7.04601261,-1.229510567,1.58938042,69,286,399,3.424999952,NA,NA,460
9962,-2.173347187,2.781774943,0.257154877,73,251,772,14.33333302,0.133279994,0.528680146,315
9963,-3.041777734,2.714061477,0.85929415,65,242,927,12.3791666,0.133279994,0.528680146,462
9964,-2.950130724,2.235224766,-0.016274829,68,228,890,15.73333359,0.133279994,0.528680146,461
9965,-2.950130724,2.235224766,-0.016274829,63,222,890,14.02499962,0.133279994,0.528680146,485
9966,-1.885116157,2.144594587,-0.324097047,70,286,800,13.8125,0.133279994,0.528680146,421
9968,-3.041777734,2.714061477,0.85929415,72,251,926,14.97500038,0.133279994,0.528680146,374
9969,-1.559956365,4.022213637,0.344703183,69,254,704,15.85416698,NA,NA,446
9970,0.970508197,0.379924637,0.173042792,66,283,565,10.17500019,NA,NA,827
9971,0.851997716,-0.111760536,-0.192894057,66,276,766,9.995833397,0.201674193,0.646012485,701
9972,0.851997716,-0.111760536,-0.192894057,66,276,766,9.995833397,0.201674193,0.646012485,701
9973,0.970508197,0.379924637,0.173042792,65,307,796,11.15000057,NA,NA,782
9974,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9975,0.970508197,0.379924637,0.173042792,68,292,647,10.92500019,NA,NA,833
9976,1.082233036,0.277599482,-0.401074809,67,297,656,11.24166679,0.201674193,0.646012485,729
9978,1.363685045,-2.325309219,-2.913676858,64,321,622,8.716667175,0.259354115,0.61393708,572
9979,0.970508197,0.379924637,0.173042792,66,279,565,9.162500381,NA,NA,611
9980,-3.161628598,2.632827298,0.432592087,72,241,918,16.54166603,0.133279994,0.528680146,342
9981,-3.406408987,3.760387962,1.279509358,67,230,924,17.15416718,NA,NA,462
9982,-2.666109177,1.629524146,0.027210493,64,222,925,12.95833302,0.133279994,0.528680146,469
9983,-2.761658052,3.559299052,2.057260351,70,284,947,15.65833378,NA,NA,394
9984,-2.761658052,3.559299052,2.057260351,70,284,947,15.65833378,NA,NA,394
9985,0.721852827,0.980792285,-0.81720746,61,300,589,8.387499809,0.109013602,0.523103118,573
9986,0.243421736,1.918457066,-0.263727484,63,275,637,10.00833321,0.133279994,0.528680146,423
9987,0.721852827,0.980792285,-0.81720746,68,254,522,11.9333334,0.109013602,0.523103118,410
9988,0.00409648,-2.647141358,0.403439763,64,238,837,8.574999809,0.2464073,0.516496301,489
9990,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9991,1.622868377,2.358501952,1.711848514,72,264,626,13.55416679,0.075534217,0.689655185,374
9993,1.014043671,1.673214795,0.953546587,NA,NA,769,5.904166698,NA,NA,NA
9995,-0.475886539,-1.506549981,0.488003233,66,282,826,7.795833588,NA,NA,549
9996,-1.752671735,-2.14696842,0.583478023,57,339,855,8.287500381,NA,NA,609
9997,-0.359433989,-0.72654826,-0.120527675,56,271,735,8.887499809,0.115457103,0.600958705,718
9998,-1.011149868,-1.419938488,0.244122618,64,314,816,8.216666222,NA,NA,483
9999,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,9.116666794,0.115457103,0.600958705,NA
10001,-0.359433989,-0.72654826,-0.120527675,NA,NA,760,9.166666985,0.115457103,0.600958705,NA
10002,-0.359433989,-0.72654826,-0.120527675,61,289,760,8.879166603,0.115457103,0.600958705,788
10004,2.360596897,1.216499057,1.338403565,66,279,558,10.35833359,NA,NA,367
10005,1.164261289,0.287907465,0.84773033,55,256,645,9.866666794,0.132647306,0.746570289,683
10006,-0.138714665,0.648784051,-0.662157891,65,298,619,11.32083321,NA,NA,663
10008,1.800814455,0.577734834,1.235406437,66,291,768,2.700000048,0.456777394,0.19788456,433
10009,1.800814455,0.577734834,1.235406437,66,291,768,2.700000048,0.456777394,0.19788456,433
10010,1.800814455,0.577734834,1.235406437,66,291,768,2.700000048,0.456777394,0.19788456,433
10011,3.593288836,-1.596976713,-0.417082689,71,236,466,7.704166889,0.094991498,0.369552344,405
10012,0.031469829,3.457320875,1.483029365,67,258,696,13.71666718,0.075534217,0.689655185,439
10013,0.316712121,2.701567384,0.736788497,62,247,692,12.4333334,0.159026906,0.583333313,454
10014,-1.255561939,2.957697644,2.220691202,63,255,927,14.0625,0.062926672,NA,534
10015,3.377551875,-1.769529929,-1.915546885,66,226,514,-2.870833397,0.155291706,0.378976703,545
10017,0.845785606,0.562867564,1.031021315,64,253,665,10.82083321,NA,NA,581
10018,0.828025332,1.199414725,1.340233952,65,314,654,11.65416622,NA,NA,475
10020,1.61327577,0.377176931,-0.509547259,70,244,514,8.854166985,NA,NA,525
10022,-1.94899488,-1.15845645,1.115764482,58,253,910,10.78333378,NA,NA,626
10023,-4.483288247,-4.758056121,-0.646800731,NA,NA,1294,NA,NA,NA,NA
10027,-1.94899488,-1.15845645,1.115764482,63,237,910,10.74166679,NA,NA,571
14312,3.471492994,-2.902377068,-0.296930964,NA,NA,593,2.825000048,NA,NA,NA
14313,3.471492994,-2.902377068,-0.296930964,NA,NA,593,2.825000048,NA,NA,NA
14314,2.951551705,-2.668722204,-0.471062564,NA,NA,624,3.133333206,NA,NA,NA
14315,2.951551705,-2.668722204,-0.471062564,NA,NA,624,3.133333206,NA,NA,NA
14318,3.455078088,-2.754758098,-0.394404244,47,677,589,2.637500048,0.723847806,0.784963012,1109
14319,3.455078088,-2.754758098,-0.394404244,47,677,589,2.637500048,0.723847806,0.784963012,1109
15560,6.984541556,-3.678487712,1.846137101,52,478,534,-1.183333278,0.1445999,0.836719394,828
15591,0.41119857,-0.849579112,0.847622408,54,268,845,6.908333302,0.192325905,0.595708787,659
15592,0.41119857,-0.849579112,0.847622408,52,278,845,7.133333683,0.192325905,0.595708787,645
15593,0.41119857,-0.849579112,0.847622408,52,278,845,7.133333683,0.192325905,0.595708787,645
18694,2.473488293,-2.349134294,-0.677854999,NA,NA,630,4.125,NA,NA,NA
18696,2.799702672,-2.496154918,-0.456770376,NA,NA,611,3.583333254,NA,NA,NA
19949,0.41119857,-0.849579112,0.847622408,52,278,845,6.987500191,0.192325905,0.595708787,645
19950,0.41119857,-0.849579112,0.847622408,52,278,845,6.987500191,0.192325905,0.595708787,645
19951,0.41119857,-0.849579112,0.847622408,52,278,845,6.987500191,0.192325905,0.595708787,645
